1409 1414 1419 1424 1429 1434 1439 1444 1449 1454 1459 1464 1469 1474 1479 1484 1489 1494 1499 1504 1509 1514 1519 1524 1529 1534 1539 1544 1549 1554 1559 1564 1569 1574 1579 1603 1608 1613 1618 1623 1628 1633 1638 1643 1648 1653 1658 1663 1668 1673 1678 1683 1688 1693 1698 1703 1708 1713 1718 1723 1728 1733 1738 1743 1748 1753 1758 1763 1768 1773
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6.188448529309783e-06 6.42164982357103e-06 6.488832583810791e-06 6.400795914800584e-06 6.315255024065203e-06 6.338727988931537e-06 6.441922483999777e-06 6.395503034310297e-06 6.442336190918869e-06 6.453326864663769e-06 6.4667220582456e-06 6.306199440667971e-06 6.348904928288541e-06 6.437740587422764e-06 6.302204940595463e-06 6.157007773101312e-06 6.201578873992349e-06 6.180264895075972e-06 6.107889618442067e-06 6.196372104895054e-06 6.336159210208602e-06 6.351352583343271e-06 6.576261547931064e-06 6.56496037134769e-06 6.76045126118627e-06 6.924498444843918e-06 6.810971819614741e-06 6.871927591312269e-06 6.96936319712588e-06 7.068691591629995e-06 7.0551866699432225e-06 6.912829985564702e-06 6.946756425717998e-06 7.0142955058775575e-06 7.069329645049171e-06 7.249376391343854e-06 7.2602938323927084e-06 7.251313452103277e-06 7.150400697542917e-06 7.221457909146543e-06 7.108952305729554e-06 7.359594427523159e-06 7.012594243582205e-06 7.239438387472813e-06 7.289283314687641e-06 7.140956914416498e-06 7.050054606533256e-06 6.982747339320795e-06 7.011012606201601e-06 7.192227657363091e-06 6.871745463296149e-06 7.023175486459237e-06 7.096735992679531e-06 7.130321135053367e-06 7.1255728015099595e-06 7.126693670929221e-06 7.140297208328358e-06 7.0582798874444715e-06 7.238436252259956e-06 6.955666102377918e-06 7.016587616551536e-06 6.853945519898143e-06 6.928937867692664e-06 6.781533608532076e-06 6.988522344504208e-06 6.827652255270668e-06 6.9004682674469696e-06 6.921444224812783e-06 7.052811392849216e-06 7.064862987516092e-06
6.2754423979935e-06 6.495011203808152e-06 6.60629993147967e-06 6.526026111094788e-06 6.459314516180043e-06 6.54731648176186e-06 6.5858519592793386e-06 6.537051740553437e-06 6.584652621014073e-06 6.647195590045721e-06 6.610747676163537e-06 6.460572432507517e-06 6.460967856360132e-06 6.539047664854929e-06 6.4079639348417815e-06 6.247928053852414e-06 6.283506521891117e-06 6.279065767832684e-06 6.218618467941166e-06 6.269049990273059e-06 6.437387656924293e-06 6.449893382264304e-06 6.633892006498239e-06 6.621330814286907e-06 6.78191251630874e-06 6.933454731035011e-06 6.835003983394016e-06 6.885906202501807e-06 6.885965716064164e-06 7.0907799294662775e-06 7.040900409528585e-06 6.926779374306964e-06 7.009523023741315e-06 7.042208277741508e-06 7.125427573363347e-06 7.306059970786917e-06 7.341109585567402e-06 7.385922811939492e-06 7.308473617089903e-06 7.461187317374525e-06 7.2209129005674794e-06 7.500018508393366e-06 7.0986873605949926e-06 7.355164917816777e-06 7.457623194986303e-06 7.342384517827132e-06 7.213010284419437e-06 7.175869311298719e-06 7.183538742698082e-06 7.300631689269443e-06 6.985424339502957e-06 7.1188059161719394e-06 7.245792944430845e-06 7.32326996699906e-06 7.298920277097917e-06 7.202880393286861e-06 7.146023063313235e-06 7.061477111452523e-06 7.35666618174035e-06 7.050931130755749e-06 7.17590820056892e-06 6.974390677530337e-06 7.036248808354255e-06 6.867708544971672e-06 7.193365969985385e-06 6.997519597903601e-06 7.056293800068131e-06 7.088388980758981e-06 7.177355295075621e-06 7.209591703573976e-06
6.348045096774986e-06 6.54387987530359e-06 6.665560724284753e-06 6.623109389029311e-06 6.591430209907328e-06 6.693361110422705e-06 6.682413820138261e-06 6.6486776550097836e-06 6.687380695104429e-06 6.77869415733602e-06 6.702004987470891e-06 6.579177130711196e-06 6.553594695265901e-06 6.608015460177586e-06 6.490005555736769e-06 6.359020420453428e-06 6.385760824259525e-06 6.416927698349192e-06 6.34561256753773e-06 6.351378390497957e-06 6.526306254207185e-06 6.536395137671583e-06 6.670983331801882e-06 6.663634716261408e-06 6.767778826622435e-06 6.913533864796338e-06 6.809217047472715e-06 6.8648194362863044e-06 6.808364980824426e-06 7.089345214022107e-06 7.029915393539884e-06 6.936324726453055e-06 7.039672027870497e-06 7.073212689539614e-06 7.173848001534877e-06 7.341887926126861e-06 7.450529151740262e-06 7.497632273047572e-06 7.441864975043957e-06 7.641345716988369e-06 7.331549352643134e-06 7.617471736132375e-06 7.2232081407130815e-06 7.4691838496341005e-06 7.564802513667776e-06 7.5145193283457474e-06 7.39566167581125e-06 7.359639687141042e-06 7.354962266204405e-06 7.400148419234296e-06 7.095394172203484e-06 7.1956096138244945e-06 7.3939140155101605e-06 7.453506754244495e-06 7.432979579058036e-06 7.262829915611795e-06 7.159819840845448e-06 7.110856130467982e-06 7.434659894728266e-06 7.2032228670471475e-06 7.337628029086556e-06 7.123654665926637e-06 7.1462457287075e-06 6.983246404408971e-06 7.367037534508509e-06 7.154959196133366e-06 7.1975747684956204e-06 7.247922106983187e-06 7.287175986840409e-06 7.364410815961828e-06
6.420824295783916e-06 6.5843125906164595e-06 6.702953147594272e-06 6.729155323797058e-06 6.731466700599285e-06 6.826216957908692e-06 6.7697115903412345e-06 6.767277831952174e-06 6.799157108793677e-06 6.887712709529453e-06 6.790145982618406e-06 6.708917344563559e-06 6.661850202910277e-06 6.706106635082955e-06 6.594206926753889e-06 6.494044593145685e-06 6.517984455679427e-06 6.589551670266076e-06 6.497359377710797e-06 6.45522849231676e-06 6.6413489163611e-06 6.61684198578391e-06 6.723079601542015e-06 6.721618358247524e-06 6.753742800941773e-06 6.902836038435703e-06 6.774607491444231e-06 6.831709888188545e-06 6.756250499112438e-06 7.0569263622258646e-06 7.0222989586819355e-06 6.969751067859463e-06 7.054677951566124e-06 7.120228750936771e-06 7.224666556669772e-06 7.38074687805239e-06 7.579469435320006e-06 7.609365373859517e-06 7.578088576289452e-06 7.799706097021504e-06 7.4729304801420225e-06 7.744230016651653e-06 7.401128063304369e-06 7.615914230227191e-06 7.644720758157481e-06 7.69273530058952e-06 7.606598385098359e-06 7.547594253686493e-06 7.5385678228423655e-06 7.5031414045225965e-06 7.224254514490116e-06 7.2879556769554964e-06 7.55201462637677e-06 7.562668201086753e-06 7.563499931162376e-06 7.346449338614603e-06 7.2155524625786325e-06 7.211751750379023e-06 7.523989543695283e-06 7.4074563920957e-06 7.526793295808608e-06 7.30449462005473e-06 7.28450799755958e-06 7.148438269283076e-06 7.523206769275612e-06 7.326504520368022e-06 7.347412667097532e-06 7.4160607301767644e-06 7.397417781699911e-06 7.512233626371921e-06
6.477264246413842e-06 6.610493001832216e-06 6.726285507155285e-06 6.829278544540817e-06 6.865185914304252e-06 6.934496939424888e-06 6.8416671619987084e-06 6.882790775520076e-06 6.9184973338797296e-06 6.969601295614882e-06 6.883970215995663e-06 6.852351745770022e-06 6.796844461406188e-06 6.837881616382461e-06 6.725733509100811e-06 6.637463248343227e-06 6.66575793521271e-06 6.776094076746449e-06 6.660039240262562e-06 6.588663609650453e-06 6.784476934676936e-06 6.704473844795055e-06 6.800702819849453e-06 6.800627954564459e-06 6.769639453843628e-06 6.915661529367964e-06 6.762937098478082e-06 6.801061391993257e-06 6.762479894527251e-06 7.0063237526086795e-06 7.0173170620474525e-06 7.033736621697157e-06 7.060601213002261e-06 7.174355763189313e-06 7.27370092151007e-06 7.418562792016304e-06 7.693977387585925e-06 7.690426016376528e-06 7.70489977687378e-06 7.91120127691092e-06 7.644117312527992e-06 7.86318158306771e-06 7.616487193611501e-06 7.783468731344085e-06 7.69452643873383e-06 7.855829734670638e-06 7.812286165935213e-06 7.722023037696772e-06 7.708805461946279e-06 7.591963166994354e-06 7.362600988684452e-06 7.401940665606259e-06 7.695196242780081e-06 7.653513273805961e-06 7.68338663275889e-06 7.472264921888986e-06 7.32562651285795e-06 7.351041710802809e-06 7.645793716955054e-06 7.6301504096916e-06 7.729289847697835e-06 7.505465402958233e-06 7.4440298047107575e-06 7.3547412255679e-06 7.660186295976385e-06 7.503169201697052e-06 7.498552108929829e-06 7.582398455068264e-06 7.508554680570368e-06 7.6274840215603874e-06
6.51847064746838e-06 6.625471929189539e-06 6.7589363635175215e-06 6.916206853887701e-06 6.992783028203658e-06 7.029324825135974e-06 6.9061088318843475e-06 6.998062209727935e-06 7.052920758843391e-06 7.055307435525312e-06 6.999960344647065e-06 7.022144529206091e-06 6.967902765010768e-06 6.99424184397765e-06 6.88694172615008e-06 6.790253098327101e-06 6.817912611817885e-06 6.966778940989515e-06 6.835377237804144e-06 6.75906546391079e-06 6.9548146904922824e-06 6.8313364032831785e-06 6.91057044034683e-06 6.903853212610886e-06 6.842237869304211e-06 6.962757678331984e-06 6.804727691140732e-06 6.795977839698368e-06 6.832697375612472e-06 6.9784519979475914e-06 7.027757342795933e-06 7.118611609376361e-06 7.078233646473941e-06 7.231771024057802e-06 7.318004842959811e-06 7.456918756483056e-06 7.774413998404644e-06 7.732288673076813e-06 7.830504828599549e-06 7.985928479495352e-06 7.831601260963205e-06 7.969983355075737e-06 7.8382216310254e-06 7.94952357979533e-06 7.744633156278701e-06 7.994372514053475e-06 7.989183711736752e-06 7.886929662426245e-06 7.856430172838774e-06 7.672596079140678e-06 7.500811797527751e-06 7.54487262769003e-06 7.823738188024524e-06 7.744725874576772e-06 7.817320269849234e-06 7.649990517440912e-06 7.4856380082714e-06 7.502583520390122e-06 7.81700512588921e-06 7.856917195870737e-06 7.944674155966956e-06 7.728987163767914e-06 7.625735790847445e-06 7.5936370277828196e-06 7.812510377977056e-06 7.688012846499787e-06 7.658889830924624e-06 7.755128572138058e-06 7.641776410199965e-06 7.723868719259091e-06
6.543738618885947e-06 6.638817948315649e-06 6.80156995447413e-06 6.978657269497268e-06 7.103713534290765e-06 7.1158206556648436e-06 6.964959875920079e-06 7.116633372169641e-06 7.197874316490992e-06 7.1691011102397464e-06 7.1293933503783574e-06 7.214590888413517e-06 7.158212755178982e-06 7.154708002608996e-06 7.0606126962478555e-06 6.954414389295546e-06 6.974326781644579e-06 7.15296084253827e-06 7.029592387398008e-06 6.957420268089839e-06 7.142563546615729e-06 7.012311203524885e-06 7.0567966278476645e-06 7.033997904813868e-06 6.974905107970488e-06 7.046451706605321e-06 6.902880951946616e-06 6.846657946864715e-06 6.950387383847562e-06 7.01499556067116e-06 7.072342607826623e-06 7.20318782707766e-06 7.120013106507187e-06 7.296651200360726e-06 7.356484237407212e-06 7.496736720014413e-06 7.810588572394203e-06 7.750545041087675e-06 7.952325140262984e-06 8.032231359072082e-06 7.997919892258163e-06 8.052699660475639e-06 8.028541480466034e-06 8.092009419569562e-06 7.821154469600294e-06 8.103126661795107e-06 8.12748635289294e-06 8.03884430384223e-06 7.979156838090962e-06 7.75956880228671e-06 7.629403899995774e-06 7.711597661875119e-06 7.943735189889891e-06 7.848647696475382e-06 7.990159315661003e-06 7.869357571402162e-06 7.682522772688825e-06 7.65235176954447e-06 8.031942133115632e-06 8.09224233922876e-06 8.16924797504317e-06 7.971837749170577e-06 7.828470852662638e-06 7.856206618239254e-06 8.01384047333095e-06 7.88370974184122e-06 7.844717432914939e-06 7.948379932203802e-06 7.819476897108447e-06 7.830419295199445e-06
6.551260345630067e-06 6.662337615660263e-06 6.842272428139467e-06 7.006655069487195e-06 7.181706478352628e-06 7.198155519377806e-06 7.02681863377877e-06 7.2406013119537e-06 7.3402498750295185e-06 7.313062687171229e-06 7.254307321155875e-06 7.4101314857162716e-06 7.33921084635064e-06 7.305967389660027e-06 7.2265490209819e-06 7.124882739497397e-06 7.1425355074573935e-06 7.3307672133969024e-06 7.247529671238136e-06 7.175459047707512e-06 7.338973649380037e-06 7.239988187478422e-06 7.241355302645145e-06 7.197962929505571e-06 7.14898646340181e-06 7.167655306224174e-06 7.0402499390031196e-06 6.975646848967433e-06 7.096120918932176e-06 7.12477573671127e-06 7.15982171872734e-06 7.279648928003777e-06 7.1930691966772565e-06 7.376681727711844e-06 7.402787546151211e-06 7.5413891859090175e-06 7.81259976759886e-06 7.763751997088475e-06 8.047761912323998e-06 8.048481824496708e-06 8.105165883002065e-06 8.09740310997291e-06 8.162034511298264e-06 8.207973294399356e-06 7.929770989350642e-06 8.186533030213495e-06 8.237114457772622e-06 8.165643270289417e-06 8.089724632803694e-06 7.863779058193415e-06 7.748198901917586e-06 7.89348613642818e-06 8.058383362258701e-06 7.983279627133222e-06 8.207676538531876e-06 8.10589338522752e-06 7.906325211499329e-06 7.810272441158187e-06 8.274409847010988e-06 8.34335643812336e-06 8.393209479489728e-06 8.233503828306424e-06 8.050972707139025e-06 8.134965257344649e-06 8.282336180353713e-06 8.111778206965017e-06 8.083018371175904e-06 8.180893188345937e-06 8.062376030526043e-06 7.97678432587584e-06
