   0.100000E-03   0.254016E+03
   0.102020E-03   0.258938E+03
   0.104081E-03   0.263956E+03
   0.106184E-03   0.269071E+03
   0.108329E-03   0.274285E+03
   0.110517E-03   0.279600E+03
   0.112750E-03   0.285018E+03
   0.115027E-03   0.290541E+03
   0.117351E-03   0.296170E+03
   0.119722E-03   0.301909E+03
   0.122140E-03   0.307759E+03
   0.124608E-03   0.313721E+03
   0.127125E-03   0.319800E+03
   0.129693E-03   0.325996E+03
   0.132313E-03   0.332312E+03
   0.134986E-03   0.338750E+03
   0.137713E-03   0.345312E+03
   0.140495E-03   0.352002E+03
   0.143333E-03   0.358821E+03
   0.146228E-03   0.365772E+03
   0.149182E-03   0.372857E+03
   0.152196E-03   0.380080E+03
   0.155271E-03   0.387442E+03
   0.158407E-03   0.394946E+03
   0.161607E-03   0.402595E+03
   0.164872E-03   0.410393E+03
   0.168203E-03   0.418341E+03
   0.171601E-03   0.426443E+03
   0.175067E-03   0.434701E+03
   0.178604E-03   0.443119E+03
   0.182212E-03   0.451700E+03
   0.185893E-03   0.460446E+03
   0.189648E-03   0.469362E+03
   0.193479E-03   0.478449E+03
   0.197388E-03   0.487712E+03
   0.201375E-03   0.497154E+03
   0.205443E-03   0.506778E+03
   0.209594E-03   0.516588E+03
   0.213828E-03   0.526587E+03
   0.218147E-03   0.536779E+03
   0.222554E-03   0.547168E+03
   0.227050E-03   0.557757E+03
   0.231637E-03   0.568550E+03
   0.236316E-03   0.579551E+03
   0.241090E-03   0.590764E+03
   0.245960E-03   0.602194E+03
   0.250929E-03   0.613843E+03
   0.255998E-03   0.625717E+03
   0.261170E-03   0.637820E+03
   0.266446E-03   0.650156E+03
   0.271828E-03   0.662729E+03
   0.277319E-03   0.675544E+03
   0.282922E-03   0.688606E+03
   0.288637E-03   0.701919E+03
   0.294468E-03   0.715488E+03
   0.300417E-03   0.729318E+03
   0.306485E-03   0.743413E+03
   0.312677E-03   0.757780E+03
   0.318993E-03   0.772422E+03
   0.325437E-03   0.787345E+03
   0.332012E-03   0.802554E+03
   0.338719E-03   0.818055E+03
   0.345561E-03   0.833853E+03
   0.352542E-03   0.849954E+03
   0.359664E-03   0.866363E+03
   0.366930E-03   0.883086E+03
   0.374342E-03   0.900129E+03
   0.381904E-03   0.917498E+03
   0.389619E-03   0.935200E+03
   0.397490E-03   0.953239E+03
   0.405520E-03   0.971623E+03
   0.413712E-03   0.990359E+03
   0.422070E-03   0.100945E+04
   0.430596E-03   0.102891E+04
