# Mon Aug 25 14:00:15 2014
#
# Cooling Map File
#
# Loop values:
# hden 0
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
3.00  -24.1896  -25.1594  -305.6527  -305.6527  -305.6527  -305.6527  -33.8014  -305.6527  -305.6527  -305.6527  -32.9584  -305.6527  -305.6527  -305.6527  -44.7309  -44.9758
3.10  -24.2038  -25.1803  -305.6527  -305.6527  -305.6527  -305.6527  -33.5797  -305.6527  -305.6527  -305.6527  -32.8488  -305.6527  -305.6527  -305.6527  -40.1214  -40.3781
3.20  -24.2194  -25.2031  -54.3158  -54.5753  -305.6527  -305.6527  -33.4319  -305.6527  -305.6527  -305.6527  -32.7681  -305.6527  -305.6527  -305.6527  -36.4519  -36.7179
3.30  -24.2366  -25.2282  -49.0962  -49.3644  -305.6527  -305.6527  -33.3410  -305.6527  -305.6527  -305.6527  -32.7030  -305.6527  -49.7591  -49.9192  -33.5303  -33.8038
3.40  -24.2554  -25.2555  -44.9539  -45.2290  -305.6527  -305.6527  -33.2939  -37.5684  -37.7534  -305.6527  -32.6468  -305.6527  -45.1453  -45.3351  -31.2086  -31.4880
3.50  -24.2759  -25.2852  -41.6681  -41.9488  -305.6527  -305.6527  -33.2808  -34.8819  -35.0669  -33.3482  -32.5976  -37.3788  -41.4837  -41.6971  -29.3694  -29.6534
3.60  -24.2984  -25.3173  -39.0638  -39.3487  -305.6527  -305.6527  -33.2939  -32.7409  -32.9260  -31.1285  -32.5559  -34.5947  -38.5792  -38.8113  -27.9157  -28.2035
3.70  -24.3230  -25.3522  -37.0008  -37.2892  -305.6527  -305.6527  -33.3264  -31.0372  -31.2222  -29.3698  -32.5230  -32.2521  -36.2763  -36.5233  -26.7690  -27.0597
3.80  -24.3523  -25.3966  -35.3677  -35.6589  -305.6527  -305.6527  -33.3725  -29.6952  -29.8802  -27.9778  -32.3853  -30.3732  -34.4520  -34.7108  -25.8669  -26.1600
3.90  -24.3541  -25.4414  -34.0746  -34.3679  -305.6527  -305.6527  -31.5012  -28.6304  -28.8154  -26.8778  -30.8608  -28.8803  -33.0079  -33.2761  -25.1590  -25.4540
4.00  -23.9857  -25.4270  -33.0494  -33.3445  -305.6527  -305.6527  -29.8295  -27.7827  -27.9676  -26.0104  -29.1550  -27.6962  -31.8648  -32.1405  -24.6011  -24.8976
4.10  -23.0968  -24.9110  -32.2132  -32.5096  -305.6527  -305.6527  -28.4830  -27.0989  -27.2838  -25.3163  -27.7496  -26.7229  -30.9231  -31.2047  -24.1472  -24.4448
4.20  -22.2900  -24.0436  -31.2511  -31.5486  -305.6527  -305.6527  -27.3658  -26.5123  -26.6972  -24.6587  -26.2186  -25.5449  -29.7170  -30.0033  -23.7462  -24.0447
4.30  -22.1416  -23.7929  -29.9332  -30.2316  -305.6527  -305.6527  -26.3798  -25.9522  -26.1370  -24.3250  -24.6154  -24.2321  -27.7717  -28.0617  -23.8741  -24.1734
4.40  -22.3608  -23.9351  -28.9381  -29.2372  -305.6527  -305.6527  -25.0843  -24.9995  -25.1843  -24.5660  -23.8146  -23.6721  -26.2078  -26.5008  -24.4533  -24.7532
4.50  -22.5887  -24.1102  -28.1642  -28.4638  -305.6527  -305.6527  -23.8336  -24.0257  -24.2104  -24.6846  -23.3788  -23.4377  -24.7613  -25.0567  -25.0095  -25.3099
4.60  -22.8051  -24.2914  -26.8784  -27.1785  -305.6527  -305.6527  -22.9813  -23.3980  -23.5826  -24.6985  -23.0986  -23.3238  -23.9566  -24.2539  -25.4970  -25.7977
4.70  -23.0068  -24.4715  -25.2796  -25.5800  -305.6527  -305.6527  -22.4554  -23.0552  -23.2398  -24.7999  -22.9255  -23.2810  -23.4691  -23.7678  -25.9193  -26.2203
4.80  -23.1899  -24.6432  -24.0309  -24.3316  -305.6527  -305.6527  -22.1391  -22.8888  -23.0734  -25.0314  -22.8644  -23.3302  -23.0749  -23.3748  -26.2711  -26.5724
4.90  -23.3505  -24.7999  -23.0674  -23.3683  -29.6082  -29.9074  -21.9525  -22.8258  -23.0104  -25.5090  -23.0515  -23.6117  -22.9100  -23.2108  -26.5221  -26.8235
5.00  -23.4994  -24.9516  -22.4275  -22.7285  -28.6835  -28.9836  -21.9666  -22.9424  -23.1269  -26.5879  -23.8516  -24.4933  -23.2852  -23.5868  -26.6863  -26.9879
5.10  -23.6473  -25.1054  -22.3764  -22.6776  -26.6412  -26.9420  -22.4729  -23.5345  -23.7190  -27.8545  -24.8586  -25.5717  -23.8656  -24.1678  -26.8966  -27.1982
5.20  -23.7931  -25.2579  -22.8065  -23.1078  -24.7702  -25.0715  -23.3843  -24.5182  -24.7026  -28.9806  -25.7423  -26.5185  -24.3656  -24.6682  -27.2445  -27.5462
5.30  -23.9340  -25.4069  -23.2979  -23.5993  -23.3969  -23.6987  -24.2968  -25.4922  -25.6766  -29.9072  -26.4431  -27.2761  -24.7237  -25.0268  -27.7427  -28.0445
5.40  -24.0715  -25.5524  -23.7400  -24.0415  -22.5243  -22.8263  -25.1119  -26.3603  -26.5447  -30.6606  -26.9859  -27.8704  -24.9584  -25.2618  -28.4149  -28.7168
5.50  -24.2217  -25.6973  -24.1239  -24.4254  -22.3769  -22.6793  -25.8303  -27.1250  -27.3093  -31.3672  -27.4954  -28.4274  -25.1891  -25.4927  -29.2404  -29.5424
5.60  -24.3936  -25.8435  -24.4484  -24.7500  -22.7684  -23.0710  -26.4580  -27.7934  -27.9776  -32.1682  -28.1107  -29.0873  -25.5511  -25.8548  -30.2327  -30.5347
5.70  -24.5602  -25.9855  -24.6987  -25.0004  -23.2191  -23.5218  -26.9852  -28.3570  -28.5413  -33.1332  -28.9001  -29.9191  -26.1089  -26.4128  -31.4266  -31.7287
5.80  -24.7220  -26.1236  -24.8763  -25.1779  -23.6224  -23.9252  -27.4168  -28.8215  -29.0057  -34.2661  -29.8656  -30.9257  -26.8620  -27.1660  -305.6527  -305.6527
5.90  -24.8793  -26.2583  -25.0670  -25.3687  -23.9618  -24.2648  -27.8406  -29.2757  -29.4598  -35.5562  -30.9952  -32.0956  -27.7955  -28.0996  -305.6527  -305.6527
6.00  -25.0325  -26.3899  -25.3778  -25.6795  -24.2187  -24.5218  -28.3652  -29.8283  -30.0125  -37.0205  -32.3084  -33.4493  -28.9271  -29.2313  -305.6527  -305.6527
6.10  -25.1823  -26.5192  -25.8744  -26.1761  -24.3862  -24.6893  -29.0577  -30.5471  -30.7312  -38.5406  -33.8283  -35.0110  -30.2785  -30.5827  -305.6527  -305.6527
6.20  -25.3289  -26.6464  -26.5158  -26.8175  -24.5208  -24.8240  -29.8786  -31.3929  -31.5770  -305.6527  -35.6141  -36.8410  -31.9085  -32.2128  -305.6527  -305.6527
6.30  -25.4731  -26.7722  -27.2004  -27.5021  -24.7245  -25.0278  -30.7289  -32.2671  -32.4511  -305.6527  -38.8405  -305.6527  -33.9673  -34.2716  -305.6527  -305.6527
6.40  -25.6152  -26.8971  -27.8661  -28.1679  -25.0881  -25.3914  -31.5494  -33.1106  -33.2946  -305.6527  -41.0950  -305.6527  -36.2583  -36.5626  -305.6527  -305.6527
6.50  -25.7559  -27.0217  -28.4895  -28.7912  -25.6214  -25.9248  -32.3191  -33.9027  -34.0866  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
6.60  -25.8956  -27.1463  -29.0799  -29.3817  -26.2461  -26.5494  -33.0569  -34.6553  -34.8392  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
6.70  -26.0348  -27.2715  -29.6414  -29.9432  -26.8797  -27.1830  -33.7644  -35.3741  -35.5581  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
6.80  -26.1737  -27.3975  -30.1725  -30.4742  -27.4827  -27.7860  -34.4384  -36.0591  -36.2430  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
