# Mon Aug 25 14:00:15 2014
#
# Cooling Map File
#
# Loop values:
# hden 0
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
6.90  -26.3127  -27.5245  -30.6821  -30.9838  -28.0546  -28.3579  -35.0900  -36.7215  -36.9053  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.00  -26.4520  -27.6529  -31.1732  -31.4749  -28.5958  -28.8992  -35.7186  -37.3606  -37.5445  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.10  -26.5919  -27.7827  -31.6486  -31.9503  -29.1052  -29.4086  -36.3353  -37.9876  -38.1714  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.20  -26.7325  -27.9141  -32.1082  -32.4099  -29.5900  -29.8933  -36.9327  -38.5953  -38.7791  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.30  -26.8739  -28.0470  -32.5569  -32.8587  -30.0530  -30.3564  -37.6181  -39.2910  -39.4748  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.40  -27.0161  -28.1814  -32.9968  -33.2986  -30.4967  -30.8001  -40.8950  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.50  -27.1592  -28.3175  -33.4289  -33.7306  -30.9216  -31.2250  -41.4421  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.60  -27.3033  -28.4549  -33.8558  -34.1576  -31.3322  -31.6356  -41.9835  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.70  -27.4481  -28.5938  -34.2791  -34.5808  -31.7306  -32.0340  -42.5208  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.80  -27.5896  -28.7297  -34.6951  -34.9969  -32.1138  -32.4172  -43.0505  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
7.90  -27.7404  -28.8754  -35.1187  -35.4205  -32.4975  -32.8009  -43.5872  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
8.00  -27.8878  -29.0179  -35.5374  -35.8391  -32.8704  -33.1738  -44.1187  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527  -305.6527
