# Mon Aug 25 14:18:38 2014
#
# Cooling Map File
#
# Loop values:
# hden 2
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
4.50  -22.5780  -24.1093  -29.2681  -29.5677  -309.6527  -309.6527  -23.8367  -24.0291  -24.2130  -24.6843  -23.3789  -23.4383  -24.7463  -25.0417  -25.0080  -25.3083
4.60  -22.7966  -24.2911  -26.9632  -27.2633  -309.6527  -309.6527  -22.9816  -23.3986  -23.5826  -24.6989  -23.0991  -23.3248  -23.9513  -24.2486  -25.4959  -25.7966
4.70  -22.9999  -24.4714  -25.2835  -25.5839  -309.6527  -309.6527  -22.4555  -23.0555  -23.2395  -24.8001  -22.9257  -23.2816  -23.4680  -23.7668  -25.9184  -26.2194
4.80  -23.1841  -24.6432  -24.0312  -24.3318  -309.6527  -309.6527  -22.1391  -22.8891  -23.0731  -25.0315  -22.8645  -23.3307  -23.0746  -23.3745  -26.2702  -26.5715
4.90  -23.3451  -24.7999  -23.0674  -23.3683  -309.6527  -309.6527  -21.9525  -22.8261  -23.0101  -25.5096  -23.0521  -23.6126  -22.9104  -23.2113  -26.5213  -26.8227
5.00  -23.4945  -24.9516  -22.4274  -22.7285  -309.6527  -309.6527  -21.9665  -22.9427  -23.1267  -26.5881  -23.8518  -24.4939  -23.2854  -23.5870  -26.6858  -26.9874
5.10  -23.6429  -25.1054  -22.3763  -22.6775  -26.6501  -26.9509  -22.4728  -23.5346  -23.7187  -27.8543  -24.8584  -25.5718  -23.8654  -24.1676  -26.8963  -27.1980
5.20  -23.7892  -25.2580  -22.8063  -23.1077  -24.7706  -25.0719  -23.3841  -24.5183  -24.7023  -28.9804  -25.7421  -26.5186  -24.3654  -24.6680  -27.2443  -27.5461
5.30  -23.9306  -25.4070  -23.2978  -23.5992  -23.3970  -23.6987  -24.2966  -25.4923  -25.6763  -29.9070  -26.4430  -27.2762  -24.7236  -25.0266  -27.7426  -28.0445
5.40  -24.0684  -25.5525  -23.7399  -24.0414  -22.5242  -22.8263  -25.1118  -26.3604  -26.5445  -30.6605  -26.9859  -27.8706  -24.9584  -25.2617  -28.4149  -28.7168
5.50  -24.2188  -25.6974  -24.1238  -24.4253  -22.3768  -22.6792  -25.8302  -27.1250  -27.3091  -31.3672  -27.4953  -28.4276  -25.1891  -25.4927  -29.2404  -29.5423
5.60  -24.3908  -25.8436  -24.4483  -24.7499  -22.7683  -23.0709  -26.4579  -27.7935  -27.9775  -32.1682  -28.1107  -29.0875  -25.5510  -25.8548  -30.2327  -30.5347
5.70  -24.5576  -25.9856  -24.6987  -25.0003  -23.2190  -23.5218  -26.9852  -28.3571  -28.5412  -33.1332  -28.9001  -29.9192  -26.1089  -26.4128  -31.4266  -31.7287
5.80  -24.7195  -26.1237  -24.8763  -25.1779  -23.6223  -23.9252  -27.4167  -28.8216  -29.0056  -34.2661  -29.8656  -30.9258  -26.8620  -27.1660  -309.6527  -309.6527
5.90  -24.8769  -26.2584  -25.0670  -25.3686  -23.9618  -24.2648  -27.8406  -29.2758  -29.4598  -35.5562  -30.9952  -32.0957  -27.7955  -28.0996  -309.6527  -309.6527
6.00  -25.0303  -26.3901  -25.3778  -25.6794  -24.2187  -24.5217  -28.3652  -29.8284  -30.0124  -37.0298  -32.3084  -33.4494  -28.9271  -29.2313  -309.6527  -309.6527
6.10  -25.1801  -26.5193  -25.8744  -26.1761  -24.3862  -24.6893  -29.0577  -30.5472  -30.7312  -38.7518  -33.8284  -35.0112  -30.2784  -30.5827  -309.6527  -309.6527
6.20  -25.3269  -26.6466  -26.5158  -26.8175  -24.5208  -24.8240  -29.8786  -31.3930  -31.5770  -309.6527  -35.6152  -36.8423  -31.9085  -32.2128  -309.6527  -309.6527
6.30  -25.4712  -26.7724  -27.2004  -27.5021  -24.7245  -25.0278  -30.7289  -32.2672  -32.4511  -309.6527  -38.8404  -309.6527  -33.9673  -34.2716  -309.6527  -309.6527
6.40  -25.6135  -26.8973  -27.8661  -28.1679  -25.0881  -25.3914  -31.5494  -33.1106  -33.2946  -309.6527  -41.0882  -309.6527  -36.2514  -36.5558  -309.6527  -309.6527
6.50  -25.7543  -27.0219  -28.4895  -28.7912  -25.6214  -25.9248  -32.3191  -33.9027  -34.0866  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
6.60  -25.8941  -27.1465  -29.0799  -29.3817  -26.2461  -26.5494  -33.0569  -34.6553  -34.8392  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
6.70  -26.0334  -27.2717  -29.6414  -29.9432  -26.8797  -27.1830  -33.7644  -35.3742  -35.5580  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
6.80  -26.1725  -27.3977  -30.1725  -30.4742  -27.4827  -27.7860  -34.4385  -36.0592  -36.2430  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
6.90  -26.3116  -27.5248  -30.6821  -30.9838  -28.0546  -28.3579  -35.0891  -36.7205  -36.9044  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.00  -26.4510  -27.6532  -31.1732  -31.4749  -28.5958  -28.8992  -35.7222  -37.3642  -37.5480  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.10  -26.5910  -27.7830  -31.6486  -31.9503  -29.1052  -29.4086  -36.3324  -37.9847  -38.1685  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.20  -26.7317  -27.9144  -32.1082  -32.4099  -29.5900  -29.8933  -36.9065  -38.5690  -38.7528  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.30  -26.8732  -28.0473  -32.5569  -32.8587  -30.0530  -30.3564  -40.3394  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.40  -27.0155  -28.1818  -32.9968  -33.2986  -30.4967  -30.8001  -40.8950  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.50  -27.1587  -28.3178  -33.4289  -33.7306  -30.9216  -31.2250  -41.4420  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.60  -27.3027  -28.4553  -33.8558  -34.1576  -31.3322  -31.6356  -41.9835  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.70  -27.4477  -28.5941  -34.2791  -34.5808  -31.7306  -32.0340  -42.5209  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.80  -27.5892  -28.7300  -34.6951  -34.9969  -32.1138  -32.4172  -43.0505  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
7.90  -27.7401  -28.8757  -35.1188  -35.4206  -32.4975  -32.8009  -43.5873  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
8.00  -27.8875  -29.0183  -35.5382  -35.8399  -32.8704  -33.1738  -44.1195  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527  -309.6527
