# Mon Aug 25 13:03:28 2014
#
# Cooling Map File
#
# Loop values:
# hden -6
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
4.50  -23.9797  -25.1183  -25.0514  -25.3510  -24.0834  -24.3763  -26.5864  -26.7843  -26.9690  -34.2603  -31.4933  -31.5554  -29.9893  -30.2847  -293.6527  -293.6527
4.60  -24.0665  -25.2203  -24.9921  -25.2922  -23.8387  -24.1338  -26.3009  -26.7193  -26.9039  -34.1303  -31.3739  -31.6002  -30.0307  -30.3279  -293.6527  -293.6527
4.70  -24.1474  -25.3191  -24.9899  -25.2903  -23.6803  -23.9771  -26.1395  -26.7399  -26.9245  -34.1529  -31.3773  -31.7333  -30.1256  -30.4243  -293.6527  -293.6527
4.80  -24.2217  -25.4140  -25.0338  -25.3345  -23.5904  -23.8885  -26.0842  -26.8343  -27.0189  -34.3103  -31.4689  -31.9350  -30.2545  -30.5544  -293.6527  -293.6527
4.90  -24.2912  -25.5058  -25.1153  -25.4162  -23.5553  -23.8545  -26.1186  -26.9921  -27.1766  -34.5571  -31.6051  -32.1655  -30.3721  -30.6730  -293.6527  -293.6527
5.00  -24.3577  -25.5961  -25.2281  -25.5292  -23.5648  -23.8649  -26.2340  -27.2099  -27.3944  -34.8294  -31.7305  -32.3725  -30.4151  -30.7167  -293.6527  -293.6527
5.10  -24.4249  -25.6868  -25.3700  -25.6712  -23.6112  -23.9120  -26.4341  -27.4958  -27.6802  -35.0914  -31.8239  -32.5372  -30.3580  -30.6602  -293.6527  -293.6527
5.20  -24.4967  -25.7801  -25.5444  -25.8458  -23.6888  -23.9901  -26.7322  -27.8662  -28.0506  -35.3563  -31.9083  -293.6527  -30.2364  -30.5390  -293.6527  -293.6527
5.30  -24.5738  -25.8771  -25.7613  -26.0627  -23.7937  -24.0955  -27.1365  -28.3320  -28.5163  -35.6316  -31.9993  -293.6527  -30.0901  -30.3932  -293.6527  -293.6527
5.40  -24.6574  -25.9782  -26.0284  -26.3299  -23.9260  -24.2281  -27.6359  -28.8844  -29.0687  -35.9266  -32.1117  -293.6527  -29.9558  -30.2592  -293.6527  -293.6527
5.50  -24.7574  -26.0846  -26.3397  -26.6412  -24.0940  -24.3963  -28.2000  -29.4947  -29.6790  -36.2806  -32.2870  -293.6527  -29.8890  -30.1925  -293.6527  -293.6527
5.60  -24.8797  -26.1970  -26.6680  -26.9696  -24.3143  -24.6169  -28.7837  -30.1192  -30.3034  -293.6527  -32.5554  -293.6527  -29.9263  -30.2301  -293.6527  -293.6527
5.70  -25.0069  -26.3124  -26.9616  -27.2632  -24.5985  -24.9012  -29.3256  -30.6974  -30.8816  -37.2507  -32.9297  -293.6527  -30.0833  -30.3873  -293.6527  -293.6527
5.80  -25.1380  -26.4304  -27.1573  -27.4589  -24.9327  -25.2356  -29.7573  -31.1621  -31.3463  -293.6527  -33.4338  -293.6527  -30.3844  -30.6884  -293.6527  -293.6527
5.90  -25.2719  -26.5505  -27.2409  -27.5426  -25.2775  -25.5805  -30.0626  -31.4976  -31.6818  -293.6527  -34.1167  -293.6527  -30.8776  -31.1817  -293.6527  -293.6527
6.00  -25.4080  -26.6724  -27.2765  -27.5782  -25.5763  -25.8794  -30.3043  -31.7674  -31.9515  -293.6527  -35.0440  -293.6527  -31.6279  -31.9321  -293.6527  -293.6527
6.10  -25.5459  -26.7961  -27.3625  -27.6642  -25.7778  -26.0810  -30.5809  -32.0704  -32.2545  -293.6527  -37.6211  -293.6527  -32.6959  -33.0002  -293.6527  -293.6527
6.20  -25.6854  -26.9214  -27.5548  -27.8565  -25.8891  -26.1924  -30.9492  -32.4636  -32.6477  -293.6527  -39.0069  -293.6527  -34.1042  -34.4085  -293.6527  -293.6527
6.30  -25.8262  -27.0483  -27.8829  -28.1846  -25.9796  -26.2829  -31.4407  -32.9790  -33.1630  -293.6527  -40.6742  -293.6527  -35.8010  -36.1053  -293.6527  -293.6527
6.40  -25.9683  -27.1770  -28.3159  -28.6176  -26.1344  -26.4377  -32.0269  -33.5882  -33.7722  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
6.50  -26.1116  -27.3074  -28.7988  -29.1006  -26.3963  -26.6996  -32.6553  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
6.60  -26.2562  -27.4397  -29.3054  -29.6071  -26.7775  -27.0808  -33.3087  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
6.70  -26.4020  -27.5739  -29.8157  -30.1175  -27.2411  -27.5445  -33.9651  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
6.80  -26.5490  -27.7100  -30.3146  -30.6164  -27.7377  -28.0411  -34.6072  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
6.90  -26.6971  -27.8480  -30.8034  -31.1051  -28.2447  -28.5481  -35.2380  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.00  -26.8464  -27.9877  -31.2808  -31.5825  -28.7461  -29.0495  -35.8585  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.10  -26.9967  -28.1293  -31.7470  -32.0488  -29.2305  -29.5339  -36.4701  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.20  -27.1480  -28.2724  -32.2006  -32.5024  -29.6996  -30.0030  -37.0690  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.30  -27.3002  -28.4170  -32.6455  -32.9472  -30.1529  -30.4563  -37.4489  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.40  -27.4532  -28.5630  -33.0831  -33.3849  -30.5910  -30.8944  -40.9813  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.50  -27.6068  -28.7101  -33.5140  -33.8158  -31.0133  -31.3167  -41.5272  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.60  -27.7609  -28.8583  -33.9407  -34.2424  -31.4236  -31.7270  -42.0684  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.70  -27.9155  -29.0073  -34.3644  -34.6661  -31.8235  -32.1269  -42.6062  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.80  -28.0703  -29.1571  -34.7858  -35.0875  -32.2141  -32.5175  -43.1411  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
7.90  -28.2254  -29.3076  -35.2065  -35.5083  -32.5979  -32.9013  -43.6751  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
8.00  -28.3806  -29.4585  -35.6280  -35.9297  -32.9766  -33.2800  -44.2093  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527  -293.6527
