# Mon Aug 25 13:27:38 2014
#
# Cooling Map File
#
# Loop values:
# hden -3.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
4.00  -23.5429  -24.6160  -26.3317  -26.6271  -30.3694  -30.6396  -26.7876  -25.1560  -25.3410  -26.7304  -26.8115  -25.5119  -26.7118  -26.9875  -25.7272  -26.0236
4.10  -23.6255  -24.7188  -25.5052  -25.8017  -29.1017  -29.3788  -25.8743  -24.5434  -24.7283  -26.2534  -25.9160  -24.9049  -25.8503  -26.1319  -25.4065  -25.7041
4.20  -23.6713  -24.8133  -24.8816  -25.1792  -28.0857  -28.3682  -24.9167  -24.0679  -24.2527  -25.8601  -25.0956  -24.4237  -25.2470  -25.5333  -25.1850  -25.4836
4.30  -23.6023  -24.8602  -24.4592  -24.7576  -27.2817  -27.5685  -24.1296  -23.7025  -23.8873  -25.4970  -24.4362  -24.0531  -24.8577  -25.1478  -25.0682  -25.3674
4.40  -23.4019  -24.7911  -24.1893  -24.4884  -26.6746  -26.9648  -23.5173  -23.4326  -23.6174  -25.1827  -23.9341  -23.7916  -24.5865  -24.8795  -25.1362  -25.4360
4.50  -23.2005  -24.6500  -24.0103  -24.3099  -26.2575  -26.5504  -23.0527  -23.2448  -23.4295  -24.9848  -23.5713  -23.6302  -24.3592  -24.6545  -25.4711  -25.7714
4.60  -23.1139  -24.5713  -23.8700  -24.1700  -26.0201  -26.3152  -22.6957  -23.1123  -23.2970  -24.9647  -23.3428  -23.5680  -24.1459  -24.4432  -25.9954  -26.2961
4.70  -23.1495  -24.6010  -23.7149  -24.0153  -25.9202  -26.2170  -22.3970  -22.9967  -23.1814  -25.1327  -23.2534  -23.6088  -23.9031  -24.2018  -26.5635  -26.8645
4.80  -23.2555  -24.7019  -23.4565  -23.7571  -25.8461  -26.1443  -22.1523  -22.9020  -23.0865  -25.4758  -23.3075  -23.7733  -23.6189  -23.9188  -27.0460  -27.3472
4.90  -23.3882  -24.8334  -22.9629  -23.2638  -25.6252  -25.9244  -22.0011  -22.8744  -23.0589  -26.0216  -23.5622  -24.1224  -23.4398  -23.7407  -27.3056  -27.6070
5.00  -23.5245  -24.9739  -22.4716  -22.7727  -25.1967  -25.4968  -22.0484  -23.0242  -23.2087  -26.9330  -24.1950  -24.8367  -23.6243  -23.9259  -27.3198  -27.6213
5.10  -23.6638  -25.1199  -22.4391  -22.7403  -24.7470  -25.0477  -22.5469  -23.6085  -23.7929  -28.0730  -25.0759  -25.7890  -24.0803  -24.3825  -27.2898  -27.5915
5.20  -23.8046  -25.2679  -22.8417  -23.1430  -24.1661  -24.4674  -23.4237  -24.5576  -24.7420  -29.1406  -25.9014  -26.6777  -24.5234  -24.8260  -27.4523  -27.7541
5.30  -23.9425  -25.4141  -23.3226  -23.6240  -23.2738  -23.5756  -24.3233  -25.5188  -25.7032  -30.0318  -26.5672  -27.4001  -24.8470  -25.1500  -27.8576  -28.1594
5.40  -24.0781  -25.5579  -23.7633  -24.0647  -22.5133  -22.8154  -25.1361  -26.3846  -26.5689  -30.7591  -27.0840  -27.9684  -25.0560  -25.3593  -28.4818  -28.7837
5.50  -24.2270  -25.7017  -24.1491  -24.4506  -22.3902  -22.6926  -25.8561  -27.1508  -27.3351  -31.4411  -27.5688  -28.5008  -25.2622  -25.5658  -29.2838  -29.5858
5.60  -24.3980  -25.8471  -24.4771  -24.7787  -22.7781  -23.0807  -26.4871  -27.8225  -28.0068  -32.2191  -28.1612  -29.1378  -25.6013  -25.9051  -30.2635  -30.5655
5.70  -24.5640  -25.9886  -24.7313  -25.0329  -23.2268  -23.5296  -27.0181  -28.3899  -28.5741  -33.1668  -28.9333  -29.9523  -26.1419  -26.4458  -31.4483  -31.7504
5.80  -24.7253  -26.1263  -24.9096  -25.2112  -23.6300  -23.9329  -27.4502  -28.8550  -29.0392  -34.2884  -29.8877  -30.9477  -26.8838  -27.1879  -298.6526  -298.6526
5.90  -24.8823  -26.2608  -25.0938  -25.3955  -23.9702  -24.2732  -27.8677  -29.3027  -29.4868  -35.5721  -31.0106  -32.1110  -27.8108  -28.1149  -298.6526  -298.6526
6.00  -25.0354  -26.3923  -25.3959  -25.6976  -24.2280  -24.5311  -28.3835  -29.8466  -30.0308  -37.0302  -32.3196  -33.4606  -28.9382  -29.2424  -298.6526  -298.6526
6.10  -25.1850  -26.5214  -25.8855  -26.1872  -24.3960  -24.6991  -29.0689  -30.5583  -30.7424  -38.9978  -33.8370  -35.0197  -30.2869  -30.5912  -298.6526  -298.6526
6.20  -25.3316  -26.6486  -26.5216  -26.8234  -24.5298  -24.8330  -29.8845  -31.3989  -31.5830  -298.6526  -35.6222  -298.6526  -31.9161  -32.2204  -298.6526  -298.6526
6.30  -25.4757  -26.7744  -27.2034  -27.5051  -24.7320  -25.0352  -30.7320  -32.2702  -32.4543  -298.6526  -37.9041  -298.6526  -33.9742  -34.2785  -298.6526  -298.6526
6.40  -25.6179  -26.8994  -27.8678  -28.1696  -25.0937  -25.3970  -31.5511  -33.1124  -33.2964  -298.6526  -41.0955  -298.6526  -36.2588  -36.5631  -298.6526  -298.6526
6.50  -25.7587  -27.0240  -28.4905  -28.7923  -25.6251  -25.9284  -32.3203  -33.9038  -34.0878  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
6.60  -25.8985  -27.1488  -29.0806  -29.3824  -26.2482  -26.5515  -33.0576  -34.6560  -34.8400  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
6.70  -26.0378  -27.2741  -29.6419  -29.9437  -26.8810  -27.1843  -33.7650  -35.3747  -35.5586  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
6.80  -26.1769  -27.4003  -30.1729  -30.4746  -27.4835  -27.7868  -34.4392  -36.0599  -36.2438  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
6.90  -26.3161  -27.5276  -30.6824  -30.9841  -28.0551  -28.3585  -35.0898  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.00  -26.4558  -27.6562  -31.1734  -31.4752  -28.5963  -28.8996  -35.7219  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.10  -26.5959  -27.7863  -31.6488  -31.9505  -29.1055  -29.4089  -36.3422  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.20  -26.7368  -27.9180  -32.1084  -32.4101  -29.5902  -29.8936  -36.9572  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.30  -26.8786  -28.0512  -32.5571  -32.8589  -30.0532  -30.3566  -37.5281  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.40  -27.0212  -28.1861  -32.9970  -33.2988  -30.4969  -30.8003  -40.8952  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.50  -27.1648  -28.3226  -33.4291  -33.7308  -30.9218  -31.2252  -41.4422  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.60  -27.3093  -28.4605  -33.8560  -34.1578  -31.3324  -31.6358  -41.9837  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.70  -27.4547  -28.5999  -34.2793  -34.5810  -31.7308  -32.0342  -42.5210  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.80  -27.6010  -28.7406  -34.6998  -35.0015  -32.1184  -32.4218  -43.0551  -298.6526  -298.6526  -298.6526  -41.3520  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
7.90  -27.7482  -28.8827  -35.1191  -35.4208  -32.4978  -32.8012  -43.5876  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
8.00  -27.8962  -29.0259  -35.5377  -35.8395  -32.8707  -33.1741  -44.1190  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526  -298.6526
