# Mon Aug 25 13:27:38 2014
#
# Cooling Map File
#
# Loop values:
# hden -3.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
3.00  -22.7554  -23.7250  -27.7581  -28.0592  -298.6526  -298.6526  -27.2850  -298.6526  -298.6526  -298.6526  -27.6435  -298.6526  -298.6526  -298.6526  -44.5870  -44.8319
3.10  -22.8265  -23.8028  -27.7575  -28.0586  -298.6526  -298.6526  -27.1137  -298.6526  -298.6526  -298.6526  -27.5443  -298.6526  -298.6526  -298.6526  -40.0986  -40.3553
3.20  -22.8990  -23.8826  -27.7528  -28.0538  -298.6526  -298.6526  -26.9983  -298.6526  -298.6526  -298.6526  -27.4785  -298.6526  -298.6526  -298.6526  -36.5601  -36.8262
3.30  -22.9728  -23.9644  -27.7433  -28.0443  -298.6526  -298.6526  -26.9192  -298.6526  -298.6526  -298.6526  -27.4298  -298.6526  -44.4861  -44.6462  -33.7772  -34.0507
3.40  -23.0482  -24.0482  -27.7299  -28.0309  -48.7315  -48.9027  -26.8648  -34.6268  -34.8118  -298.6526  -27.3918  -298.6526  -39.8905  -40.0802  -31.5955  -31.8748
3.50  -23.1251  -24.1342  -27.7138  -28.0149  -43.6835  -43.8819  -26.8282  -31.9896  -32.1746  -298.6526  -27.3637  -32.3310  -36.2500  -36.4634  -29.8918  -30.1759
3.60  -23.2036  -24.2225  -27.6967  -27.9977  -39.6694  -39.8894  -26.8049  -29.9031  -30.0881  -298.6526  -27.3451  -30.2389  -33.3684  -33.6006  -28.5681  -28.8558
3.70  -23.2839  -24.3130  -27.6790  -27.9800  -36.4827  -36.7199  -26.7915  -28.2555  -28.4405  -29.5543  -27.3331  -28.5930  -31.0867  -31.3337  -27.5456  -27.8364
3.80  -23.3691  -24.4128  -27.6318  -27.9321  -33.9572  -34.2080  -26.7849  -26.9578  -27.1428  -28.3030  -27.3245  -27.3012  -29.2774  -29.5362  -26.7623  -27.0554
3.90  -23.4556  -24.5138  -27.2256  -27.5218  -31.9571  -32.2188  -26.7830  -25.9436  -26.1286  -27.3844  -27.3189  -26.2927  -27.8423  -28.1105  -26.1690  -26.4639
