# Mon Aug 25 13:08:13 2014
#
# Cooling Map File
#
# Loop values:
# hden -5.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
4.40  -23.8821  -25.0127  -24.2900  -24.5891  -24.0051  -24.2953  -25.6213  -25.5452  -25.7300  -31.6966  -29.3779  -29.2395  -28.1423  -28.4354  -32.0168  -32.3166
4.50  -23.9601  -25.1109  -24.1239  -24.4235  -23.6265  -23.9194  -25.1599  -25.3538  -25.5385  -31.3907  -29.0872  -29.1471  -28.0789  -28.3742  -32.2308  -32.5311
4.60  -24.0230  -25.2010  -24.0289  -24.3290  -23.3584  -23.6534  -24.8373  -25.2545  -25.4391  -31.2459  -28.9281  -29.1537  -28.0813  -28.3785  -32.5003  -32.8010
4.70  -24.0687  -25.2802  -23.9904  -24.2908  -23.1735  -23.4703  -24.6397  -25.2396  -25.4242  -31.2653  -28.8868  -29.2424  -28.1291  -28.4278  -32.7852  -33.0862
4.80  -24.1017  -25.3494  -23.9971  -24.2978  -23.0507  -23.3488  -24.5483  -25.2981  -25.4827  -31.4379  -28.9345  -29.4004  -28.2012  -28.5011  -294.6526  -294.6526
4.90  -24.1318  -25.4142  -24.0407  -24.3416  -22.9747  -23.2739  -24.5510  -25.4244  -25.6089  -31.7276  -29.0477  -29.6079  -28.2552  -28.5560  -294.6526  -294.6526
5.00  -24.1657  -25.4804  -24.1164  -24.4174  -22.9361  -23.2362  -24.6531  -25.6290  -25.8135  -32.0832  -29.1969  -29.8387  -28.2423  -28.5439  -294.6526  -294.6526
5.10  -24.2104  -25.5532  -24.2287  -24.5299  -22.9293  -23.2301  -24.8838  -25.9454  -26.1298  -32.4650  -29.3635  -30.0767  -28.1604  -28.4625  -32.2038  -32.5055
5.20  -24.2697  -25.6358  -24.3980  -24.6993  -22.9512  -23.2525  -25.2707  -26.4046  -26.5891  -32.8671  -29.5509  -30.3272  -28.0576  -28.3602  -31.8413  -32.1431
5.30  -24.3418  -25.7279  -24.6489  -24.9504  -23.0009  -23.3027  -25.8050  -27.0004  -27.1848  -33.2763  -29.7517  -30.5847  -27.9628  -28.2659  -31.6440  -31.9459
5.40  -24.4255  -25.8284  -24.9773  -25.2788  -23.0861  -23.3882  -26.4384  -27.6868  -27.8712  -33.6792  -29.9552  -30.8398  -27.8829  -28.1862  -31.6543  -31.9562
5.50  -24.5317  -25.9375  -25.3473  -25.6489  -23.2358  -23.5382  -27.1086  -28.4032  -28.5875  -34.1011  -30.1873  -31.1194  -27.8498  -28.1534  -31.8955  -32.1974
5.60  -24.6664  -26.0551  -25.7150  -26.0166  -23.4877  -23.7903  -27.7611  -29.0965  -29.2808  -34.5809  -30.4863  -31.4630  -27.9034  -28.2072  -32.3844  -32.6864
5.70  -24.8048  -26.1756  -26.0294  -26.3310  -23.8308  -24.1335  -28.3419  -29.7137  -29.8980  -35.1617  -30.8947  -31.9139  -28.0853  -28.3892  -294.6526  -294.6526
5.80  -24.9456  -26.2980  -26.2362  -26.5378  -24.2097  -24.5126  -28.7964  -30.2012  -30.3854  -35.8993  -31.4673  -32.5275  -28.4486  -28.7526  -294.6526  -294.6526
5.90  -25.0876  -26.4216  -26.3372  -26.6389  -24.5721  -24.8751  -29.1266  -30.5617  -30.7458  -36.8515  -32.2578  -33.3585  -29.0453  -29.3494  -294.6526  -294.6526
6.00  -25.2301  -26.5460  -26.4235  -26.7252  -24.8696  -25.1727  -29.4242  -30.8873  -31.0714  -294.6526  -33.3081  -294.6526  -29.9154  -30.2196  -294.6526  -294.6526
6.10  -25.3729  -26.6712  -26.6214  -26.9231  -25.0644  -25.3676  -29.8161  -31.3056  -31.4897  -294.6526  -34.6615  -294.6526  -31.1014  -31.4057  -294.6526  -294.6526
6.20  -25.5159  -26.7970  -26.9781  -27.2798  -25.1798  -25.4830  -30.3512  -31.8656  -32.0497  -294.6526  -36.3868  -294.6526  -32.6725  -32.9768  -294.6526  -294.6526
6.30  -25.6589  -26.9236  -27.4717  -27.7734  -25.3068  -25.6100  -31.0097  -32.5479  -32.7320  -294.6526  -39.5000  -294.6526  -34.6268  -34.9311  -294.6526  -294.6526
6.40  -25.8023  -27.0512  -28.0311  -28.3328  -25.5484  -25.8517  -31.7233  -33.2846  -33.4686  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
6.50  -25.9462  -27.1802  -28.5974  -28.8992  -25.9381  -26.2414  -32.4358  -34.0193  -34.2033  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
6.60  -26.0908  -27.3107  -29.1563  -29.4581  -26.4471  -26.7505  -33.1418  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
6.70  -26.2362  -27.4430  -29.6995  -30.0012  -27.0086  -27.3120  -33.8310  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
6.80  -26.3827  -27.5771  -30.2193  -30.5211  -27.5702  -27.8736  -34.4942  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
6.90  -26.5305  -27.7133  -30.7218  -31.0235  -28.1183  -28.4217  -35.1369  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.00  -26.6795  -27.8516  -31.2083  -31.5100  -28.6455  -28.9489  -35.7643  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.10  -26.8298  -27.9920  -31.6806  -31.9824  -29.1462  -29.4496  -36.3728  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.20  -26.9815  -28.1344  -32.1382  -32.4400  -29.6257  -29.9291  -36.9403  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.30  -27.1345  -28.2789  -32.5857  -32.8875  -30.0855  -30.3889  -37.5649  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.40  -27.2888  -28.4253  -33.0249  -33.3266  -30.5273  -30.8307  -37.9346  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.50  -27.4443  -28.5734  -33.4566  -33.7583  -30.9514  -31.2548  -41.4698  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.60  -27.6009  -28.7231  -33.8835  -34.1852  -31.3619  -31.6653  -42.0112  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.70  -27.7584  -28.8742  -34.3069  -34.6086  -31.7608  -32.0642  -42.5486  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.80  -27.9168  -29.0266  -34.7276  -35.0294  -32.1494  -32.4528  -43.0830  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
7.90  -28.0759  -29.1801  -35.1476  -35.4493  -32.5303  -32.8337  -43.6161  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
8.00  -28.2355  -29.3345  -35.5665  -35.8683  -32.9052  -33.2086  -44.1478  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526  -294.6526
