# Mon Aug 25 13:32:32 2014
#
# Cooling Map File
#
# Loop values:
# hden -3
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
4.00  -23.5499  -24.6243  -27.0030  -27.2983  -31.9825  -32.2527  -27.4528  -25.2169  -25.4019  -26.2131  -26.8163  -25.4152  -27.1078  -27.3835  -25.1157  -25.4121
4.10  -23.6180  -24.7248  -26.1645  -26.4610  -30.6805  -30.9576  -25.9638  -24.5934  -24.7783  -25.7742  -25.7869  -24.7651  -26.2234  -26.5050  -24.7760  -25.0736
4.20  -23.5853  -24.7979  -25.5251  -25.8227  -29.6322  -29.9146  -24.9642  -24.1119  -24.2968  -25.4446  -24.9484  -24.2753  -25.5942  -25.8805  -24.5404  -24.8389
4.30  -23.3562  -24.7517  -25.0818  -25.3802  -28.7838  -29.0705  -24.1796  -23.7522  -23.9370  -25.1669  -24.2936  -23.9105  -25.1450  -25.4350  -24.4545  -24.7538
4.40  -23.0640  -24.5542  -24.7964  -25.0955  -28.0840  -28.3742  -23.5889  -23.5041  -23.6888  -24.9336  -23.7911  -23.6486  -24.7522  -25.0452  -24.6625  -24.9623
4.50  -22.9093  -24.4040  -24.6086  -24.9082  -27.5185  -27.8114  -23.1514  -23.3435  -23.5282  -24.7833  -23.4138  -23.4727  -24.3642  -24.6596  -25.1128  -25.4131
4.60  -22.9346  -24.4109  -24.4375  -24.7376  -27.1801  -27.4752  -22.7797  -23.1964  -23.3811  -24.7584  -23.1506  -23.3758  -23.9901  -24.2874  -25.6294  -25.9301
4.70  -23.0576  -24.5178  -24.2001  -24.5005  -27.0405  -27.3372  -22.4204  -23.0201  -23.2048  -24.8831  -23.0083  -23.3638  -23.6196  -23.9184  -26.1419  -26.4429
4.80  -23.2102  -24.6612  -23.7465  -24.0472  -26.8601  -27.1583  -22.1388  -22.8885  -23.0731  -25.1696  -23.0031  -23.4689  -23.2716  -23.5715  -26.5884  -26.8896
4.90  -23.3624  -24.8104  -23.0268  -23.3277  -26.4038  -26.7030  -21.9668  -22.8401  -23.0246  -25.6933  -23.2353  -23.7955  -23.1046  -23.4055  -26.8603  -27.1617
5.00  -23.5076  -24.9588  -22.4416  -22.7427  -25.8055  -26.1056  -21.9930  -22.9688  -23.1533  -26.7059  -23.9691  -24.6108  -23.4015  -23.7031  -26.9448  -27.2464
5.10  -23.6527  -25.1101  -22.3969  -22.6981  -25.2856  -25.5864  -22.4971  -23.5586  -23.7431  -27.9280  -24.9317  -25.6448  -23.9379  -24.2401  -27.0388  -27.3405
5.20  -23.7968  -25.2611  -22.8178  -23.1191  -24.4887  -24.7900  -23.3970  -24.5308  -24.7153  -29.0341  -25.7955  -26.5718  -24.4184  -24.7211  -27.3136  -27.6154
5.30  -23.9368  -25.4093  -23.3058  -23.6073  -23.3541  -23.6558  -24.3053  -25.5007  -25.6851  -29.9485  -26.4843  -27.3172  -24.7646  -25.0676  -27.7798  -28.0817
5.40  -24.0737  -25.5542  -23.7475  -24.0489  -22.5206  -22.8227  -25.1197  -26.3681  -26.5525  -30.6929  -27.0181  -27.9026  -24.9904  -25.2938  -28.4363  -28.7382
5.50  -24.2234  -25.6987  -24.1320  -24.4335  -22.3812  -22.6835  -25.8386  -27.1333  -27.3176  -31.3911  -27.5191  -28.4512  -25.2128  -25.5164  -29.2542  -29.5562
5.60  -24.3951  -25.8447  -24.4576  -24.7592  -22.7715  -23.0741  -26.4674  -27.8027  -27.9870  -32.1845  -28.1269  -29.1035  -25.5672  -25.8709  -30.2425  -30.5445
5.70  -24.5615  -25.9865  -24.7092  -25.0109  -23.2216  -23.5243  -26.9958  -28.3676  -28.5519  -33.1439  -28.9107  -29.9297  -26.1194  -26.4233  -31.4336  -31.7356
5.80  -24.7231  -26.1245  -24.8870  -25.1886  -23.6248  -23.9277  -27.4275  -28.8323  -29.0165  -34.2732  -29.8727  -30.9327  -26.8689  -27.1730  -299.6527  -299.6527
5.90  -24.8803  -26.2591  -25.0756  -25.3773  -23.9645  -24.2675  -27.8493  -29.2843  -29.4685  -35.5611  -31.0001  -32.1005  -27.8004  -28.1045  -299.6527  -299.6527
6.00  -25.0335  -26.3907  -25.3836  -25.6853  -24.2217  -24.5248  -28.3711  -29.8342  -30.0183  -37.0312  -32.3120  -33.4529  -28.9307  -29.2349  -299.6527  -299.6527
6.10  -25.1832  -26.5199  -25.8780  -26.1797  -24.3893  -24.6925  -29.0613  -30.5507  -30.7348  -38.5521  -33.8311  -35.0138  -30.2812  -30.5854  -299.6527  -299.6527
6.20  -25.3298  -26.6471  -26.5177  -26.8194  -24.5237  -24.8269  -29.8805  -31.3948  -31.5789  -299.6527  -35.6182  -299.6527  -31.9109  -32.2152  -299.6527  -299.6527
6.30  -25.4740  -26.7729  -27.2014  -27.5031  -24.7269  -25.0302  -30.7299  -32.2681  -32.4522  -299.6527  -37.7294  -299.6527  -33.9695  -34.2738  -299.6527  -299.6527
6.40  -25.6161  -26.8979  -27.8667  -28.1684  -25.0899  -25.3932  -31.5500  -33.1112  -33.2952  -299.6527  -41.0928  -299.6527  -36.2561  -36.5604  -299.6527  -299.6527
6.50  -25.7568  -27.0224  -28.4899  -28.7916  -25.6226  -25.9259  -32.3195  -33.9031  -34.0870  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
6.60  -25.8966  -27.1471  -29.0802  -29.3819  -26.2468  -26.5501  -33.0572  -34.6555  -34.8395  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
6.70  -26.0358  -27.2724  -29.6416  -29.9433  -26.8801  -27.1835  -33.7647  -35.3744  -35.5583  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
6.80  -26.1747  -27.3984  -30.1726  -30.4744  -27.4829  -27.7863  -34.4386  -36.0594  -36.2432  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
6.90  -26.3138  -27.5255  -30.6822  -30.9839  -28.0548  -28.3581  -35.0893  -36.7207  -36.9046  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.00  -26.4533  -27.6540  -31.1733  -31.4750  -28.5960  -28.8994  -35.7182  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.10  -26.5932  -27.7839  -31.6487  -31.9504  -29.1053  -29.4087  -36.3283  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.20  -26.7339  -27.9153  -32.1083  -32.4100  -29.5901  -29.8935  -36.9634  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.30  -26.8754  -28.0484  -32.5570  -32.8588  -30.0531  -30.3565  -40.3395  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.40  -27.0178  -28.1830  -32.9969  -33.2987  -30.4968  -30.8002  -38.1881  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.50  -27.1610  -28.3191  -33.4290  -33.7307  -30.9217  -31.2251  -41.4421  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.60  -27.3052  -28.4567  -33.8559  -34.1577  -31.3323  -31.6357  -41.9836  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.70  -27.4503  -28.5958  -34.2793  -34.5810  -31.7307  -32.0341  -42.5210  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.80  -27.5918  -28.7318  -34.6953  -34.9971  -32.1139  -32.4173  -43.0507  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
7.90  -27.7430  -28.8777  -35.1189  -35.4207  -32.4976  -32.8010  -43.5874  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
8.00  -27.8905  -29.0205  -35.5374  -35.8391  -32.8705  -33.1739  -44.1187  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527  -299.6527
