# Mon Aug 25 13:41:51 2014
#
# Cooling Map File
#
# Loop values:
# hden -2
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
6.10  -25.1824  -26.5192  -25.8748  -26.1765  -24.3865  -24.6896  -29.0580  -30.5475  -30.7316  -301.6527  -33.8286  -35.0113  -30.2787  -30.5830  -301.6527  -301.6527
6.20  -25.3290  -26.6465  -26.5160  -26.8177  -24.5211  -24.8243  -29.8787  -31.3931  -31.5772  -301.6527  -35.6156  -36.8426  -31.9087  -32.2130  -301.6527  -301.6527
6.30  -25.4732  -26.7723  -27.2005  -27.5022  -24.7248  -25.0280  -30.7290  -32.2672  -32.4512  -301.6527  -37.8130  -301.6527  -33.9675  -34.2718  -301.6527  -301.6527
6.40  -25.6153  -26.8972  -27.8662  -28.1679  -25.0883  -25.3916  -31.5494  -33.1106  -33.2947  -301.6527  -41.0927  -301.6527  -36.2559  -36.5603  -301.6527  -301.6527
6.50  -25.7560  -27.0217  -28.4895  -28.7913  -25.6216  -25.9249  -32.3192  -33.9027  -34.0867  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
6.60  -25.8957  -27.1464  -29.0800  -29.3817  -26.2461  -26.5495  -33.0569  -34.6553  -34.8392  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
6.70  -26.0349  -27.2716  -29.6414  -29.9432  -26.8797  -27.1831  -33.7644  -35.3742  -35.5581  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
6.80  -26.1738  -27.3975  -30.1725  -30.4742  -27.4827  -27.7861  -34.4385  -36.0592  -36.2431  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
6.90  -26.3128  -27.5246  -30.6821  -30.9838  -28.0546  -28.3580  -35.0890  -36.7204  -36.9043  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.00  -26.4522  -27.6530  -31.1732  -31.4749  -28.5959  -28.8992  -35.7178  -37.3598  -37.5436  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.10  -26.5921  -27.7828  -31.6486  -31.9503  -29.1052  -29.4086  -36.3268  -37.9791  -38.1629  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.20  -26.7327  -27.9142  -32.1082  -32.4099  -29.5900  -29.8934  -36.9794  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.30  -26.8741  -28.0471  -32.5569  -32.8587  -30.0530  -30.3564  -40.3394  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.40  -27.0163  -28.1816  -32.9969  -33.2986  -30.4967  -30.8001  -40.8950  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.50  -27.1594  -28.3176  -33.4289  -33.7306  -30.9216  -31.2250  -41.4421  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.60  -27.3035  -28.4551  -33.8558  -34.1576  -31.3322  -31.6356  -41.9835  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.70  -27.4484  -28.5940  -34.2791  -34.5808  -31.7306  -32.0340  -42.5208  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.80  -27.5898  -28.7299  -34.6953  -34.9970  -32.1138  -32.4172  -43.0506  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
7.90  -27.7407  -28.8756  -35.1190  -35.4207  -32.4975  -32.8009  -43.5875  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
8.00  -27.8880  -29.0182  -35.5376  -35.8393  -32.8704  -33.1738  -44.1189  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527  -301.6527
