# Mon Aug 25 13:41:51 2014
#
# Cooling Map File
#
# Loop values:
# hden -2
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
3.00  -22.9062  -23.8758  -30.9951  -31.2962  -301.6527  -301.6527  -30.1057  -301.6527  -301.6527  -301.6527  -29.7093  -301.6527  -301.6527  -301.6527  -43.9859  -44.2309
3.10  -22.9613  -23.9376  -31.0063  -31.3073  -301.6527  -301.6527  -29.8914  -301.6527  -301.6527  -301.6527  -29.5901  -301.6527  -301.6527  -301.6527  -39.4296  -39.6863
3.20  -23.0192  -24.0028  -31.0036  -31.3047  -301.6527  -301.6527  -29.7413  -301.6527  -301.6527  -301.6527  -29.5015  -301.6527  -301.6527  -301.6527  -35.8210  -36.0870
3.30  -23.0798  -24.0713  -30.9849  -31.2860  -301.6527  -301.6527  -29.6361  -301.6527  -301.6527  -301.6527  -29.4296  -301.6527  -46.4859  -46.6460  -32.9659  -33.2394
3.40  -23.1432  -24.1433  -30.9513  -31.2524  -301.6527  -301.6527  -29.5620  -35.4704  -35.6554  -301.6527  -29.3675  -301.6527  -41.8662  -42.0560  -30.7103  -30.9896
3.50  -23.2095  -24.2186  -30.9060  -31.2071  -301.6527  -301.6527  -29.5095  -32.7925  -32.9775  -301.6527  -29.3138  -34.2710  -38.2001  -38.4135  -28.9317  -29.2157
3.60  -23.2785  -24.2974  -30.8539  -31.1549  -301.6527  -301.6527  -29.4726  -30.6581  -30.8431  -30.6107  -29.2685  -32.0450  -35.2919  -35.5240  -27.5331  -27.8209
3.70  -23.3505  -24.3795  -30.7992  -31.1001  -301.6527  -301.6527  -29.4480  -28.9595  -29.1446  -28.8803  -29.2305  -30.0744  -32.9840  -33.2310  -26.4380  -26.7288
3.80  -23.4284  -24.4720  -30.6712  -30.9705  -301.6527  -301.6527  -29.4347  -27.6129  -27.7979  -27.5265  -29.1964  -28.3444  -31.1493  -31.4081  -25.5866  -25.8796
3.90  -23.5077  -24.5667  -29.9895  -30.2843  -301.6527  -301.6527  -29.4315  -26.5539  -26.7389  -26.4872  -28.7242  -26.9300  -29.6861  -29.9543  -24.9310  -25.2259
4.00  -23.5719  -24.6618  -28.9937  -29.2889  -301.6527  -301.6527  -27.7627  -25.7252  -25.9101  -25.7166  -27.2873  -25.8346  -28.5174  -28.7931  -24.4307  -24.7271
4.10  -23.4896  -24.7298  -28.1434  -28.4398  -301.6527  -301.6527  -26.4588  -25.0751  -25.2600  -25.1705  -26.0439  -25.0175  -27.5783  -27.8599  -24.0526  -24.3502
4.20  -23.0825  -24.6072  -27.4629  -27.7605  -301.6527  -301.6527  -25.4285  -24.5750  -24.7599  -24.8047  -25.0922  -24.4186  -26.7483  -27.0346  -23.8166  -24.1151
4.30  -22.6474  -24.2510  -26.8941  -27.1925  -301.6527  -301.6527  -24.6517  -24.2241  -24.4089  -24.6201  -24.3536  -23.9703  -25.8869  -26.1770  -23.9444  -24.2437
4.40  -22.5135  -24.0773  -26.3774  -26.6765  -301.6527  -301.6527  -24.0938  -24.0090  -24.1938  -24.6558  -23.7870  -23.6444  -25.0904  -25.3834  -24.4554  -24.7553
4.50  -22.6313  -24.1498  -25.9709  -26.2706  -30.5633  -30.8562  -23.5667  -23.7588  -23.9435  -24.6990  -23.3844  -23.4433  -24.4651  -24.7605  -25.0110  -25.3113
4.60  -22.8201  -24.3053  -25.5599  -25.8599  -29.8192  -30.1143  -22.9420  -23.3587  -23.5434  -24.7031  -23.1026  -23.3278  -23.9398  -24.2370  -25.5065  -25.8072
4.70  -23.0121  -24.4763  -24.9697  -25.2702  -29.2523  -29.5491  -22.4506  -23.0503  -23.2349  -24.8051  -22.9308  -23.2862  -23.4830  -23.7817  -25.9409  -26.2419
4.80  -23.1918  -24.6449  -23.9919  -24.2926  -28.5002  -28.7984  -22.1387  -22.8884  -23.0730  -25.0434  -22.8765  -23.3423  -23.0949  -23.3948  -26.3082  -26.6094
4.90  -23.3517  -24.8009  -23.0630  -23.3639  -27.5844  -27.8836  -21.9538  -22.8272  -23.0117  -25.5283  -23.0708  -23.6310  -22.9306  -23.2315  -26.5639  -26.8654
5.00  -23.5003  -24.9523  -22.4289  -22.7299  -26.8560  -27.1561  -21.9692  -22.9451  -23.1296  -26.6001  -23.8637  -24.5055  -23.2972  -23.5988  -26.7165  -27.0181
5.10  -23.6479  -25.1059  -22.3785  -22.6797  -26.1593  -26.4601  -22.4754  -23.5370  -23.7214  -27.8621  -24.8661  -25.5792  -23.8730  -24.1752  -26.9117  -27.2134
5.20  -23.7935  -25.2583  -22.8076  -23.1090  -24.7333  -25.0346  -23.3856  -24.5195  -24.7039  -28.9861  -25.7477  -26.5240  -24.3710  -24.6736  -27.2515  -27.5533
5.30  -23.9343  -25.4072  -23.2987  -23.6002  -23.3925  -23.6942  -24.2976  -25.4931  -25.6775  -29.9114  -26.4473  -27.2803  -24.7279  -25.0309  -27.7464  -28.0482
5.40  -24.0718  -25.5526  -23.7408  -24.0422  -22.5239  -22.8260  -25.1127  -26.3611  -26.5455  -30.6638  -26.9892  -27.8737  -24.9617  -25.2650  -28.4170  -28.7189
5.50  -24.2219  -25.6974  -24.1247  -24.4262  -22.3773  -22.6797  -25.8312  -27.1258  -27.3101  -31.3696  -27.4977  -28.4298  -25.1915  -25.4951  -29.2418  -29.5437
5.60  -24.3938  -25.8436  -24.4493  -24.7509  -22.7687  -23.0713  -26.4589  -27.7943  -27.9786  -32.1698  -28.1123  -29.0890  -25.5527  -25.8564  -30.2337  -30.5357
5.70  -24.5604  -25.9856  -24.6998  -25.0014  -23.2194  -23.5221  -26.9863  -28.3581  -28.5423  -33.1343  -28.9011  -29.9202  -26.1099  -26.4138  -31.4273  -31.7294
5.80  -24.7221  -26.1237  -24.8774  -25.1790  -23.6226  -23.9255  -27.4178  -28.8226  -29.0068  -34.2668  -29.8663  -30.9264  -26.8627  -27.1667  -301.6527  -301.6527
5.90  -24.8794  -26.2584  -25.0679  -25.3695  -23.9621  -24.2651  -27.8415  -29.2765  -29.4607  -35.5566  -30.9957  -32.0961  -27.7960  -28.1001  -301.6527  -301.6527
6.00  -25.0327  -26.3900  -25.3783  -25.6800  -24.2190  -24.5221  -28.3658  -29.8289  -30.0130  -37.0310  -32.3087  -33.4497  -28.9275  -29.2317  -301.6527  -301.6527
