     redshift             x0             y0             z0    name
------------- -------------- -------------- -------------- -------
          0.0            0.0            0.0            0.0        
          0.0            0.0            0.0            0.0        
6.05010507006 0.500597953796 0.510144233704 0.487675666809  DD0136
6.02319862032 0.500596046448 0.510113716125 0.487652778625  DD0137
5.99654864503 0.500594139099 0.510081291199 0.487626075745  DD0138
5.97014439277  0.50059223175 0.510050773621 0.487601280212  DD0139
 5.9439890382  0.50059223175 0.510018348694  0.48757648468  DD0140
5.91807660047 0.500590324402 0.509985923767 0.487551689148  DD0141
5.89240348214 0.500586509705 0.509955406189 0.487528800964  DD0142
5.86696615838 0.500584602356 0.509922981262 0.487504005432  DD0143
5.84176117534 0.500582695007 0.509888648987 0.487481117249  DD0144
5.81678514836 0.500580787659 0.509854316711 0.487458229065  DD0145
5.79203476016  0.50057888031 0.509819984436 0.487435340881  DD0146
5.76750675919 0.500575065613 0.509785652161 0.487414360046  DD0147
5.74319795799 0.500571250916 0.509751319885 0.487391471863  DD0148
5.71910523154 0.500569343567  0.50971698761 0.487370491028  DD0149
5.69522551575 0.500567436218 0.509682655334 0.487345695496  DD0150
5.67155580594  0.50056552887 0.509648323059 0.487322807312  DD0151
5.64809315541 0.500563621521 0.509610176086 0.487296104431  DD0152
5.62483467398 0.500559806824 0.509572029114 0.487271308899  DD0153
5.60177752664 0.500554084778  0.50953578949 0.487240791321  DD0154
5.57891893223 0.500548362732  0.50950717926 0.487208366394  DD0155
5.55625616212 0.500546455383 0.509482383728 0.487177848816  DD0156
5.53378653897 0.500552177429 0.509459495544 0.487147331238  DD0157
 5.5115074355 0.500561714172 0.509430885315 0.487124443054  DD0158
5.48941627331 0.500555992126  0.50939655304 0.487097740173  DD0159
5.46751052172 0.500561714172 0.509371757507 0.487069129944  DD0160
5.44578769668 0.500557899475 0.509343147278 0.487038612366  DD0161
5.42424535963 0.500557899475 0.509314537048 0.487011909485  DD0162
5.40288111651 0.500557899475 0.509287834167 0.486983299255  DD0163
5.38169261666 0.500555992126 0.509259223938 0.486956596375  DD0164
5.36067755189 0.500555992126 0.509230613708 0.486929893494  DD0165
5.33983365548 0.500557899475 0.509205818176 0.486901283264  DD0166
 5.3191587012 0.500557899475 0.509179115295 0.486874580383  DD0167
5.29865050248 0.500557899475 0.509154319763 0.486847877502  DD0168
5.27830691142 0.500559806824 0.509129524231 0.486821174622  DD0169
