# Thu Apr  6 20:08:47 2023
#
# Cooling Map File
#
# Loop values:
# hden -4.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910
3.000  -20.5568  -23.3626  -22.0692  -22.3608  -24.5820  -24.8696  -26.0991  -26.9831  -26.9525
3.100  -20.6001  -23.4324  -22.0969  -22.3889  -24.4596  -24.7472  -25.9351  -26.9788  -26.9470
3.200  -20.6476  -23.5032  -22.1111  -22.4034  -24.3356  -24.6230  -25.8320  -26.9816  -26.9486
3.300  -20.6988  -23.5751  -22.1110  -22.4035  -24.2102  -24.4976  -25.7718  -26.9918  -26.9575
3.400  -20.7533  -23.6479  -22.0993  -22.3920  -24.0852  -24.3725  -25.7436  -27.0097  -26.9742
3.500  -20.8107  -23.7219  -22.0803  -22.3730  -23.9641  -24.2513  -25.7411  -27.0359  -26.9993
3.600  -20.8707  -23.7969  -22.0579  -22.3507  -23.8534  -24.1408  -25.7596  -27.0712  -27.0335
3.700  -21.1744  -23.8671  -22.0658  -22.3435  -23.7677  -24.0521  -25.7959  -27.1065  -27.0711
3.800  -21.1812  -23.9434  -22.0447  -22.3235  -23.7027  -23.9870  -25.8480  -26.9923  -27.0022
3.900  -21.2033  -24.0215  -22.0291  -22.3091  -23.6622  -23.9466  -25.9142  -26.4376  -26.5317
4.000  -21.2375  -24.1009  -22.0223  -22.3038  -23.6355  -23.9201  -25.9948  -25.7795  -25.8987
4.100  -21.2812  -24.1815  -22.0297  -22.3129  -23.6102  -23.8950  -26.0935  -25.2310  -25.3555
4.200  -21.3327  -24.2622  -22.0576  -22.3427  -23.5825  -23.8673  -26.2159  -24.7743  -24.9011
4.300  -21.3914  -24.3401  -22.1065  -22.3938  -23.5600  -23.8449  -26.3629  -24.3757  -24.5035
4.400  -21.4614  -24.4087  -22.1673  -22.4566  -23.5491  -23.8344  -26.5262  -24.0460  -24.1734
4.500  -21.5570  -24.4645  -22.2272  -22.5182  -23.5399  -23.8264  -26.6932  -23.7966  -23.9240
4.600  -21.7031  -24.5214  -22.2774  -22.5697  -23.5202  -23.8086  -26.8544  -23.6266  -23.7543
4.700  -21.9124  -24.6040  -22.3153  -22.6087  -23.4927  -23.7835  -27.0054  -23.5340  -23.6614
4.800  -22.1651  -24.7183  -22.3415  -22.6357  -23.4607  -23.7543  -27.1587  -23.5161  -23.6424
4.900  -22.4286  -24.8535  -22.3554  -22.6502  -23.4151  -23.7109  -27.3448  -23.5849  -23.7100
5.000  -22.6803  -24.9949  -22.3725  -22.6680  -23.3335  -23.6309  -27.5302  -23.8220  -23.9462
5.100  -22.9123  -25.1374  -22.4826  -22.7787  -23.1918  -23.4904  -27.8044  -24.3199  -24.4433
5.200  -23.1243  -25.2802  -22.7682  -23.0648  -22.9772  -23.2767  -28.2502  -25.0635  -25.1859
5.300  -23.3181  -25.4216  -23.1705  -23.4673  -22.6802  -22.9808  -28.8091  -25.9160  -26.0376
5.400  -23.4967  -25.5612  -23.5895  -23.8864  -22.3878  -22.6883  -29.3816  -26.7509  -26.8719
5.500  -23.6677  -25.7022  -23.9783  -24.2751  -22.3615  -22.6624  -29.9215  -27.5316  -27.6520
5.600  -23.8366  -25.8466  -24.3182  -24.6150  -22.6600  -22.9611  -30.4107  -28.2477  -28.3676
5.700  -23.9962  -25.9882  -24.5851  -24.8820  -23.0609  -23.3618  -30.8253  -28.8660  -28.9846
5.800  -24.1476  -26.1273  -24.7650  -25.0619  -23.4462  -23.7472  -31.1518  -29.3667  -29.4828
5.900  -24.2916  -26.2641  -24.9279  -25.2249  -23.7804  -24.0812  -31.4605  -29.8471  -29.9594
6.000  -24.4291  -26.3990  -25.1986  -25.4955  -24.0364  -24.3367  -31.8762  -30.4172  -30.5251
6.100  -24.5609  -26.5323  -25.6494  -25.9461  -24.2023  -24.5021  -32.4712  -31.1382  -31.2412
6.200  -24.6875  -26.6644  -26.2516  -26.5481  -24.3328  -24.6323  -33.2170  -32.0147  -32.1104
6.300  -24.8097  -26.7956  -26.9016  -27.1980  -24.5321  -24.8325  -34.0104  -32.9245  -33.0105
6.400  -24.9282  -26.9263  -27.5360  -27.8323  -24.8893  -25.1895  -34.7878  -33.7855  -33.8606
6.500  -25.0436  -27.0567  -28.1373  -28.4335  -25.4155  -25.7156  -35.5317  -34.6228  -34.6817
6.600  -25.1566  -27.1871  -28.7043  -29.0005  -26.0271  -26.3273  -36.2413  -9999.  -9999.
6.700  -25.2675  -27.3178  -29.2405  -29.5368  -26.6456  -26.9457  -36.9201  -9999.  -9999.
6.800  -25.3770  -27.4488  -29.7497  -30.0460  -27.2394  -27.5394  -37.5720  -9999.  -9999.
6.900  -25.4853  -27.5804  -30.2355  -30.5317  -27.8015  -28.1012  -38.2006  -9999.  -9999.
7.000  -25.5929  -27.7125  -30.7010  -30.9972  -28.3323  -28.6318  -38.8091  -9999.  -9999.
7.100  -25.7000  -27.8453  -31.1493  -31.4453  -28.8347  -29.1339  -39.4006  -9999.  -9999.
7.200  -25.8068  -27.9789  -31.5828  -31.8786  -29.3115  -29.6105  -39.9777  -9999.  -9999.
7.300  -25.9136  -28.1131  -32.0040  -32.2997  -29.7653  -30.0640  -40.5428  -9999.  -9999.
7.400  -26.0204  -28.2480  -9999.  -9999.  -30.1987  -30.4973  -9999.  -9999.  -9999.
7.500  -26.1274  -28.3837  -9999.  -9999.  -30.6144  -30.9127  -9999.  -9999.  -9999.
7.600  -26.2347  -28.5200  -9999.  -9999.  -31.0148  -31.3128  -9999.  -9999.  -9999.
7.700  -26.3424  -28.6569  -9999.  -9999.  -31.4019  -31.6996  -9999.  -9999.  -9999.
7.800  -26.4505  -28.7943  -9999.  -9999.  -31.7780  -32.0753  -9999.  -9999.  -9999.
7.900  -26.5590  -28.9323  -9999.  -9999.  -32.1449  -32.4419  -9999.  -9999.  -9999.
8.000  -26.6680  -29.0706  -9999.  -9999.  -32.5044  -32.8011  -9999.  -9999.  -9999.
