# Thu Apr  6 22:33:54 2023
#
# Cooling Map File
#
# Loop values:
# hden -1.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910
3.000  -22.2493  -24.2518  -28.5299  -28.8240  -9999.  -9999.  -29.9619  -31.2353  -31.2294
3.100  -22.2335  -24.2658  -28.5912  -28.8853  -9999.  -9999.  -29.8085  -31.2609  -31.2556
3.200  -22.2193  -24.2817  -28.6264  -28.9205  -9999.  -9999.  -29.7040  -31.2720  -31.2671
3.300  -22.2069  -24.2997  -28.6335  -28.9277  -9999.  -9999.  -29.6294  -31.2658  -31.2615
3.400  -22.1965  -24.3199  -28.6155  -28.9096  -9999.  -9999.  -29.5739  -31.2430  -31.2395
3.500  -22.1882  -24.3424  -28.5764  -28.8706  -9999.  -9999.  -29.5308  -31.2054  -31.2031
3.600  -22.1822  -24.3676  -28.5204  -28.8146  -9999.  -9999.  -29.4960  -31.0356  -31.0706
3.700  -25.3756  -26.6594  -27.6648  -27.9332  -9999.  -9999.  -29.6453  -31.2589  -31.2988
3.800  -25.3661  -26.6436  -27.6292  -27.8982  -9999.  -9999.  -29.6359  -29.8922  -30.0572
3.900  -25.2870  -26.6512  -27.5751  -27.8445  -9999.  -9999.  -29.6270  -28.8112  -28.9848
4.000  -24.5791  -26.3156  -27.5320  -27.8026  -9999.  -9999.  -29.6240  -27.9451  -28.1218
4.100  -23.4162  -25.1580  -27.5939  -27.8741  -9999.  -9999.  -29.6621  -27.2482  -27.4289
4.200  -22.3125  -23.9251  -27.6607  -27.9553  -9999.  -9999.  -29.7840  -26.5797  -26.7651
4.300  -22.3772  -23.8794  -27.3293  -27.6265  -9999.  -9999.  -29.9175  -25.7807  -25.9690
4.400  -22.5811  -23.9971  -27.0054  -27.3038  -9999.  -9999.  -30.0304  -24.9397  -25.1299
4.500  -22.6988  -24.0774  -26.5070  -26.8062  -9999.  -9999.  -29.8973  -24.0338  -24.2263
4.600  -22.8647  -24.2573  -25.9518  -26.2516  -9999.  -9999.  -29.6440  -23.4244  -23.6195
4.700  -23.0427  -24.5239  -25.0995  -25.3996  -9999.  -9999.  -29.0424  -23.0675  -23.2646
4.800  -23.1995  -24.6974  -23.9731  -24.2731  -9999.  -9999.  -28.1399  -22.8913  -23.0895
4.900  -23.3475  -24.8525  -23.0259  -23.3268  -28.1242  -28.4228  -27.4328  -22.8238  -23.0233
