    62   0.906957E+03   0.174565E+00   0.565179E-03  -0.155976E+01
    63   0.917978E+03   0.182764E+00   0.583384E-03  -0.178686E+01
    64   0.929049E+03   0.191142E+00   0.601869E-03  -0.202186E+01
    65   0.940161E+03   0.199694E+00   0.620633E-03  -0.226449E+01
    66   0.951334E+03   0.208412E+00   0.639677E-03  -0.251474E+01
    67   0.962605E+03   0.217290E+00   0.659000E-03  -0.277261E+01
    68   0.974009E+03   0.226321E+00   0.678603E-03  -0.303814E+01
    69   0.985575E+03   0.235499E+00   0.698487E-03  -0.331140E+01
    70   0.997347E+03   0.244818E+00   0.718653E-03  -0.359263E+01
    71   0.100934E+04   0.254276E+00   0.739100E-03  -0.388214E+01
    72   0.102161E+04   0.263872E+00   0.759829E-03  -0.418028E+01
    73   0.103415E+04   0.273601E+00   0.780843E-03  -0.448719E+01
    74   0.104688E+04   0.283454E+00   0.802141E-03  -0.480194E+01
    75   0.105969E+04   0.293422E+00   0.823724E-03  -0.512327E+01
    76   0.107246E+04   0.303491E+00   0.845595E-03  -0.545008E+01
    77   0.108514E+04   0.313653E+00   0.867753E-03  -0.578143E+01
    78   0.109778E+04   0.323896E+00   0.890200E-03  -0.611763E+01
    79   0.111051E+04   0.334211E+00   0.912938E-03  -0.645931E+01
    80   0.112345E+04   0.344588E+00   0.935968E-03  -0.680722E+01
    81   0.113668E+04   0.355015E+00   0.959292E-03  -0.716176E+01
    82   0.115021E+04   0.365484E+00   0.982910E-03  -0.752253E+01
    83   0.116400E+04   0.375983E+00   0.100682E-02  -0.788911E+01
    84   0.117802E+04   0.386502E+00   0.103104E-02  -0.826081E+01
    85   0.119225E+04   0.397028E+00   0.105555E-02  -0.863729E+01
    86   0.120665E+04   0.407554E+00   0.108036E-02  -0.901786E+01
    87   0.122119E+04   0.418067E+00   0.110547E-02  -0.940202E+01
    88   0.123585E+04   0.428555E+00   0.113089E-02  -0.978931E+01
    89   0.125063E+04   0.439007E+00   0.115662E-02  -0.101793E+02
    90   0.126553E+04   0.449408E+00   0.118265E-02  -0.105718E+02
    91   0.128056E+04   0.459745E+00   0.120899E-02  -0.109662E+02
    92   0.129572E+04   0.470006E+00   0.123564E-02  -0.113626E+02
    93   0.131103E+04   0.480180E+00   0.126260E-02  -0.117604E+02
    94   0.132647E+04   0.490257E+00   0.128988E-02  -0.121596E+02
    95   0.134206E+04   0.500224E+00   0.131747E-02  -0.125598E+02
    96   0.135780E+04   0.510069E+00   0.134538E-02  -0.129607E+02
    97   0.137368E+04   0.519781E+00   0.137360E-02  -0.133619E+02
    98   0.138972E+04   0.529348E+00   0.140215E-02  -0.137632E+02
    99   0.140589E+04   0.538757E+00   0.143101E-02  -0.141641E+02
   100   0.142221E+04   0.548001E+00   0.146020E-02  -0.145643E+02
   101   0.143867E+04   0.557067E+00   0.148971E-02  -0.149633E+02
   102   0.145527E+04   0.565935E+00   0.151955E-02  -0.153610E+02
   103   0.147200E+04   0.574610E+00   0.154971E-02  -0.157567E+02
   104   0.148886E+04   0.583063E+00   0.158020E-02  -0.161501E+02
   105   0.150583E+04   0.591291E+00   0.161102E-02  -0.165408E+02
   106   0.152292E+04   0.599281E+00   0.164217E-02  -0.169283E+02
   107   0.154012E+04   0.607030E+00   0.167365E-02  -0.173121E+02
   108   0.155741E+04   0.614517E+00   0.170547E-02  -0.176919E+02
   109   0.157480E+04   0.621739E+00   0.173762E-02  -0.180672E+02
   110   0.159228E+04   0.628675E+00   0.177011E-02  -0.184375E+02
   111   0.160984E+04   0.635322E+00   0.180294E-02  -0.188025E+02
   112   0.162747E+04   0.641679E+00   0.183610E-02  -0.191616E+02
   113   0.164519E+04   0.647728E+00   0.186961E-02  -0.195148E+02
   114   0.166298E+04   0.653462E+00   0.190346E-02  -0.198615E+02
   115   0.168083E+04   0.658886E+00   0.193766E-02  -0.202013E+02
   116   0.169875E+04   0.663991E+00   0.197220E-02  -0.205341E+02
   117   0.171674E+04   0.668762E+00   0.200709E-02  -0.208594E+02
   118   0.173478E+04   0.673204E+00   0.204234E-02  -0.211768E+02
   119   0.175287E+04   0.677309E+00   0.207793E-02  -0.214860E+02
   120   0.177101E+04   0.681075E+00   0.211388E-02  -0.217867E+02
   121   0.178920E+04   0.684494E+00   0.215019E-02  -0.220785E+02
   122   0.180742E+04   0.687564E+00   0.218686E-02  -0.223612E+02
   123   0.182567E+04   0.690284E+00   0.222389E-02  -0.226343E+02
   124   0.184396E+04   0.692646E+00   0.226128E-02  -0.228975E+02
   125   0.186226E+04   0.694655E+00   0.229904E-02  -0.231505E+02
   126   0.188057E+04   0.696302E+00   0.233717E-02  -0.233930E+02
   127   0.189890E+04   0.697594E+00   0.237567E-02  -0.236246E+02
   128   0.191723E+04   0.698522E+00   0.241455E-02  -0.238451E+02
   129   0.193556E+04   0.699092E+00   0.245380E-02  -0.240542E+02
   130   0.195388E+04   0.699296E+00   0.249343E-02  -0.242515E+02
   131   0.197219E+04   0.699139E+00   0.253345E-02  -0.244366E+02
   132   0.199048E+04   0.698627E+00   0.257385E-02  -0.246095E+02
   133   0.200874E+04   0.697749E+00   0.261465E-02  -0.247696E+02
   134   0.202698E+04   0.696528E+00   0.265583E-02  -0.249168E+02
   135   0.204517E+04   0.694945E+00   0.269741E-02  -0.250509E+02
   136   0.206332E+04   0.693013E+00   0.273939E-02  -0.251715E+02
   137   0.208142E+04   0.690730E+00   0.278177E-02  -0.252782E+02
   138   0.209946E+04   0.688109E+00   0.282455E-02  -0.253710E+02
   139   0.211743E+04   0.685148E+00   0.286774E-02  -0.254497E+02
   140   0.213533E+04   0.681852E+00   0.291134E-02  -0.255139E+02
   141   0.215316E+04   0.678242E+00   0.295535E-02  -0.255635E+02
   142   0.217090E+04   0.674307E+00   0.299977E-02  -0.255982E+02
   143   0.218856E+04   0.670060E+00   0.304461E-02  -0.256180E+02
   144   0.220611E+04   0.665515E+00   0.308988E-02  -0.256225E+02
   145   0.222356E+04   0.660669E+00   0.313556E-02  -0.256115E+02
   146   0.224088E+04   0.655543E+00   0.318167E-02  -0.255849E+02
   147   0.225806E+04   0.650148E+00   0.322820E-02  -0.255424E+02
   148   0.227509E+04   0.644491E+00   0.327516E-02  -0.254839E+02
   149   0.229196E+04   0.638584E+00   0.332256E-02  -0.254092E+02
   150   0.230866E+04   0.632439E+00   0.337038E-02  -0.253179E+02
   151   0.232517E+04   0.626070E+00   0.341863E-02  -0.252101E+02
   152   0.234149E+04   0.619482E+00   0.346732E-02  -0.250855E+02
   153   0.235761E+04   0.612692E+00   0.351644E-02  -0.249441E+02
   154   0.237355E+04   0.605712E+00   0.356599E-02  -0.247859E+02
   155   0.238928E+04   0.598543E+00   0.361598E-02  -0.246106E+02
   156   0.240484E+04   0.591206E+00   0.366640E-02  -0.244182E+02
   157   0.242018E+04   0.583701E+00   0.371725E-02  -0.242087E+02
   158   0.243534E+04   0.576056E+00   0.376854E-02  -0.239819E+02
   159   0.245029E+04   0.568271E+00   0.382026E-02  -0.237379E+02
   160   0.246503E+04   0.560368E+00   0.387241E-02  -0.234765E+02
   161   0.247954E+04   0.552362E+00   0.392499E-02  -0.231978E+02
   162   0.249382E+04   0.544265E+00   0.397800E-02  -0.229016E+02
   163   0.250786E+04   0.536108E+00   0.403144E-02  -0.225880E+02
   164   0.252165E+04   0.527890E+00   0.408529E-02  -0.222569E+02
   165   0.253519E+04   0.519632E+00   0.413957E-02  -0.219083E+02
   166   0.254846E+04   0.511357E+00   0.419427E-02  -0.215423E+02
   167   0.256146E+04   0.503085E+00   0.424938E-02  -0.211588E+02
   168   0.257419E+04   0.494839E+00   0.430490E-02  -0.207581E+02
   169   0.258665E+04   0.486641E+00   0.436083E-02  -0.203403E+02
   170   0.259883E+04   0.478503E+00   0.441716E-02  -0.199053E+02
   171   0.261071E+04   0.470457E+00   0.447390E-02  -0.194534E+02
   172   0.262231E+04   0.462522E+00   0.453103E-02  -0.189846E+02
   173   0.263362E+04   0.454721E+00   0.458855E-02  -0.184990E+02
   174   0.264462E+04   0.447076E+00   0.464645E-02  -0.179968E+02
   175   0.265531E+04   0.439623E+00   0.470474E-02  -0.174783E+02
   176   0.266570E+04   0.432375E+00   0.476341E-02  -0.169436E+02
   177   0.267577E+04   0.425364E+00   0.482244E-02  -0.163929E+02
   178   0.268552E+04   0.418606E+00   0.488184E-02  -0.158262E+02
   179   0.269494E+04   0.412117E+00   0.494160E-02  -0.152438E+02
   180   0.270403E+04   0.405927E+00   0.500172E-02  -0.146459E+02
   181   0.271280E+04   0.400061E+00   0.506219E-02  -0.140328E+02
   182   0.272122E+04   0.394541E+00   0.512300E-02  -0.134047E+02
   183   0.272932E+04   0.389383E+00   0.518414E-02  -0.127618E+02
   184   0.273706E+04   0.384618E+00   0.524562E-02  -0.121046E+02
   185   0.274447E+04   0.380276E+00   0.530742E-02  -0.114331E+02
   186   0.275152E+04   0.376375E+00   0.536954E-02  -0.107478E+02
   187   0.275822E+04   0.372937E+00   0.543198E-02  -0.100488E+02
   188   0.276457E+04   0.369996E+00   0.549472E-02  -0.933663E+01
   189   0.277056E+04   0.367577E+00   0.555777E-02  -0.861153E+01
   190   0.277619E+04   0.365709E+00   0.562111E-02  -0.787394E+01
   191   0.278146E+04   0.364416E+00   0.568473E-02  -0.712427E+01
   192   0.278635E+04   0.363727E+00   0.574865E-02  -0.636272E+01
   193   0.279087E+04   0.363668E+00   0.581283E-02  -0.558973E+01
   194   0.279502E+04   0.364270E+00   0.587729E-02  -0.480586E+01
   195   0.279880E+04   0.365562E+00   0.594202E-02  -0.401146E+01
   196   0.280221E+04   0.367572E+00   0.600700E-02  -0.320711E+01
   197   0.280525E+04   0.370331E+00   0.607223E-02  -0.239322E+01
   198   0.280792E+04   0.373869E+00   0.613772E-02  -0.157030E+01
   199   0.281022E+04   0.378215E+00   0.620344E-02  -0.738769E+00
   200   0.281215E+04   0.383398E+00   0.626940E-02   0.100726E+00
   201   0.281371E+04   0.389446E+00   0.633558E-02   0.947884E+00
   202   0.281489E+04   0.396376E+00   0.640199E-02   0.180222E+01
   203   0.281568E+04   0.404202E+00   0.646862E-02   0.266368E+01
   204   0.281607E+04   0.412937E+00   0.653545E-02   0.353189E+01
   205   0.281606E+04   0.422597E+00   0.660250E-02   0.440656E+01
   206   0.281563E+04   0.433193E+00   0.666974E-02   0.528750E+01
   207   0.281479E+04   0.444741E+00   0.673717E-02   0.617447E+01
   208   0.281353E+04   0.457256E+00   0.680479E-02   0.706704E+01
   209   0.281188E+04   0.470749E+00   0.687260E-02   0.796483E+01
   210   0.280982E+04   0.485236E+00   0.694057E-02   0.886744E+01
   211   0.280737E+04   0.500732E+00   0.700872E-02   0.977448E+01
   212   0.280455E+04   0.517248E+00   0.707703E-02   0.106856E+02
   213   0.280135E+04   0.534800E+00   0.714549E-02   0.116003E+02
   214   0.279779E+04   0.553403E+00   0.721411E-02   0.125182E+02
   215   0.279388E+04   0.573063E+00   0.728287E-02   0.134390E+02
   216   0.278958E+04   0.593802E+00   0.735176E-02   0.143621E+02
   217   0.278492E+04   0.615628E+00   0.742078E-02   0.152872E+02
   218   0.277989E+04   0.638548E+00   0.748993E-02   0.162139E+02
   219   0.277449E+04   0.662584E+00   0.755919E-02   0.171416E+02
   220   0.276871E+04   0.687743E+00   0.762857E-02   0.180700E+02
   221   0.276257E+04   0.714030E+00   0.769804E-02   0.189985E+02
   222   0.275604E+04   0.741470E+00   0.776761E-02   0.199269E+02
   223   0.274914E+04   0.770060E+00   0.783727E-02   0.208544E+02
   224   0.274189E+04   0.799816E+00   0.790701E-02   0.217807E+02
   225   0.273427E+04   0.830736E+00   0.797682E-02   0.227052E+02
   226   0.272630E+04   0.862843E+00   0.804669E-02   0.236275E+02
   227   0.271797E+04   0.896144E+00   0.811663E-02   0.245470E+02
   228   0.270929E+04   0.930638E+00   0.818661E-02   0.254633E+02
   229   0.270027E+04   0.966339E+00   0.825663E-02   0.263757E+02
   230   0.269090E+04   0.100326E+01   0.832669E-02   0.272838E+02
   231   0.268120E+04   0.104138E+01   0.839677E-02   0.281871E+02
   232   0.267118E+04   0.108072E+01   0.846687E-02   0.290849E+02
   233   0.266082E+04   0.112129E+01   0.853698E-02   0.299768E+02
   234   0.265014E+04   0.116309E+01   0.860709E-02   0.308621E+02
   235   0.263915E+04   0.120613E+01   0.867719E-02   0.317405E+02
   236   0.262783E+04   0.125040E+01   0.874727E-02   0.326112E+02
   237   0.261622E+04   0.129590E+01   0.881733E-02   0.334736E+02
   238   0.260430E+04   0.134264E+01   0.888736E-02   0.343274E+02
   239   0.259209E+04   0.139060E+01   0.895735E-02   0.351719E+02
   240   0.257959E+04   0.143979E+01   0.902730E-02   0.360063E+02
   241   0.256680E+04   0.149023E+01   0.909718E-02   0.368303E+02
   242   0.255374E+04   0.154188E+01   0.916701E-02   0.376432E+02
   243   0.254042E+04   0.159476E+01   0.923676E-02   0.384444E+02
   244   0.252683E+04   0.164885E+01   0.930643E-02   0.392334E+02
   245   0.251298E+04   0.170416E+01   0.937602E-02   0.400097E+02
   246   0.249891E+04   0.176066E+01   0.944552E-02   0.407727E+02
   247   0.248458E+04   0.181836E+01   0.951491E-02   0.415218E+02
   248   0.247004E+04   0.187725E+01   0.958420E-02   0.422564E+02
   249   0.245528E+04   0.193731E+01   0.965337E-02   0.429760E+02
   250   0.244031E+04   0.199855E+01   0.972243E-02   0.436800E+02
   251   0.242513E+04   0.206092E+01   0.979136E-02   0.443677E+02
   252   0.240974E+04   0.212444E+01   0.986016E-02   0.450389E+02
   253   0.239414E+04   0.218910E+01   0.992883E-02   0.456931E+02
   254   0.237835E+04   0.225488E+01   0.999735E-02   0.463300E+02
   255   0.236235E+04   0.232177E+01   0.100657E-01   0.469493E+02
   256   0.234615E+04   0.238976E+01   0.101340E-01   0.475506E+02
   257   0.232975E+04   0.245885E+01   0.102020E-01   0.481339E+02
   258   0.231318E+04   0.252901E+01   0.102700E-01   0.486985E+02
   259   0.229643E+04   0.260024E+01   0.103377E-01   0.492454E+02
   260   0.227952E+04   0.267252E+01   0.104053E-01   0.497727E+02
   261   0.226246E+04   0.274582E+01   0.104728E-01   0.502817E+02
   262   0.224526E+04   0.282015E+01   0.105400E-01   0.507712E+02
   263   0.222792E+04   0.289548E+01   0.106071E-01   0.512419E+02
   264   0.221046E+04   0.297178E+01   0.106740E-01   0.516926E+02
   265   0.219288E+04   0.304904E+01   0.107408E-01   0.521245E+02
   266   0.217517E+04   0.312723E+01   0.108074E-01   0.525359E+02
   267   0.215735E+04   0.320631E+01   0.108738E-01   0.529265E+02
   268   0.213941E+04   0.328627E+01   0.109400E-01   0.532974E+02
   269   0.212137E+04   0.336708E+01   0.110061E-01   0.536469E+02
   270   0.210321E+04   0.344870E+01   0.110720E-01   0.539762E+02
   271   0.208496E+04   0.353112E+01   0.111377E-01   0.542836E+02
   272   0.206662E+04   0.361431E+01   0.112033E-01   0.545701E+02
   273   0.204820E+04   0.369820E+01   0.112687E-01   0.548348E+02
   274   0.202971E+04   0.378280E+01   0.113339E-01   0.550789E+02
   275   0.201115E+04   0.386804E+01   0.113990E-01   0.553006E+02
   276   0.199254E+04   0.395391E+01   0.114639E-01   0.555011E+02
   277   0.197388E+04   0.404036E+01   0.115286E-01   0.556793E+02
   278   0.195517E+04   0.412736E+01   0.115932E-01   0.558351E+02
   279   0.193644E+04   0.421486E+01   0.116576E-01   0.559695E+02
   280   0.191769E+04   0.430281E+01   0.117219E-01   0.560815E+02
   281   0.189891E+04   0.439118E+01   0.117861E-01   0.561716E+02
   282   0.188013E+04   0.447991E+01   0.118501E-01   0.562395E+02
   283   0.186135E+04   0.456897E+01   0.119140E-01   0.562849E+02
   284   0.184258E+04   0.465831E+01   0.119777E-01   0.563076E+02
   285   0.182382E+04   0.474788E+01   0.120413E-01   0.563079E+02
   286   0.180508E+04   0.483763E+01   0.121048E-01   0.562863E+02
   287   0.178639E+04   0.492750E+01   0.121682E-01   0.562426E+02
   288   0.176773E+04   0.501745E+01   0.122315E-01   0.561756E+02
   289   0.174911E+04   0.510743E+01   0.122946E-01   0.560875E+02
   290   0.173056E+04   0.519737E+01   0.123576E-01   0.559762E+02
   291   0.171208E+04   0.528725E+01   0.124206E-01   0.558432E+02
   292   0.169367E+04   0.537691E+01   0.124834E-01   0.556880E+02
   293   0.167534E+04   0.546642E+01   0.125462E-01   0.555111E+02
   294   0.165710E+04   0.555568E+01   0.126088E-01   0.553115E+02
   295   0.163895E+04   0.564453E+01   0.126714E-01   0.550904E+02
   296   0.162091E+04   0.573304E+01   0.127339E-01   0.548475E+02
   297   0.160297E+04   0.582103E+01   0.127963E-01   0.545817E+02
   298   0.158514E+04   0.590850E+01   0.128587E-01   0.542943E+02
   299   0.156745E+04   0.599535E+01   0.129210E-01   0.539858E+02
   300   0.154989E+04   0.608150E+01   0.129832E-01   0.536557E+02
   301   0.153247E+04   0.616702E+01   0.130454E-01   0.533045E+02
   302   0.151521E+04   0.625170E+01   0.131075E-01   0.529326E+02
   303   0.149810E+04   0.633566E+01   0.131696E-01   0.525402E+02
   304   0.148115E+04   0.641887E+01   0.132317E-01   0.521276E+02
   305   0.146438E+04   0.650128E+01   0.132937E-01   0.516942E+02
   306   0.144777E+04   0.658293E+01   0.133557E-01   0.512404E+02
   307   0.143135E+04   0.666371E+01   0.134177E-01   0.507665E+02
   308   0.141510E+04   0.674366E+01   0.134797E-01   0.502726E+02
   309   0.139904E+04   0.682273E+01   0.135416E-01   0.497591E+02
   310   0.138316E+04   0.690082E+01   0.136036E-01   0.492263E+02
   311   0.136748E+04   0.697804E+01   0.136655E-01   0.486728E+02
   312   0.135199E+04   0.705427E+01   0.137275E-01   0.481005E+02
   313   0.133670E+04   0.712955E+01   0.137895E-01   0.475089E+02
   314   0.132161E+04   0.720377E+01   0.138515E-01   0.468983E+02
   315   0.130672E+04   0.727690E+01   0.139135E-01   0.462689E+02
   316   0.129205E+04   0.734903E+01   0.139756E-01   0.456209E+02
   317   0.127759E+04   0.741999E+01   0.140377E-01   0.449555E+02
   318   0.126336E+04   0.748982E+01   0.140999E-01   0.442721E+02
   319   0.124934E+04   0.755846E+01   0.141621E-01   0.435709E+02
   320   0.123554E+04   0.762597E+01   0.142244E-01   0.428531E+02
   321   0.122198E+04   0.769223E+01   0.142867E-01   0.421188E+02
   322   0.120865E+04   0.775720E+01   0.143492E-01   0.413676E+02
   323   0.119556E+04   0.782085E+01   0.144117E-01   0.406005E+02
   324   0.118269E+04   0.788313E+01   0.144743E-01   0.398185E+02
   325   0.117008E+04   0.794409E+01   0.145371E-01   0.390211E+02
   326   0.115770E+04   0.800368E+01   0.145999E-01   0.382093E+02
   327   0.114558E+04   0.806179E+01   0.146629E-01   0.373827E+02
   328   0.113370E+04   0.811839E+01   0.147260E-01   0.365422E+02
   329   0.112208E+04   0.817352E+01   0.147892E-01   0.356897E+02
   330   0.111071E+04   0.822705E+01   0.148527E-01   0.348238E+02
   331   0.109960E+04   0.827903E+01   0.149162E-01   0.339456E+02
   332   0.108875E+04   0.832943E+01   0.149800E-01   0.330554E+02
   333   0.107816E+04   0.837812E+01   0.150439E-01   0.321548E+02
   334   0.106783E+04   0.842514E+01   0.151080E-01   0.312435E+02
   335   0.105777E+04   0.847039E+01   0.151723E-01   0.303224E+02
   336   0.104798E+04   0.851390E+01   0.152369E-01   0.293918E+02
   337   0.103845E+04   0.855563E+01   0.153016E-01   0.284535E+02
   338   0.102920E+04   0.859554E+01   0.153666E-01   0.275069E+02
   339   0.102022E+04   0.863361E+01   0.154318E-01   0.265538E+02
   340   0.101152E+04   0.866985E+01   0.154973E-01   0.255944E+02
   341   0.100309E+04   0.870409E+01   0.155631E-01   0.246292E+02
   342   0.994937E+03   0.873637E+01   0.156291E-01   0.236582E+02
   343   0.987057E+03   0.876664E+01   0.156954E-01   0.226832E+02
   344   0.979444E+03   0.879480E+01   0.157620E-01   0.217038E+02
   345   0.972100E+03   0.882088E+01   0.158289E-01   0.207210E+02
   346   0.965027E+03   0.884477E+01   0.158961E-01   0.197349E+02
   347   0.958217E+03   0.886650E+01   0.159637E-01   0.187468E+02
   348   0.951672E+03   0.888590E+01   0.160315E-01   0.177567E+02
   349   0.945401E+03   0.890314E+01   0.160998E-01   0.167671E+02
   350   0.939398E+03   0.891811E+01   0.161683E-01   0.157777E+02
   351   0.933670E+03   0.893086E+01   0.162372E-01   0.147900E+02
   352   0.928220E+03   0.894137E+01   0.163065E-01   0.138046E+02
   353   0.923045E+03   0.894965E+01   0.163762E-01   0.128210E+02
   354   0.918145E+03   0.895575E+01   0.164462E-01   0.118411E+02
   355   0.913530E+03   0.895959E+01   0.165166E-01   0.108638E+02
   356   0.909190E+03   0.896126E+01   0.165875E-01   0.988955E+01
   357   0.905125E+03   0.896074E+01   0.166587E-01   0.891865E+01
   358   0.901339E+03   0.895802E+01   0.167303E-01   0.795151E+01
   359   0.897827E+03   0.895303E+01   0.168024E-01   0.698776E+01
   360   0.894584E+03   0.894583E+01   0.168748E-01   0.602852E+01
   361   0.891612E+03   0.893642E+01   0.169477E-01   0.507238E+01
   362   0.888906E+03   0.892480E+01   0.170211E-01   0.412085E+01
   363   0.886477E+03   0.891095E+01   0.170948E-01   0.317414E+01
   364   0.884304E+03   0.889495E+01   0.171690E-01   0.223256E+01
   365   0.882405E+03   0.887679E+01   0.172436E-01   0.129657E+01
   366   0.880768E+03   0.885647E+01   0.173187E-01   0.366613E+00
   367   0.879395E+03   0.883405E+01   0.173942E-01  -0.557003E+00
   368   0.878282E+03   0.880946E+01   0.174702E-01  -0.147375E+01
   369   0.877423E+03   0.878290E+01   0.175466E-01  -0.238326E+01
   370   0.876828E+03   0.875416E+01   0.176235E-01  -0.328522E+01
   371   0.876478E+03   0.872353E+01   0.177009E-01  -0.417910E+01
   372   0.876383E+03   0.869077E+01   0.177786E-01  -0.506461E+01
   373   0.876530E+03   0.865610E+01   0.178569E-01  -0.594129E+01
   374   0.876923E+03   0.861952E+01   0.179356E-01  -0.680869E+01
   375   0.877547E+03   0.858102E+01   0.180147E-01  -0.766658E+01
   376   0.878408E+03   0.854059E+01   0.180943E-01  -0.851443E+01
   377   0.879505E+03   0.849831E+01   0.181744E-01  -0.935195E+01
   378   0.880821E+03   0.845417E+01   0.182549E-01  -0.101788E+02
   379   0.882366E+03   0.840816E+01   0.183359E-01  -0.109944E+02
   380   0.884133E+03   0.836034E+01   0.184173E-01  -0.117985E+02
   381   0.886111E+03   0.831080E+01   0.184992E-01  -0.125907E+02
   382   0.888303E+03   0.825937E+01   0.185815E-01  -0.133707E+02
   383   0.890704E+03   0.820635E+01   0.186642E-01  -0.141379E+02
   384   0.893301E+03   0.815165E+01   0.187474E-01  -0.148918E+02
   385   0.896089E+03   0.809534E+01   0.188310E-01  -0.156321E+02
   386   0.899072E+03   0.803757E+01   0.189151E-01  -0.163581E+02
   387   0.902244E+03   0.797833E+01   0.189996E-01  -0.170695E+02
   388   0.905586E+03   0.791777E+01   0.190845E-01  -0.177658E+02
   389   0.909099E+03   0.785586E+01   0.191699E-01  -0.184464E+02
   390   0.912781E+03   0.779269E+01   0.192557E-01  -0.191110E+02
   391   0.916625E+03   0.772833E+01   0.193419E-01  -0.197591E+02
   392   0.920611E+03   0.766276E+01   0.194285E-01  -0.203902E+02
   393   0.924751E+03   0.759612E+01   0.195155E-01  -0.210040E+02
   394   0.929024E+03   0.752842E+01   0.196030E-01  -0.216001E+02
   395   0.933425E+03   0.745964E+01   0.196908E-01  -0.221779E+02
