   0.293767E+00   0.825588E+06   0.821780E+06  -0.287376E+00  -0.287377E+00   0.000000E+00   0.824990E+06   0.824990E+06   0.824990E+06  -0.196330E-01   0.415832E+06   0.415810E+06   0.249411E-01
   0.298294E+00   0.806277E+06   0.802489E+06  -0.272198E+00  -0.272198E+00   0.000000E+00   0.805681E+06   0.805681E+06   0.805681E+06  -0.191735E-01   0.406099E+06   0.406077E+06   0.246470E-01
   0.302820E+00   0.787794E+06   0.784038E+06  -0.258064E+00  -0.258064E+00   0.000000E+00   0.787203E+06   0.787203E+06   0.787203E+06  -0.187338E-01   0.396786E+06   0.396764E+06   0.242076E-01
   0.307347E+00   0.770384E+06   0.766682E+06  -0.244980E+00  -0.244981E+00   0.000000E+00   0.769802E+06   0.769802E+06   0.769802E+06  -0.183197E-01   0.388015E+06   0.387993E+06   0.235506E-01
   0.311874E+00   0.754143E+06   0.750518E+06  -0.232905E+00  -0.232905E+00   0.000000E+00   0.753573E+06   0.753573E+06   0.753573E+06  -0.179335E-01   0.379834E+06   0.379813E+06   0.226770E-01
   0.316400E+00   0.738994E+06   0.735467E+06  -0.221744E+00  -0.221744E+00   0.000000E+00   0.738440E+06   0.738440E+06   0.738440E+06  -0.175733E-01   0.372207E+06   0.372186E+06   0.216477E-01
   0.320927E+00   0.724728E+06   0.721307E+06  -0.211373E+00  -0.211374E+00   0.000000E+00   0.724190E+06   0.724190E+06   0.724190E+06  -0.172342E-01   0.365024E+06   0.365004E+06   0.205578E-01
   0.325453E+00   0.711071E+06   0.707758E+06  -0.201663E+00  -0.201663E+00   0.000000E+00   0.710550E+06   0.710550E+06   0.710550E+06  -0.169096E-01   0.358149E+06   0.358130E+06   0.195084E-01
   0.329980E+00   0.697771E+06   0.694556E+06  -0.192500E+00  -0.192501E+00   0.000000E+00   0.697266E+06   0.697266E+06   0.697266E+06  -0.165935E-01   0.351453E+06   0.351435E+06   0.185809E-01
   0.334507E+00   0.684643E+06   0.681509E+06  -0.183802E+00  -0.183802E+00   0.000000E+00   0.684150E+06   0.684150E+06   0.684150E+06  -0.162813E-01   0.344842E+06   0.344824E+06   0.178213E-01
   0.339033E+00   0.671585E+06   0.668516E+06  -0.175514E+00  -0.175515E+00   0.000000E+00   0.671103E+06   0.671103E+06   0.671103E+06  -0.159708E-01   0.338266E+06   0.338248E+06   0.172352E-01
   0.343560E+00   0.658587E+06   0.655567E+06  -0.167611E+00  -0.167612E+00   0.000000E+00   0.658112E+06   0.658112E+06   0.658112E+06  -0.156617E-01   0.331718E+06   0.331701E+06   0.167934E-01
   0.348087E+00   0.645712E+06   0.642729E+06  -0.160087E+00  -0.160088E+00   0.000000E+00   0.645243E+06   0.645243E+06   0.645243E+06  -0.153554E-01   0.325231E+06   0.325214E+06   0.164441E-01
   0.352613E+00   0.633078E+06   0.630128E+06  -0.152950E+00  -0.152951E+00   0.000000E+00   0.632614E+06   0.632614E+06   0.632614E+06  -0.150549E-01   0.318866E+06   0.318849E+06   0.161287E-01
   0.357140E+00   0.620820E+06   0.617904E+06  -0.146210E+00  -0.146210E+00   0.000000E+00   0.620361E+06   0.620361E+06   0.620361E+06  -0.147633E-01   0.312690E+06   0.312673E+06   0.157962E-01
   0.361667E+00   0.609044E+06   0.606168E+06  -0.139868E+00  -0.139869E+00   0.000000E+00   0.608592E+06   0.608592E+06   0.608592E+06  -0.144832E-01   0.306758E+06   0.306741E+06   0.154131E-01
   0.366193E+00   0.597808E+06   0.594980E+06  -0.133915E+00  -0.133915E+00   0.000000E+00   0.597364E+06   0.597364E+06   0.597364E+06  -0.142160E-01   0.301098E+06   0.301082E+06   0.149684E-01
   0.370720E+00   0.587108E+06   0.584334E+06  -0.128326E+00  -0.128326E+00   0.000000E+00   0.586671E+06   0.586671E+06   0.586671E+06  -0.139616E-01   0.295709E+06   0.295693E+06   0.144718E-01
   0.375246E+00   0.576886E+06   0.574172E+06  -0.123068E+00  -0.123068E+00   0.000000E+00   0.576459E+06   0.576459E+06   0.576459E+06  -0.137185E-01   0.290561E+06   0.290545E+06   0.139475E-01
   0.379773E+00   0.567051E+06   0.564400E+06  -0.118104E+00  -0.118104E+00   0.000000E+00   0.566634E+06   0.566634E+06   0.566634E+06  -0.134847E-01   0.285609E+06   0.285594E+06   0.134259E-01
   0.384300E+00   0.557505E+06   0.554913E+06  -0.113397E+00  -0.113397E+00   0.000000E+00   0.557098E+06   0.557098E+06   0.557098E+06  -0.132578E-01   0.280802E+06   0.280787E+06   0.129355E-01
   0.388826E+00   0.548162E+06   0.545624E+06  -0.108916E+00  -0.108916E+00   0.000000E+00   0.547763E+06   0.547763E+06   0.547763E+06  -0.130356E-01   0.276097E+06   0.276083E+06   0.124962E-01
   0.393353E+00   0.538966E+06   0.536476E+06  -0.104638E+00  -0.104638E+00   0.000000E+00   0.538575E+06   0.538575E+06   0.538575E+06  -0.128170E-01   0.271466E+06   0.271451E+06   0.121162E-01
