   0.100000E-03   0.397517E-01
   0.102020E-03   0.405222E-01
   0.104081E-03   0.413077E-01
   0.106184E-03   0.421084E-01
   0.108329E-03   0.429246E-01
   0.110517E-03   0.437567E-01
   0.112750E-03   0.446048E-01
   0.115027E-03   0.454694E-01
   0.117351E-03   0.463508E-01
   0.119722E-03   0.472492E-01
   0.122140E-03   0.481651E-01
   0.124608E-03   0.490987E-01
   0.127125E-03   0.500504E-01
   0.129693E-03   0.510205E-01
   0.132313E-03   0.520094E-01
   0.134986E-03   0.530175E-01
   0.137713E-03   0.540452E-01
   0.140495E-03   0.550927E-01
   0.143333E-03   0.561606E-01
   0.146228E-03   0.572491E-01
   0.149182E-03   0.583587E-01
   0.152196E-03   0.594898E-01
   0.155271E-03   0.606429E-01
   0.158407E-03   0.618182E-01
   0.161607E-03   0.630164E-01
   0.164872E-03   0.642377E-01
   0.168203E-03   0.654828E-01
   0.171601E-03   0.667519E-01
   0.175067E-03   0.680456E-01
   0.178604E-03   0.693644E-01
   0.182212E-03   0.707088E-01
   0.185893E-03   0.720791E-01
   0.189648E-03   0.734761E-01
   0.193479E-03   0.749001E-01
   0.197388E-03   0.763516E-01
   0.201375E-03   0.778313E-01
   0.205443E-03   0.793396E-01
   0.209594E-03   0.808772E-01
   0.213828E-03   0.824445E-01
   0.218147E-03   0.840421E-01
   0.222554E-03   0.856708E-01
   0.227050E-03   0.873309E-01
   0.231637E-03   0.890232E-01
   0.236316E-03   0.907482E-01
   0.241090E-03   0.925067E-01
   0.245960E-03   0.942992E-01
   0.250929E-03   0.961263E-01
   0.255998E-03   0.979889E-01
   0.261170E-03   0.998875E-01
   0.266446E-03   0.101823E+00
   0.271828E-03   0.103796E+00
   0.277319E-03   0.105807E+00
   0.282922E-03   0.107857E+00
   0.288637E-03   0.109946E+00
   0.294468E-03   0.112076E+00
   0.300417E-03   0.114247E+00
   0.306485E-03   0.116461E+00
   0.312677E-03   0.118717E+00
   0.318993E-03   0.121016E+00
   0.325437E-03   0.123361E+00
   0.332012E-03   0.125750E+00
   0.338719E-03   0.128186E+00
   0.345561E-03   0.130668E+00
   0.352542E-03   0.133199E+00
   0.359664E-03   0.135779E+00
   0.366930E-03   0.138408E+00
   0.374342E-03   0.141089E+00
   0.381904E-03   0.143821E+00
   0.389619E-03   0.146606E+00
   0.397490E-03   0.149445E+00
   0.405520E-03   0.152338E+00
   0.413712E-03   0.155288E+00
   0.422070E-03   0.158294E+00
   0.430596E-03   0.161358E+00
   0.439295E-03   0.164482E+00
   0.448169E-03   0.167666E+00
   0.457222E-03   0.170911E+00
   0.466459E-03   0.174219E+00
   0.475882E-03   0.177591E+00
   0.485496E-03   0.181028E+00
   0.495303E-03   0.184531E+00
   0.505309E-03   0.188101E+00
   0.515517E-03   0.191741E+00
   0.525931E-03   0.195450E+00
   0.536556E-03   0.199231E+00
   0.547395E-03   0.203085E+00
   0.558453E-03   0.207013E+00
   0.569734E-03   0.211016E+00
   0.581244E-03   0.215097E+00
   0.592986E-03   0.219256E+00
   0.604965E-03   0.223495E+00
   0.617186E-03   0.227815E+00
   0.629654E-03   0.232219E+00
   0.642374E-03   0.236707E+00
   0.655350E-03   0.241281E+00
   0.668589E-03   0.245943E+00
   0.682096E-03   0.250695E+00
   0.695875E-03   0.255537E+00
   0.709933E-03   0.260473E+00
   0.724274E-03   0.265503E+00
   0.738906E-03   0.270629E+00
   0.753832E-03   0.275854E+00
   0.769061E-03   0.281179E+00
   0.784597E-03   0.286605E+00
   0.800447E-03   0.292135E+00
   0.816617E-03   0.297771E+00
   0.833114E-03   0.303514E+00
   0.849944E-03   0.309367E+00
   0.867114E-03   0.315332E+00
   0.884631E-03   0.321410E+00
   0.902501E-03   0.327603E+00
   0.920733E-03   0.333914E+00
   0.939333E-03   0.340346E+00
   0.958309E-03   0.346899E+00
   0.977668E-03   0.353577E+00
   0.997418E-03   0.360381E+00
   0.101757E-02   0.367315E+00
   0.103812E-02   0.374379E+00
   0.105910E-02   0.381577E+00
   0.108049E-02   0.388912E+00
   0.110232E-02   0.396384E+00
   0.112459E-02   0.403998E+00
   0.114730E-02   0.411755E+00
   0.117048E-02   0.419658E+00
   0.119413E-02   0.427710E+00
   0.121825E-02   0.435913E+00
   0.124286E-02   0.444269E+00
   0.126797E-02   0.452782E+00
   0.129358E-02   0.461453E+00
   0.131971E-02   0.470286E+00
   0.134637E-02   0.479283E+00
   0.137357E-02   0.488448E+00
   0.140132E-02   0.497782E+00
   0.142963E-02   0.507289E+00
   0.145851E-02   0.516972E+00
   0.148797E-02   0.526833E+00
   0.151803E-02   0.536875E+00
   0.154870E-02   0.547102E+00
   0.157998E-02   0.557516E+00
   0.161190E-02   0.568121E+00
   0.164446E-02   0.578919E+00
   0.167768E-02   0.589915E+00
   0.171158E-02   0.601109E+00
   0.174615E-02   0.612507E+00
   0.178143E-02   0.624112E+00
   0.181741E-02   0.635926E+00
   0.185413E-02   0.647952E+00
   0.189158E-02   0.660194E+00
   0.192980E-02   0.672654E+00
   0.196878E-02   0.685336E+00
   0.200855E-02   0.698242E+00
   0.204913E-02   0.711376E+00
   0.209052E-02   0.724740E+00
   0.213276E-02   0.738337E+00
   0.217584E-02   0.752171E+00
   0.221979E-02   0.766244E+00
   0.226464E-02   0.780559E+00
   0.231039E-02   0.795120E+00
   0.235706E-02   0.809929E+00
   0.240467E-02   0.824989E+00
   0.245325E-02   0.840303E+00
   0.250281E-02   0.855874E+00
   0.255337E-02   0.871705E+00
   0.260495E-02   0.887799E+00
   0.265758E-02   0.904159E+00
   0.271126E-02   0.920788E+00
   0.276603E-02   0.937688E+00
   0.282191E-02   0.954862E+00
   0.287892E-02   0.972313E+00
   0.293708E-02   0.990043E+00
   0.299641E-02   0.100805E+01
   0.305694E-02   0.102635E+01
   0.311870E-02   0.104492E+01
   0.318170E-02   0.106379E+01
   0.324597E-02   0.108293E+01
   0.331155E-02   0.110237E+01
   0.337844E-02   0.112209E+01
   0.344669E-02   0.114210E+01
   0.351632E-02   0.116241E+01
   0.358735E-02   0.118300E+01
   0.365982E-02   0.120388E+01
   0.373376E-02   0.122505E+01
   0.380918E-02   0.124651E+01
   0.388613E-02   0.126826E+01
   0.396464E-02   0.129030E+01
   0.404473E-02   0.131262E+01
   0.412644E-02   0.133524E+01
   0.420980E-02   0.135814E+01
   0.429484E-02   0.138133E+01
   0.438160E-02   0.140479E+01
   0.447012E-02   0.142854E+01
   0.456042E-02   0.145257E+01
   0.465255E-02   0.147688E+01
   0.474653E-02   0.150146E+01
   0.484242E-02   0.152630E+01
   0.494024E-02   0.155141E+01
   0.504004E-02   0.157677E+01
   0.514186E-02   0.160239E+01
   0.524573E-02   0.162824E+01
   0.535170E-02   0.165434E+01
   0.545981E-02   0.168066E+01
   0.557011E-02   0.170721E+01
   0.568263E-02   0.173396E+01
   0.579743E-02   0.176093E+01
   0.591455E-02   0.178808E+01
   0.603403E-02   0.181543E+01
   0.615592E-02   0.184295E+01
   0.628028E-02   0.187063E+01
   0.640715E-02   0.189846E+01
   0.653658E-02   0.192644E+01
   0.666863E-02   0.195454E+01
   0.680335E-02   0.198276E+01
   0.694078E-02   0.201109E+01
   0.708100E-02   0.203950E+01
   0.722404E-02   0.206799E+01
   0.736998E-02   0.209653E+01
   0.751886E-02   0.212512E+01
   0.767075E-02   0.215374E+01
   0.782571E-02   0.218236E+01
   0.798380E-02   0.221097E+01
   0.814509E-02   0.223955E+01
   0.830963E-02   0.226808E+01
   0.847750E-02   0.229653E+01
   0.864875E-02   0.232489E+01
   0.882347E-02   0.235314E+01
   0.900171E-02   0.238125E+01
   0.918356E-02   0.240920E+01
   0.936908E-02   0.243696E+01
   0.955835E-02   0.246452E+01
   0.975144E-02   0.249184E+01
   0.994843E-02   0.251891E+01
   0.101494E-01   0.254569E+01
   0.103544E-01   0.257217E+01
   0.105636E-01   0.259831E+01
   0.107770E-01   0.262409E+01
   0.109947E-01   0.264948E+01
   0.112168E-01   0.267445E+01
   0.114434E-01   0.269897E+01
   0.116746E-01   0.272298E+01
   0.119104E-01   0.274646E+01
   0.121510E-01   0.276936E+01
   0.123965E-01   0.279163E+01
   0.126469E-01   0.281324E+01
   0.129024E-01   0.283415E+01
   0.131631E-01   0.285431E+01
   0.134290E-01   0.287367E+01
   0.137003E-01   0.289220E+01
   0.139770E-01   0.290986E+01
   0.142594E-01   0.292659E+01
   0.145474E-01   0.294237E+01
   0.148413E-01   0.295714E+01
   0.151411E-01   0.297087E+01
   0.154470E-01   0.298350E+01
   0.157590E-01   0.299500E+01
   0.160774E-01   0.300533E+01
   0.164022E-01   0.301443E+01
   0.167335E-01   0.302228E+01
   0.170716E-01   0.302884E+01
   0.174164E-01   0.303406E+01
   0.177683E-01   0.303791E+01
   0.181272E-01   0.304036E+01
   0.184934E-01   0.304137E+01
   0.188670E-01   0.304092E+01
   0.192481E-01   0.303899E+01
   0.196370E-01   0.303556E+01
   0.200337E-01   0.303061E+01
   0.204384E-01   0.302413E+01
   0.208513E-01   0.301612E+01
   0.212725E-01   0.300655E+01
   0.217022E-01   0.299543E+01
