#      k [h/Mpc]           P_cdm          P_vcdm           P_bar          P_vbar         P_total        P_vtotal
          604.18     2.11369e-12     1.77106e-12     2.59084e-13     2.52581e-13     1.70215e-12     1.43243e-12
          642.76     1.77041e-12     1.47603e-12     1.82398e-13     1.71487e-13     1.41113e-12     1.17806e-12
         683.804     1.48244e-12     1.22958e-12     1.26196e-13     1.15469e-13     1.16943e-12     9.69177e-13
         727.469     1.24098e-12     1.02392e-12     8.58361e-14     7.76476e-14     9.68959e-13     7.97955e-13
         773.922     1.03858e-12     8.52426e-13     5.74787e-14     5.26522e-14     8.02909e-13      6.5779e-13
         823.342     8.69017e-13     7.09574e-13     3.80052e-14     3.64258e-14     6.65533e-13     5.43137e-13
         875.917     7.27014e-13      5.9067e-13     2.49367e-14      2.6006e-14     5.51982e-13     4.49328e-13
         931.849     6.08146e-13      4.9178e-13     1.63519e-14     1.93042e-14     4.58188e-13     3.72479e-13
         991.353     5.08687e-13     4.09584e-13     1.08115e-14     1.48911e-14     3.80722e-13     3.09364e-13
         1054.66     4.25489e-13     3.41283e-13     7.27369e-15      1.1811e-14     3.16707e-13     2.57331e-13
            1122     3.55937e-13     2.84549e-13     5.01425e-15     9.44543e-15     2.63769e-13     2.14246e-13
