#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.270503E-03   0.246613E+06   0.246607E+06   0.327806E+06   0.327690E+06   0.000000E+00   0.246612E+06   0.246612E+06   0.256557E+06  -0.604434E+00   0.245469E+06   0.245467E+06   0.105840E+02
   0.273222E-03   0.246612E+06   0.246605E+06   0.327785E+06   0.327666E+06   0.000000E+00   0.246611E+06   0.246611E+06   0.256555E+06  -0.604429E+00   0.245468E+06   0.245466E+06   0.106903E+02
   0.275968E-03   0.246611E+06   0.246604E+06   0.327763E+06   0.327641E+06   0.000000E+00   0.246610E+06   0.246610E+06   0.256553E+06  -0.604425E+00   0.245467E+06   0.245465E+06   0.107977E+02
   0.278741E-03   0.246610E+06   0.246603E+06   0.327740E+06   0.327616E+06   0.000000E+00   0.246609E+06   0.246609E+06   0.256552E+06  -0.604421E+00   0.245466E+06   0.245464E+06   0.109061E+02
   0.281543E-03   0.246609E+06   0.246602E+06   0.327717E+06   0.327590E+06   0.000000E+00   0.246608E+06   0.246608E+06   0.256550E+06  -0.604417E+00   0.245465E+06   0.245463E+06   0.110157E+02
   0.284372E-03   0.246608E+06   0.246601E+06   0.327694E+06   0.327564E+06   0.000000E+00   0.246607E+06   0.246607E+06   0.256548E+06  -0.604412E+00   0.245464E+06   0.245462E+06   0.111263E+02
   0.287230E-03   0.246607E+06   0.246600E+06   0.327670E+06   0.327538E+06   0.000000E+00   0.246606E+06   0.246606E+06   0.256546E+06  -0.604408E+00   0.245463E+06   0.245461E+06   0.112381E+02
   0.290117E-03   0.246606E+06   0.246598E+06   0.327645E+06   0.327511E+06   0.000000E+00   0.246605E+06   0.246605E+06   0.256544E+06  -0.604403E+00   0.245461E+06   0.245460E+06   0.113509E+02
   0.293033E-03   0.246605E+06   0.246597E+06   0.327620E+06   0.327483E+06   0.000000E+00   0.246604E+06   0.246604E+06   0.256543E+06  -0.604398E+00   0.245460E+06   0.245458E+06   0.114649E+02
   0.295978E-03   0.246604E+06   0.246596E+06   0.327595E+06   0.327455E+06   0.000000E+00   0.246602E+06   0.246602E+06   0.256541E+06  -0.604393E+00   0.245459E+06   0.245457E+06   0.115801E+02
   0.298952E-03   0.246602E+06   0.246595E+06   0.327569E+06   0.327426E+06   0.000000E+00   0.246601E+06   0.246601E+06   0.256539E+06  -0.604389E+00   0.245458E+06   0.245456E+06   0.116964E+02
   0.301957E-03   0.246601E+06   0.246593E+06   0.327543E+06   0.327397E+06   0.000000E+00   0.246600E+06   0.246600E+06   0.256537E+06  -0.604384E+00   0.245457E+06   0.245455E+06   0.118139E+02
   0.304992E-03   0.246600E+06   0.246592E+06   0.327516E+06   0.327367E+06   0.000000E+00   0.246599E+06   0.246599E+06   0.256534E+06  -0.604378E+00   0.245456E+06   0.245454E+06   0.119325E+02
   0.308057E-03   0.246599E+06   0.246591E+06   0.327488E+06   0.327337E+06   0.000000E+00   0.246598E+06   0.246598E+06   0.256532E+06  -0.604373E+00   0.245455E+06   0.245452E+06   0.120524E+02
   0.311153E-03   0.246598E+06   0.246589E+06   0.327460E+06   0.327306E+06   0.000000E+00   0.246596E+06   0.246596E+06   0.256530E+06  -0.604368E+00   0.245453E+06   0.245451E+06   0.121734E+02
   0.314280E-03   0.246596E+06   0.246588E+06   0.327431E+06   0.327274E+06   0.000000E+00   0.246595E+06   0.246595E+06   0.256528E+06  -0.604362E+00   0.245452E+06   0.245450E+06   0.122957E+02
   0.317439E-03   0.246595E+06   0.246586E+06   0.327402E+06   0.327241E+06   0.000000E+00   0.246594E+06   0.246594E+06   0.256526E+06  -0.604357E+00   0.245451E+06   0.245449E+06   0.124192E+02
   0.320629E-03   0.246594E+06   0.246585E+06   0.327372E+06   0.327208E+06   0.000000E+00   0.246592E+06   0.246592E+06   0.256523E+06  -0.604351E+00   0.245449E+06   0.245447E+06   0.125439E+02
   0.323851E-03   0.246592E+06   0.246583E+06   0.327342E+06   0.327175E+06   0.000000E+00   0.246591E+06   0.246591E+06   0.256521E+06  -0.604345E+00   0.245448E+06   0.245446E+06   0.126698E+02
   0.327106E-03   0.246591E+06   0.246582E+06   0.327311E+06   0.327140E+06   0.000000E+00   0.246590E+06   0.246590E+06   0.256519E+06  -0.604340E+00   0.245447E+06   0.245444E+06   0.127971E+02
   0.330394E-03   0.246590E+06   0.246580E+06   0.327279E+06   0.327105E+06   0.000000E+00   0.246588E+06   0.246588E+06   0.256516E+06  -0.604334E+00   0.245445E+06   0.245443E+06   0.129256E+02
   0.333714E-03   0.246588E+06   0.246579E+06   0.327247E+06   0.327069E+06   0.000000E+00   0.246587E+06   0.246587E+06   0.256514E+06  -0.604327E+00   0.245444E+06   0.245442E+06   0.130554E+02
   0.337068E-03   0.246587E+06   0.246577E+06   0.327214E+06   0.327033E+06   0.000000E+00   0.246585E+06   0.246585E+06   0.256511E+06  -0.604321E+00   0.245442E+06   0.245440E+06   0.131865E+02
   0.340456E-03   0.246585E+06   0.246575E+06   0.327181E+06   0.326996E+06   0.000000E+00   0.246584E+06   0.246584E+06   0.256509E+06  -0.604315E+00   0.245441E+06   0.245438E+06   0.133189E+02
   0.343877E-03   0.246584E+06   0.246573E+06   0.327146E+06   0.326958E+06   0.000000E+00   0.246582E+06   0.246582E+06   0.256506E+06  -0.604308E+00   0.245439E+06   0.245437E+06   0.134527E+02
   0.347333E-03   0.246582E+06   0.246572E+06   0.327111E+06   0.326919E+06   0.000000E+00   0.246580E+06   0.246580E+06   0.256503E+06  -0.604302E+00   0.245438E+06   0.245435E+06   0.135877E+02
   0.350824E-03   0.246581E+06   0.246570E+06   0.327076E+06   0.326879E+06   0.000000E+00   0.246579E+06   0.246579E+06   0.256501E+06  -0.604295E+00   0.245436E+06   0.245434E+06   0.137242E+02
   0.354350E-03   0.246579E+06   0.246568E+06   0.327039E+06   0.326839E+06   0.000000E+00   0.246577E+06   0.246577E+06   0.256498E+06  -0.604288E+00   0.245435E+06   0.245432E+06   0.138620E+02
   0.357911E-03   0.246577E+06   0.246566E+06   0.327002E+06   0.326798E+06   0.000000E+00   0.246576E+06   0.246576E+06   0.256495E+06  -0.604281E+00   0.245433E+06   0.245430E+06   0.140012E+02
   0.361508E-03   0.246576E+06   0.246564E+06   0.326964E+06   0.326756E+06   0.000000E+00   0.246574E+06   0.246574E+06   0.256492E+06  -0.604274E+00   0.245431E+06   0.245429E+06   0.141417E+02
   0.365141E-03   0.246574E+06   0.246562E+06   0.326926E+06   0.326713E+06   0.000000E+00   0.246572E+06   0.246572E+06   0.256489E+06  -0.604266E+00   0.245430E+06   0.245427E+06   0.142837E+02
   0.368811E-03   0.246572E+06   0.246560E+06   0.326886E+06   0.326670E+06   0.000000E+00   0.246570E+06   0.246570E+06   0.256486E+06  -0.604259E+00   0.245428E+06   0.245425E+06   0.144272E+02
   0.372518E-03   0.246570E+06   0.246558E+06   0.326846E+06   0.326625E+06   0.000000E+00   0.246569E+06   0.246569E+06   0.256483E+06  -0.604251E+00   0.245426E+06   0.245423E+06   0.145720E+02
   0.376262E-03   0.246569E+06   0.246556E+06   0.326805E+06   0.326580E+06   0.000000E+00   0.246567E+06   0.246567E+06   0.256480E+06  -0.604243E+00   0.245424E+06   0.245421E+06   0.147183E+02
   0.380043E-03   0.246567E+06   0.246554E+06   0.326763E+06   0.326533E+06   0.000000E+00   0.246565E+06   0.246565E+06   0.256477E+06  -0.604236E+00   0.245423E+06   0.245419E+06   0.148661E+02
   0.383863E-03   0.246565E+06   0.246552E+06   0.326721E+06   0.326486E+06   0.000000E+00   0.246563E+06   0.246563E+06   0.256473E+06  -0.604227E+00   0.245421E+06   0.245418E+06   0.150153E+02
   0.387720E-03   0.246563E+06   0.246550E+06   0.326677E+06   0.326438E+06   0.000000E+00   0.246561E+06   0.246561E+06   0.256470E+06  -0.604219E+00   0.245419E+06   0.245416E+06   0.151661E+02
   0.391617E-03   0.246561E+06   0.246548E+06   0.326633E+06   0.326389E+06   0.000000E+00   0.246559E+06   0.246559E+06   0.256467E+06  -0.604211E+00   0.245417E+06   0.245414E+06   0.153183E+02
   0.395553E-03   0.246559E+06   0.246545E+06   0.326588E+06   0.326339E+06   0.000000E+00   0.246557E+06   0.246557E+06   0.256463E+06  -0.604202E+00   0.245415E+06   0.245411E+06   0.154721E+02
   0.399528E-03   0.246557E+06   0.246543E+06   0.326541E+06   0.326287E+06   0.000000E+00   0.246555E+06   0.246555E+06   0.256460E+06  -0.604193E+00   0.245413E+06   0.245409E+06   0.156274E+02
   0.403544E-03   0.246555E+06   0.246541E+06   0.326494E+06   0.326235E+06   0.000000E+00   0.246553E+06   0.246553E+06   0.256456E+06  -0.604184E+00   0.245411E+06   0.245407E+06   0.157843E+02
   0.407599E-03   0.246553E+06   0.246538E+06   0.326446E+06   0.326182E+06   0.000000E+00   0.246550E+06   0.246550E+06   0.256452E+06  -0.604175E+00   0.245409E+06   0.245405E+06   0.159427E+02
   0.411696E-03   0.246550E+06   0.246536E+06   0.326397E+06   0.326128E+06   0.000000E+00   0.246548E+06   0.246548E+06   0.256448E+06  -0.604166E+00   0.245406E+06   0.245403E+06   0.161028E+02
   0.415833E-03   0.246548E+06   0.246533E+06   0.326347E+06   0.326072E+06   0.000000E+00   0.246546E+06   0.246546E+06   0.256445E+06  -0.604156E+00   0.245404E+06   0.245400E+06   0.162644E+02
   0.420013E-03   0.246546E+06   0.246531E+06   0.326296E+06   0.326016E+06   0.000000E+00   0.246544E+06   0.246544E+06   0.256441E+06  -0.604147E+00   0.245402E+06   0.245398E+06   0.164276E+02
   0.424234E-03   0.246544E+06   0.246528E+06   0.326244E+06   0.325958E+06   0.000000E+00   0.246541E+06   0.246541E+06   0.256437E+06  -0.604137E+00   0.245400E+06   0.245396E+06   0.165925E+02
   0.428497E-03   0.246541E+06   0.246525E+06   0.326191E+06   0.325899E+06   0.000000E+00   0.246539E+06   0.246539E+06   0.256433E+06  -0.604127E+00   0.245397E+06   0.245393E+06   0.167591E+02
   0.432804E-03   0.246539E+06   0.246523E+06   0.326137E+06   0.325839E+06   0.000000E+00   0.246536E+06   0.246536E+06   0.256428E+06  -0.604117E+00   0.245395E+06   0.245391E+06   0.169273E+02
   0.437154E-03   0.246537E+06   0.246520E+06   0.326082E+06   0.325778E+06   0.000000E+00   0.246534E+06   0.246534E+06   0.256424E+06  -0.604106E+00   0.245392E+06   0.245388E+06   0.170972E+02
   0.441547E-03   0.246534E+06   0.246517E+06   0.326026E+06   0.325716E+06   0.000000E+00   0.246531E+06   0.246531E+06   0.256420E+06  -0.604095E+00   0.245390E+06   0.245386E+06   0.172687E+02
   0.445985E-03   0.246531E+06   0.246514E+06   0.325968E+06   0.325652E+06   0.000000E+00   0.246529E+06   0.246529E+06   0.256415E+06  -0.604084E+00   0.245387E+06   0.245383E+06   0.174420E+02
   0.450467E-03   0.246529E+06   0.246511E+06   0.325910E+06   0.325587E+06   0.000000E+00   0.246526E+06   0.246526E+06   0.256411E+06  -0.604073E+00   0.245385E+06   0.245380E+06   0.176171E+02
   0.454994E-03   0.246526E+06   0.246508E+06   0.325850E+06   0.325521E+06   0.000000E+00   0.246523E+06   0.246523E+06   0.256406E+06  -0.604062E+00   0.245382E+06   0.245378E+06   0.177939E+02
   0.459567E-03   0.246524E+06   0.246505E+06   0.325789E+06   0.325453E+06   0.000000E+00   0.246521E+06   0.246521E+06   0.256402E+06  -0.604050E+00   0.245380E+06   0.245375E+06   0.179724E+02
   0.464186E-03   0.246521E+06   0.246502E+06   0.325727E+06   0.325385E+06   0.000000E+00   0.246518E+06   0.246518E+06   0.256397E+06  -0.604038E+00   0.245377E+06   0.245372E+06   0.181528E+02
   0.468851E-03   0.246518E+06   0.246499E+06   0.325663E+06   0.325314E+06   0.000000E+00   0.246515E+06   0.246515E+06   0.256392E+06  -0.604026E+00   0.245374E+06   0.245369E+06   0.183349E+02
   0.473563E-03   0.246515E+06   0.246496E+06   0.325598E+06   0.325243E+06   0.000000E+00   0.246512E+06   0.246512E+06   0.256387E+06  -0.604014E+00   0.245371E+06   0.245366E+06   0.185189E+02
   0.478322E-03   0.246512E+06   0.246492E+06   0.325532E+06   0.325170E+06   0.000000E+00   0.246509E+06   0.246509E+06   0.256382E+06  -0.604002E+00   0.245368E+06   0.245363E+06   0.187047E+02
   0.483129E-03   0.246509E+06   0.246489E+06   0.325465E+06   0.325095E+06   0.000000E+00   0.246506E+06   0.246506E+06   0.256377E+06  -0.603989E+00   0.245365E+06   0.245360E+06   0.188924E+02
   0.487985E-03   0.246506E+06   0.246485E+06   0.325396E+06   0.325019E+06   0.000000E+00   0.246503E+06   0.246503E+06   0.256371E+06  -0.603976E+00   0.245362E+06   0.245357E+06   0.190819E+02
   0.492889E-03   0.246503E+06   0.246482E+06   0.325326E+06   0.324941E+06   0.000000E+00   0.246500E+06   0.246500E+06   0.256366E+06  -0.603962E+00   0.245359E+06   0.245354E+06   0.192734E+02
   0.497843E-03   0.246500E+06   0.246478E+06   0.325255E+06   0.324862E+06   0.000000E+00   0.246496E+06   0.246496E+06   0.256360E+06  -0.603949E+00   0.245356E+06   0.245351E+06   0.194667E+02
   0.502846E-03   0.246497E+06   0.246475E+06   0.325182E+06   0.324781E+06   0.000000E+00   0.246493E+06   0.246493E+06   0.256355E+06  -0.603935E+00   0.245353E+06   0.245347E+06   0.196620E+02
   0.507900E-03   0.246493E+06   0.246471E+06   0.325108E+06   0.324699E+06   0.000000E+00   0.246490E+06   0.246490E+06   0.256349E+06  -0.603921E+00   0.245349E+06   0.245344E+06   0.198592E+02
   0.513004E-03   0.246490E+06   0.246467E+06   0.325032E+06   0.324615E+06   0.000000E+00   0.246486E+06   0.246486E+06   0.256343E+06  -0.603906E+00   0.245346E+06   0.245340E+06   0.200585E+02
   0.518160E-03   0.246486E+06   0.246463E+06   0.324954E+06   0.324529E+06   0.000000E+00   0.246483E+06   0.246483E+06   0.256337E+06  -0.603891E+00   0.245343E+06   0.245337E+06   0.202597E+02
   0.523368E-03   0.246483E+06   0.246459E+06   0.324876E+06   0.324442E+06   0.000000E+00   0.246479E+06   0.246479E+06   0.256331E+06  -0.603876E+00   0.245339E+06   0.245333E+06   0.204629E+02
   0.528628E-03   0.246479E+06   0.246455E+06   0.324795E+06   0.324353E+06   0.000000E+00   0.246476E+06   0.246476E+06   0.256325E+06  -0.603861E+00   0.245336E+06   0.245329E+06   0.206681E+02
   0.533941E-03   0.246476E+06   0.246451E+06   0.324713E+06   0.324262E+06   0.000000E+00   0.246472E+06   0.246472E+06   0.256319E+06  -0.603846E+00   0.245332E+06   0.245326E+06   0.208754E+02
   0.539307E-03   0.246472E+06   0.246447E+06   0.324629E+06   0.324169E+06   0.000000E+00   0.246468E+06   0.246468E+06   0.256312E+06  -0.603830E+00   0.245328E+06   0.245322E+06   0.210848E+02
   0.544727E-03   0.246468E+06   0.246442E+06   0.324544E+06   0.324075E+06   0.000000E+00   0.246464E+06   0.246464E+06   0.256306E+06  -0.603813E+00   0.245324E+06   0.245318E+06   0.212962E+02
   0.550202E-03   0.246464E+06   0.246438E+06   0.324457E+06   0.323978E+06   0.000000E+00   0.246460E+06   0.246460E+06   0.256299E+06  -0.603797E+00   0.245321E+06   0.245314E+06   0.215098E+02
   0.555731E-03   0.246460E+06   0.246434E+06   0.324368E+06   0.323880E+06   0.000000E+00   0.246456E+06   0.246456E+06   0.256292E+06  -0.603780E+00   0.245317E+06   0.245310E+06   0.217255E+02
   0.561316E-03   0.246456E+06   0.246429E+06   0.324277E+06   0.323780E+06   0.000000E+00   0.246452E+06   0.246452E+06   0.256285E+06  -0.603763E+00   0.245313E+06   0.245306E+06   0.219433E+02
   0.566957E-03   0.246452E+06   0.246424E+06   0.324185E+06   0.323678E+06   0.000000E+00   0.246448E+06   0.246448E+06   0.256278E+06  -0.603745E+00   0.245308E+06   0.245302E+06   0.221633E+02
   0.572656E-03   0.246448E+06   0.246420E+06   0.324091E+06   0.323573E+06   0.000000E+00   0.246444E+06   0.246444E+06   0.256271E+06  -0.603727E+00   0.245304E+06   0.245297E+06   0.223856E+02
   0.578411E-03   0.246444E+06   0.246415E+06   0.323995E+06   0.323467E+06   0.000000E+00   0.246439E+06   0.246439E+06   0.256263E+06  -0.603709E+00   0.245300E+06   0.245293E+06   0.226100E+02
   0.584224E-03   0.246439E+06   0.246410E+06   0.323897E+06   0.323358E+06   0.000000E+00   0.246435E+06   0.246435E+06   0.256256E+06  -0.603690E+00   0.245296E+06   0.245288E+06   0.228367E+02
   0.590095E-03   0.246435E+06   0.246405E+06   0.323797E+06   0.323248E+06   0.000000E+00   0.246430E+06   0.246430E+06   0.256248E+06  -0.603671E+00   0.245291E+06   0.245284E+06   0.230656E+02
   0.596026E-03   0.246430E+06   0.246400E+06   0.323695E+06   0.323135E+06   0.000000E+00   0.246426E+06   0.246426E+06   0.256240E+06  -0.603651E+00   0.245287E+06   0.245279E+06   0.232968E+02
   0.602016E-03   0.246426E+06   0.246394E+06   0.323591E+06   0.323020E+06   0.000000E+00   0.246421E+06   0.246421E+06   0.256232E+06  -0.603632E+00   0.245282E+06   0.245274E+06   0.235304E+02
   0.608067E-03   0.246421E+06   0.246389E+06   0.323484E+06   0.322902E+06   0.000000E+00   0.246416E+06   0.246416E+06   0.256224E+06  -0.603611E+00   0.245277E+06   0.245269E+06   0.237662E+02
   0.614178E-03   0.246416E+06   0.246384E+06   0.323376E+06   0.322782E+06   0.000000E+00   0.246411E+06   0.246411E+06   0.256216E+06  -0.603591E+00   0.245273E+06   0.245264E+06   0.240044E+02
   0.620350E-03   0.246411E+06   0.246378E+06   0.323266E+06   0.322660E+06   0.000000E+00   0.246406E+06   0.246406E+06   0.256207E+06  -0.603570E+00   0.245268E+06   0.245259E+06   0.242450E+02
   0.626585E-03   0.246406E+06   0.246372E+06   0.323153E+06   0.322536E+06   0.000000E+00   0.246401E+06   0.246401E+06   0.256198E+06  -0.603548E+00   0.245263E+06   0.245254E+06   0.244880E+02
   0.632882E-03   0.246401E+06   0.246366E+06   0.323039E+06   0.322409E+06   0.000000E+00   0.246396E+06   0.246396E+06   0.256190E+06  -0.603526E+00   0.245258E+06   0.245249E+06   0.247334E+02
   0.639243E-03   0.246396E+06   0.246360E+06   0.322921E+06   0.322279E+06   0.000000E+00   0.246390E+06   0.246390E+06   0.256180E+06  -0.603504E+00   0.245252E+06   0.245243E+06   0.249812E+02
   0.645667E-03   0.246391E+06   0.246354E+06   0.322802E+06   0.322147E+06   0.000000E+00   0.246385E+06   0.246385E+06   0.256171E+06  -0.603481E+00   0.245247E+06   0.245238E+06   0.252315E+02
   0.652157E-03   0.246385E+06   0.246348E+06   0.322680E+06   0.322012E+06   0.000000E+00   0.246379E+06   0.246379E+06   0.256162E+06  -0.603458E+00   0.245242E+06   0.245232E+06   0.254844E+02
   0.658711E-03   0.246380E+06   0.246342E+06   0.322556E+06   0.321875E+06   0.000000E+00   0.246374E+06   0.246374E+06   0.256152E+06  -0.603434E+00   0.245236E+06   0.245227E+06   0.257397E+02
   0.665331E-03   0.246374E+06   0.246336E+06   0.322429E+06   0.321735E+06   0.000000E+00   0.246368E+06   0.246368E+06   0.256142E+06  -0.603410E+00   0.245230E+06   0.245221E+06   0.259975E+02
   0.672018E-03   0.246368E+06   0.246329E+06   0.322300E+06   0.321592E+06   0.000000E+00   0.246362E+06   0.246362E+06   0.256132E+06  -0.603385E+00   0.245225E+06   0.245215E+06   0.262580E+02
   0.678772E-03   0.246362E+06   0.246322E+06   0.322168E+06   0.321446E+06   0.000000E+00   0.246356E+06   0.246356E+06   0.256122E+06  -0.603360E+00   0.245219E+06   0.245209E+06   0.265210E+02
   0.685593E-03   0.246356E+06   0.246316E+06   0.322034E+06   0.321298E+06   0.000000E+00   0.246350E+06   0.246350E+06   0.256112E+06  -0.603334E+00   0.245213E+06   0.245203E+06   0.267866E+02
   0.692484E-03   0.246350E+06   0.246309E+06   0.321897E+06   0.321146E+06   0.000000E+00   0.246344E+06   0.246344E+06   0.256101E+06  -0.603308E+00   0.245207E+06   0.245196E+06   0.270549E+02
   0.699443E-03   0.246344E+06   0.246301E+06   0.321757E+06   0.320991E+06   0.000000E+00   0.246337E+06   0.246337E+06   0.256090E+06  -0.603282E+00   0.245200E+06   0.245190E+06   0.273259E+02
   0.706473E-03   0.246337E+06   0.246294E+06   0.321615E+06   0.320834E+06   0.000000E+00   0.246331E+06   0.246331E+06   0.256079E+06  -0.603254E+00   0.245194E+06   0.245183E+06   0.275995E+02
   0.713573E-03   0.246331E+06   0.246287E+06   0.321470E+06   0.320673E+06   0.000000E+00   0.246324E+06   0.246324E+06   0.256068E+06  -0.603227E+00   0.245188E+06   0.245177E+06   0.278759E+02
   0.720744E-03   0.246324E+06   0.246279E+06   0.321321E+06   0.320509E+06   0.000000E+00   0.246317E+06   0.246317E+06   0.256057E+06  -0.603198E+00   0.245181E+06   0.245170E+06   0.281550E+02
   0.727988E-03   0.246318E+06   0.246272E+06   0.321170E+06   0.320342E+06   0.000000E+00   0.246310E+06   0.246310E+06   0.256045E+06  -0.603169E+00   0.245174E+06   0.245163E+06   0.284369E+02
   0.735304E-03   0.246311E+06   0.246264E+06   0.321016E+06   0.320172E+06   0.000000E+00   0.246303E+06   0.246303E+06   0.256033E+06  -0.603140E+00   0.245167E+06   0.245156E+06   0.287215E+02
   0.742694E-03   0.246304E+06   0.246256E+06   0.320859E+06   0.319998E+06   0.000000E+00   0.246296E+06   0.246296E+06   0.256021E+06  -0.603110E+00   0.245160E+06   0.245148E+06   0.290091E+02
   0.750159E-03   0.246296E+06   0.246248E+06   0.320699E+06   0.319821E+06   0.000000E+00   0.246289E+06   0.246289E+06   0.256009E+06  -0.603079E+00   0.245153E+06   0.245141E+06   0.292994E+02
   0.757698E-03   0.246289E+06   0.246239E+06   0.320535E+06   0.319640E+06   0.000000E+00   0.246281E+06   0.246281E+06   0.255996E+06  -0.603048E+00   0.245146E+06   0.245133E+06   0.295927E+02
   0.765313E-03   0.246282E+06   0.246231E+06   0.320368E+06   0.319456E+06   0.000000E+00   0.246274E+06   0.246274E+06   0.255983E+06  -0.603016E+00   0.245138E+06   0.245126E+06   0.298888E+02
   0.773004E-03   0.246274E+06   0.246222E+06   0.320199E+06   0.319268E+06   0.000000E+00   0.246266E+06   0.246266E+06   0.255970E+06  -0.602983E+00   0.245131E+06   0.245118E+06   0.301879E+02
   0.780773E-03   0.246266E+06   0.246213E+06   0.320025E+06   0.319076E+06   0.000000E+00   0.246258E+06   0.246258E+06   0.255956E+06  -0.602950E+00   0.245123E+06   0.245110E+06   0.304900E+02
   0.788620E-03   0.246258E+06   0.246204E+06   0.319848E+06   0.318881E+06   0.000000E+00   0.246250E+06   0.246250E+06   0.255943E+06  -0.602916E+00   0.245115E+06   0.245102E+06   0.307951E+02
   0.796546E-03   0.246250E+06   0.246195E+06   0.319668E+06   0.318682E+06   0.000000E+00   0.246242E+06   0.246242E+06   0.255929E+06  -0.602882E+00   0.245107E+06   0.245093E+06   0.311031E+02
   0.804551E-03   0.246242E+06   0.246186E+06   0.319484E+06   0.318479E+06   0.000000E+00   0.246233E+06   0.246233E+06   0.255914E+06  -0.602846E+00   0.245099E+06   0.245085E+06   0.314143E+02
   0.812637E-03   0.246234E+06   0.246176E+06   0.319297E+06   0.318272E+06   0.000000E+00   0.246224E+06   0.246224E+06   0.255900E+06  -0.602811E+00   0.245090E+06   0.245076E+06   0.317285E+02
   0.820804E-03   0.246225E+06   0.246167E+06   0.319106E+06   0.318061E+06   0.000000E+00   0.246216E+06   0.246216E+06   0.255885E+06  -0.602774E+00   0.245082E+06   0.245067E+06   0.320458E+02
   0.829053E-03   0.246216E+06   0.246157E+06   0.318911E+06   0.317846E+06   0.000000E+00   0.246207E+06   0.246207E+06   0.255870E+06  -0.602736E+00   0.245073E+06   0.245058E+06   0.323663E+02
   0.837386E-03   0.246207E+06   0.246147E+06   0.318712E+06   0.317626E+06   0.000000E+00   0.246198E+06   0.246198E+06   0.255855E+06  -0.602698E+00   0.245064E+06   0.245049E+06   0.326900E+02
   0.845801E-03   0.246198E+06   0.246136E+06   0.318510E+06   0.317402E+06   0.000000E+00   0.246188E+06   0.246188E+06   0.255839E+06  -0.602659E+00   0.245055E+06   0.245040E+06   0.330168E+02
   0.854302E-03   0.246189E+06   0.246126E+06   0.318303E+06   0.317174E+06   0.000000E+00   0.246179E+06   0.246179E+06   0.255823E+06  -0.602620E+00   0.245046E+06   0.245030E+06   0.333469E+02
   0.862888E-03   0.246179E+06   0.246115E+06   0.318093E+06   0.316942E+06   0.000000E+00   0.246169E+06   0.246169E+06   0.255807E+06  -0.602579E+00   0.245036E+06   0.245020E+06   0.336803E+02
   0.871560E-03   0.246170E+06   0.246104E+06   0.317878E+06   0.316705E+06   0.000000E+00   0.246159E+06   0.246159E+06   0.255790E+06  -0.602538E+00   0.245027E+06   0.245010E+06   0.340169E+02
   0.880319E-03   0.246160E+06   0.246093E+06   0.317659E+06   0.316463E+06   0.000000E+00   0.246149E+06   0.246149E+06   0.255773E+06  -0.602496E+00   0.245017E+06   0.245000E+06   0.343569E+02
   0.889167E-03   0.246150E+06   0.246081E+06   0.317436E+06   0.316217E+06   0.000000E+00   0.246139E+06   0.246139E+06   0.255755E+06  -0.602453E+00   0.245007E+06   0.244990E+06   0.347002E+02
   0.898103E-03   0.246139E+06   0.246070E+06   0.317208E+06   0.315965E+06   0.000000E+00   0.246128E+06   0.246128E+06   0.255738E+06  -0.602409E+00   0.244997E+06   0.244979E+06   0.350469E+02
   0.907129E-03   0.246129E+06   0.246058E+06   0.316976E+06   0.315709E+06   0.000000E+00   0.246118E+06   0.246118E+06   0.255720E+06  -0.602365E+00   0.244986E+06   0.244968E+06   0.353971E+02
   0.916246E-03   0.246118E+06   0.246046E+06   0.316740E+06   0.315448E+06   0.000000E+00   0.246107E+06   0.246107E+06   0.255701E+06  -0.602319E+00   0.244976E+06   0.244957E+06   0.357507E+02
   0.925454E-03   0.246107E+06   0.246033E+06   0.316498E+06   0.315182E+06   0.000000E+00   0.246096E+06   0.246096E+06   0.255683E+06  -0.602273E+00   0.244965E+06   0.244946E+06   0.361078E+02
   0.934755E-03   0.246096E+06   0.246021E+06   0.316253E+06   0.314911E+06   0.000000E+00   0.246084E+06   0.246084E+06   0.255663E+06  -0.602225E+00   0.244954E+06   0.244935E+06   0.364684E+02
   0.944150E-03   0.246085E+06   0.246008E+06   0.316002E+06   0.314634E+06   0.000000E+00   0.246073E+06   0.246073E+06   0.255644E+06  -0.602177E+00   0.244942E+06   0.244923E+06   0.368326E+02
   0.953638E-03   0.246073E+06   0.245995E+06   0.315746E+06   0.314352E+06   0.000000E+00   0.246061E+06   0.246061E+06   0.255624E+06  -0.602128E+00   0.244931E+06   0.244911E+06   0.372003E+02
   0.963223E-03   0.246062E+06   0.245981E+06   0.315486E+06   0.314065E+06   0.000000E+00   0.246049E+06   0.246049E+06   0.255604E+06  -0.602078E+00   0.244919E+06   0.244899E+06   0.375717E+02
   0.972903E-03   0.246050E+06   0.245968E+06   0.315220E+06   0.313772E+06   0.000000E+00   0.246037E+06   0.246037E+06   0.255583E+06  -0.602027E+00   0.244907E+06   0.244886E+06   0.379468E+02
   0.982681E-03   0.246037E+06   0.245954E+06   0.314949E+06   0.313473E+06   0.000000E+00   0.246024E+06   0.246024E+06   0.255562E+06  -0.601974E+00   0.244895E+06   0.244874E+06   0.383255E+02
   0.992557E-03   0.246025E+06   0.245940E+06   0.314673E+06   0.313169E+06   0.000000E+00   0.246011E+06   0.246011E+06   0.255541E+06  -0.601921E+00   0.244882E+06   0.244861E+06   0.387080E+02
