# Fri Apr  7 02:55:20 2023
#
# Cooling Map File
#
# Loop values:
# hden 2
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910
3.000  -25.5062  -27.5087  -9999.  -9999.  -9999.  -9999.  -9999.  -37.5007  -37.4949
3.100  -25.4720  -27.5042  -9999.  -9999.  -9999.  -9999.  -9999.  -37.5021  -37.4969
3.200  -25.4380  -27.5003  -9999.  -9999.  -9999.  -9999.  -9999.  -37.4913  -37.4866
3.300  -25.4042  -27.4969  -9999.  -9999.  -9999.  -9999.  -9999.  -37.4663  -37.4621
3.400  -25.3707  -27.4941  -9999.  -9999.  -9999.  -9999.  -9999.  -37.4301  -37.4268
3.500  -25.3375  -27.4918  -9999.  -9999.  -9999.  -9999.  -9999.  -37.3003  -37.3243
3.600  -25.3047  -27.4902  -9999.  -9999.  -9999.  -9999.  -9999.  -35.8741  -36.0349
3.700  -31.5976  -32.8712  -9999.  -9999.  -9999.  -9999.  -9999.  -37.8256  -37.9874
3.800  -30.0557  -32.3738  -9999.  -9999.  -9999.  -9999.  -9999.  -36.4709  -36.6443
3.900  -28.3297  -30.4965  -9999.  -9999.  -9999.  -9999.  -9999.  -35.4770  -35.6531
4.000  -26.0870  -28.0187  -9999.  -9999.  -9999.  -9999.  -9999.  -34.8626  -35.0414
4.100  -23.6217  -25.3575  -9999.  -9999.  -9999.  -9999.  -9999.  -31.7120  -31.8935
4.200  -22.3121  -23.8955  -9999.  -9999.  -9999.  -9999.  -9999.  -28.2554  -28.4400
4.300  -22.3754  -23.8579  -9999.  -9999.  -9999.  -9999.  -9999.  -26.3899  -26.5775
4.400  -23.8148  -24.8039  -9999.  -9999.  -9999.  -9999.  -9999.  -25.0401  -25.2298
4.500  -23.9683  -24.9118  -28.8315  -29.1204  -9999.  -9999.  -32.3760  -23.9549  -24.1463
4.600  -24.0723  -25.0184  -26.4025  -26.7015  -9999.  -9999.  -30.0920  -23.0388  -23.2314
4.700  -24.1818  -25.1305  -24.7529  -25.0533  -9999.  -9999.  -28.6938  -22.9075  -23.1014
4.800  -24.2886  -25.2535  -23.5932  -23.8936  -9999.  -9999.  -27.7593  -22.8368  -23.0288
4.900  -24.3814  -25.3806  -22.7486  -23.0495  -9999.  -9999.  -27.1555  -22.8373  -23.0276
5.000  -24.4852  -25.5263  -22.1459  -22.4479  -9999.  -9999.  -26.7689  -23.3848  -23.5761
5.100  -24.5969  -25.6717  -22.5123  -22.8145  -26.4747  -26.7726  -27.3310  -24.7600  -24.9628
5.200  -24.7084  -25.7923  -23.8904  -24.1930  -24.4273  -24.7290  -28.8896  -26.7910  -26.9951
5.300  -24.7962  -25.9110  -24.6842  -24.9867  -23.0127  -23.3156  -29.8527  -28.1723  -28.3775
5.400  -24.8691  -26.0229  -24.9099  -25.2123  -22.2995  -22.6022  -30.2386  -28.4369  -28.6438
5.500  -24.9485  -26.1140  -25.3885  -25.6904  -22.2862  -22.5893  -30.8707  -29.2275  -29.4364
5.600  -24.8871  -26.1437  -25.6648  -25.9663  -22.9335  -23.2366  -31.2953  -29.8704  -30.0813
5.700  -25.1080  -26.3187  -25.8650  -26.1665  -23.7004  -24.0034  -31.6394  -30.3935  -30.6057
5.800  -25.1069  -26.3971  -25.9527  -26.2536  -24.0614  -24.3645  -31.8675  -30.7177  -30.9292
5.900  -25.1794  -26.4522  -26.3247  -26.6250  -24.3128  -24.6157  -32.3785  -31.4631  -31.6728
6.000  -25.2441  -26.5290  -26.7755  -27.0759  -24.4915  -24.7939  -32.9683  -32.2431  -32.4500
6.100  -25.3231  -26.6141  -27.4838  -27.7853  -24.5660  -24.8679  -33.8120  -33.2264  -33.4295
6.200  -25.4677  -26.7564  -27.8262  -28.1278  -24.5853  -24.8869  -34.2851  -33.6560  -33.8524
6.300  -25.5852  -26.8742  -28.2694  -28.5712  -24.8007  -25.1035  -34.8565  -9999.  -9999.
6.400  -25.6874  -26.9803  -28.6860  -28.9878  -25.3422  -25.6448  -35.3990  -9999.  -9999.
6.500  -25.8131  -27.1038  -29.1333  -29.4351  -26.0134  -26.3145  -35.9699  -9999.  -9999.
6.600  -25.9401  -27.2285  -29.5999  -29.9024  -26.6300  -26.9313  -36.5588  -9999.  -9999.
6.700  -26.0675  -27.3542  -30.0645  -30.3674  -27.1734  -27.4760  -37.1439  -9999.  -9999.
6.800  -26.1974  -27.4828  -30.5368  -30.8402  -27.7236  -28.0267  -37.7355  -9999.  -9999.
6.900  -26.3311  -27.6151  -31.0121  -31.3158  -28.2346  -28.5377  -38.3292  -9999.  -9999.
7.000  -26.4662  -27.7493  -31.4841  -31.7877  -28.6905  -28.9935  -38.9183  -9999.  -9999.
7.100  -26.6009  -27.8834  -31.9391  -32.2426  -29.0965  -29.3995  -39.4897  -9999.  -9999.
7.200  -26.7362  -28.0176  -32.3799  -32.6833  -29.5209  -29.8239  -40.0462  -9999.  -9999.
7.300  -26.8737  -28.1535  -32.8150  -33.1183  -29.9588  -30.2618  -40.5965  -9999.  -9999.
7.400  -27.0134  -28.2909  -9999.  -9999.  -30.3904  -30.6934  -9999.  -9999.  -9999.
7.500  -27.1549  -28.4295  -9999.  -9999.  -30.8098  -31.1127  -9999.  -9999.  -9999.
7.600  -27.2981  -28.5691  -9999.  -9999.  -31.2167  -31.5196  -9999.  -9999.  -9999.
7.700  -27.4422  -28.7096  -9999.  -9999.  -31.6128  -31.9157  -9999.  -9999.  -9999.
7.800  -27.5874  -28.8510  -9999.  -9999.  -31.9996  -32.3025  -9999.  -9999.  -9999.
7.900  -27.7335  -28.9932  -9999.  -9999.  -32.3788  -32.6816  -9999.  -9999.  -9999.
8.000  -27.8803  -29.1362  -9999.  -9999.  -32.7522  -33.0551  -9999.  -9999.  -9999.
