# Thu Apr  6 22:12:08 2023
#
# Cooling Map File
#
# Loop values:
# hden -2
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910
3.000  -21.9289  -23.9314  -27.5192  -27.8134  -9999.  -9999.  -29.2893  -30.3910  -30.3850
3.100  -21.9249  -23.9571  -27.5794  -27.8735  -9999.  -9999.  -29.1406  -30.4125  -30.4070
3.200  -21.9230  -23.9854  -27.6102  -27.9044  -9999.  -9999.  -29.0379  -30.4195  -30.4145
3.300  -21.9235  -24.0162  -27.6094  -27.9036  -9999.  -9999.  -28.9617  -30.4094  -30.4049
3.400  -21.9265  -24.0498  -27.5796  -27.8738  -9999.  -9999.  -28.9010  -30.3827  -30.3790
3.500  -21.9320  -24.0863  -27.5254  -27.8195  -31.7516  -32.0393  -28.8496  -30.3420  -30.3393
3.600  -21.9402  -24.1257  -27.4516  -27.7457  -31.6323  -31.9200  -28.8040  -30.2361  -30.2518
3.700  -23.9850  -24.9475  -27.2464  -27.5325  -31.0908  -31.3784  -28.9065  -29.8325  -29.9463
3.800  -23.9430  -24.9088  -27.2098  -27.4954  -31.1529  -31.4405  -28.8728  -28.4605  -28.6309
3.900  -23.8708  -24.8315  -27.1674  -27.4524  -31.2391  -31.5267  -28.8397  -27.3336  -27.5088
4.000  -23.6831  -24.7823  -27.0913  -27.3758  -31.2990  -31.5864  -28.8076  -26.4289  -26.6070
4.100  -23.1122  -24.6421  -26.9326  -27.2190  -31.2833  -31.5683  -28.7948  -25.6931  -25.8745
4.200  -22.5721  -24.1198  -26.6473  -26.9392  -30.9939  -31.2728  -28.8373  -25.0817  -25.2666
4.300  -22.4284  -24.0303  -26.3374  -26.6334  -30.3896  -30.6691  -28.9647  -24.6209  -24.8087
4.400  -22.4763  -24.0304  -26.1247  -26.4227  -29.8378  -30.1214  -29.1689  -24.3347  -24.5244
4.500  -22.6293  -24.1694  -25.8356  -26.1345  -29.5235  -29.8112  -29.2364  -23.9430  -24.1349
4.600  -22.8195  -24.3422  -25.3936  -25.6931  -29.3510  -29.6419  -29.0922  -23.4248  -23.6192
4.700  -23.0114  -24.5329  -24.8498  -25.1498  -29.0312  -29.3250  -28.7971  -23.0715  -23.2678
4.800  -23.1822  -24.7046  -23.9441  -24.2438  -28.4418  -28.7384  -28.1139  -22.8941  -23.0915
4.900  -23.3332  -24.8574  -23.0362  -23.3363  -27.6126  -27.9112  -27.4439  -22.8264  -23.0250
