       redshift                 x0                  y0                  z0    name
--------------- ------------------ ------------------- ------------------- -------
            0.0                0.0                 0.0                 0.0        
            0.0                0.0                 0.0                 0.0        
2.0031238274038 0.5158185958862305  0.4755182266235351  0.4975709915161133  DD0580
1.9997938414157 0.5158452987670897  0.4755048751831054  0.4975824356079101  DD0581
1.9964719798569 0.5158720016479493 0.47549152374267584  0.4975957870483399  DD0582
1.9931591411101 0.5158987045288086  0.4754762649536132  0.4976072311401367  DD0583
1.9898549756829 0.5159292221069336  0.4754629135131836  0.4976186752319336  DD0584
1.9865594464052 0.5159578323364258  0.4754476547241211  0.4976301193237304  DD0585
1.9832725162948  0.515986442565918  0.4754304885864258 0.49763965606689453  DD0586
1.9799941485864 0.5160131454467773 0.47541141510009766 0.49765110015869146  DD0587
1.9767243067303 0.5160398483276367 0.47539234161376953 0.49766063690185547  DD0588
1.9734629543905 0.5160646438598633  0.4753751754760742 0.49767208099365234  DD0589
1.9702100554437   0.51608943939209 0.47535610198974615  0.4976854324340821  DD0590
1.9669655739769 0.5161142349243164 0.47533893585205084  0.4976987838745118  DD0591
1.9637294742865 0.5161371231079102 0.47532176971435547  0.4977121353149414  DD0592
1.9605017208764 0.5161619186401367 0.47530460357666016  0.4977254867553711  DD0593
1.9572822784566 0.5161867141723633  0.4752874374389649  0.4977388381958008  DD0594
1.9540711119419 0.5162096023559571  0.4752721786499024 0.49775409698486334  DD0595
1.9508681864497 0.5162324905395509  0.4752550125122071 0.49776935577392584  DD0596
1.9476734672994 0.5162572860717773 0.47523975372314453  0.4977865219116211  DD0597
1.9444869200103  0.516280174255371 0.47522449493408203 0.49780178070068354  DD0598
1.9413085103002 0.5163030624389648  0.4752073287963867  0.4978208541870117  DD0599
1.9381382040843 0.5163278579711914  0.4751920700073242 0.49783802032470703  DD0600
1.9349759674734 0.5163507461547852 0.47517299652099604  0.4978590011596679  DD0601
1.9318217667726 0.5163736343383789  0.4751539230346679 0.49787998199462885  DD0602
1.9286755684799 0.5163984298706055 0.47513294219970703 0.49789905548095703  DD0603
1.9255373392848 0.5164213180541992  0.4751100540161133 0.49791431427001953  DD0604
1.9224070460669  0.516444206237793 0.47508716583251953  0.4979276657104492  DD0605
1.9192846558945 0.5164651870727538  0.4750642776489257 0.49793910980224604  DD0606
1.9161701360233 0.5164842605590819 0.47504329681396484  0.4979524612426758  DD0607
