M200(Msun), Mstar_low(Msun, Mstar_high(Msun)
3044272212.064293 2686034.767204 5874501.113846
3144108303.147271 2821857.550684 6158390.371227
3247218492.073125 2963693.437609 6455782.964812
3353710152.002929 3113476.866874 6767501.019725
3463694177.371734 3270153.032601 7093085.142526
3577285099.367862 3435337.605236 7435279.266296
3694601205.199310 3608417.838525 7791546.879558
3815764661.271245 3790593.613344 8167102.094755
3940901640.403448 3981808.350783 8557352.660308
4070142453.219439 4182730.630204 8968790.504570
4203621683.844701 4393995.024896 9396943.261379
4341478330.055101 4615601.707099 9846637.029916
4483855948.021182 4849035.707004 10316236.164266
4630902801.799737 5093466.489826 10807433.060883
4782772017.727486 5351417.157386 11322330.055839
4939621743.878305 5621034.796356 11858495.440484
5101615314.749845 5906101.128957 12422871.309139
5268921421.350666 6203514.974814 13009071.971718
5441714286.865888 6518575.517195 13626079.929462
5620173848.083188 6847205.471101 14268325.113501
5804485942.768960 7194911.159055 14940773.097495
5994842503.189421 7558213.210684 15644147.276418
6191441755.977835 7941824.927290 16376385.214641
6394488428.556936 8343499.556946 17146385.174556
6604193962.330305 8766749.844068 17945816.181088
6820776732.865664 9210899.517527 18785542.146352
7044462277.299051 9677913.025040 19660209.644137
7275483529.196218 10169087.011104 20572786.326397
7514081061.116962 10684422.363483 21529302.755230
7760503335.133571 11227666.732066 22522002.317507
8015006961.565380 11796362.975143 23565423.619541
8277856966.198489 12397276.403307 24650305.881935
8549327066.268367 13024904.549886 25781572.330954
8829699955.494083 13689700.643465 26966513.829666
9119267598.459299 14383604.121601 28195757.866545
9418331534.647961 15117997.827595 29484815.089930
9727203192.450558 15885955.313122 30826393.404956
10046204213.468111 16696641.492978 32220003.112992
10375666787.451849 17546693.487564 33683180.685983
10715933998.226711 18441678.037546 35200335.640027
11067360180.959745 19382760.518369 36782014.161021
11430311291.144810 20370902.680251 38435158.636795
11805165285.688032 21412950.428109 40148692.361718
12192312516.491095 22504055.904549 41939050.867779
12592156136.941509 23658118.315431 43804277.190876
13005112521.734098 24863524.759753 45736921.515141
13431611700.460180 26141413.864537 47757641.586227
13872097805.416182 27477049.583700 49859005.529177
14327029534.098295 28888542.484407 52035453.004107
14796880626.863962 30368801.451290 54308958.534507
15282140360.258709 31928057.525382 56672448.290369
15783314056.521196 33568976.955098 59119331.090812
16300923609.797379 35291687.476793 61668297.115262
16835508029.612007 37111143.644876 64321757.677339
17387624002.162506 39014702.569354 67067553.937319
17957846470.020969 41032631.213894 69914201.759201
18546769230.847012 43142682.384581 72887167.322667
19155005555.735241 45374970.375005 75962008.568573
19783188827.841621 47716693.670379 79141584.497357
20431973201.952705 50184385.580465 82450525.607746
21102034285.685966 52783975.625835 85885871.528914
21794069843.029583 55512348.581570 89436184.566372
22508800520.954571 58399081.984792 93104535.251165
23246970599.856457 61419908.909798 96921310.397938
24009348768.606518 64622817.221835 100875028.815036
24796728925.021603 67979884.253353 104973996.620500
25609931002.584621 71522986.616414 109266664.455342
26449801824.277145 75255022.663210 113847478.105198
27317215984.413734 79175241.408571 118670475.925661
28213076759.394707 83325639.995703 123604198.372623
29138317048.327885 87673428.856264 128673908.925722
30093900344.497242 92281443.641646 133959544.340043
31080821738.690575 97121002.196731 139477881.598963
32100108955.431683 102222687.731757 145265470.860052
33152823423.194233 107572622.715669 151276279.176723
34240061379.714256 113155024.464458 157571789.951451
35362955013.550461 119019547.820483 164166361.468960
36522673643.081680 125002884.398379 171131634.479364
37720424934.169937 131193063.455963 178638492.396985
38957456157.755013 137563378.927459 186787802.543866
40235055488.692932 144252304.352948 195194324.714454
41554553347.188797 151180148.607247 204008088.580264
42917323784.221489 158474057.098061 213302828.578195
44324785912.403915 166128703.231287 223163967.169394
45778405383.766167 174373460.669662 233863136.186751
47279695916.003906 183308530.465506 244785567.425879
48830220868.778847 192784979.776497 256024476.721966
50431594871.713486 202636497.055835 267594784.203764
52085485505.776550 213129464.664719 279528986.666815
53793615039.806976 224315425.309053 292107221.394821
55557762223.988777 236312710.317005 305311902.641227
57379764142.141396 248643658.836081 319422077.769104
59261518124.755646 261296069.152339 334914366.717710
61204983724.766907 274444574.124985 352232968.970108
63212184758.124481 288071337.395191 372157542.851065
65285211411.278473 302582053.383904 393177329.813527
67426222417.783493 318057327.971295 415010216.876584
69637447306.282364 335319900.611119 437911648.262353
71921188722.211777 354992203.048704 462223200.460213
74279824825.649109 377504200.783284 487288327.898998
76715811767.793030 401034650.199483 513010680.335427
79231686248.662613 425482727.311287 539567514.380450
81830068158.674057 451200724.305884 567013487.009699
84513663306.847046 478007659.333441 595713893.795041
87285266238.483704 505543410.104819 625434915.132269
90147763145.249176 533906554.900069 656885580.791704
93104134870.690842 563487284.591616 690019386.970566
96157460014.321152 594325300.112896 726126791.414496
99310918137.497803 626438459.249169 764180578.506537
102567793074.442078 660564877.904112 804238399.072550
105931476351.837006 696941159.298984 846814515.736375
109405470720.574356 736234021.586375 892550134.685726
112993393803.322403 777892074.333791 943895129.148171
116698981861.714508 821720706.859767 1004443829.836785
120526093687.084137 868364117.017843 1075009332.406045
124478714618.790619 919188888.064947 1147611687.962851
128560960694.329651 977031513.996708 1223894970.646919
132777082935.543182 1045484352.669089 1306518167.207761
137131471775.394272 1117970089.971128 1395514630.461663
141628661629.919739 1192597451.615562 1491147438.978540
146273335620.112976 1272796848.288491 1590275008.237739
151070330448.665558 1359494305.826806 1694169726.537035
156024641436.637115 1452966649.769419 1807081995.488200
161141427725.301666 1550944231.232709 1932142750.198547
166426017648.590179 1652431046.468929 2074467018.578095
171883914281.714569 1761364878.643258 2227360078.336593
177520801171.763611 1881478055.335445 2388109043.898216
183342548256.229248 2016788590.287710 2557027074.219666
189355217975.629150 2166878235.898714 2736796477.313083
195565071586.594696 2324543732.543788 2931162947.628347
201978575681.987823 2490100211.883460 3139216122.465310
208602408924.850494 2665169995.059504 3361583457.454883
215443469003.188660 2853536334.977598 3594807563.216562
222508879812.836487 3057073023.115356 3844224312.339232
229805998875.884888 3274580546.040324 4119626930.298370
237342425002.386627 3503635150.945476 4416175250.392019
245126006203.333984 3745753758.772378 4729450584.879763
253164847863.135803 4010635311.895359 5049137537.978771
261467321180.108673 4300075911.206431 5375072697.187399
270042071883.776978 4608084865.040945 5709147336.997994
278898029238.043945 4925963852.660186 6059649809.973588
288044415339.629761 5249472238.829694 6439602822.502148
297490754721.444336 5580578501.890838 6845805588.284325
307246884270.899719 5923347281.116959 7271478789.952857
317322963473.497314 6291961499.547952 7710090956.156374
327729484992.338196 6690429890.689924 8157540990.808853
338477285594.598328 7108835603.055440 8623315379.423910
349577557436.327881 7543870551.690022 9117988178.579611
361041859717.333008 7987355644.228288 9639522805.063446
372882130718.282959 8445622339.254206 10180256943.523918
385110700232.556885 8930092903.080416 10739577169.737242
397740302405.803650 9442382808.945910 11320695767.227951
410784088996.565125 9976003462.329882 11914773343.225578
424255643071.776855 10530612110.056274 12511194668.370464
438168993151.418579 11102406340.063478 13111934805.031433
452538627817.016663 11694844051.554636 13730356366.715414
467379510799.246338 12291462751.188072 14370097078.787668
482707096560.318787 12890033032.671879 15030946421.829803
498537346387.388367 13500856734.257875 15700584689.606256
514886745013.748718 14135201862.735544 16383458024.662521
531772317785.096680 14788075423.033905 17072370030.784081
549211648388.778931 15456945539.978184 17764334624.007488
567222897164.454956 16136520159.795910 18461948713.725990
585824820015.254761 16822569841.158884 19172373499.621506
605036787939.121216 17515139350.207108 19903072870.657486
624878807200.688843 18212627093.648945 20650380877.064846
645371540164.670166 18920015318.797607 21404661088.626625
666536326812.492065 19642609172.778858 22164112345.992729
688395206964.551025 20383810105.402046 22930342288.345856
710970943231.242432 21136604883.859226 23706010014.616199
734287044716.675781 21895790588.985924 24493868026.052860
758367791499.719116 22661034308.430588 25296491914.960701
783238259917.920410 23434491925.394608 26113497434.204102
808924348680.595459 24219246159.259033 26943203189.004745
835452805838.285400 25017722220.342949 27786568771.615093
862851256636.688721 25831302707.202209 28646143580.920570
891148232284.020142 26657865947.609173 29518699947.987747
920373199661.822998 27497005754.645081 30399370248.846378
950556592010.121094 28351222415.587917 31289713475.070278
981729840618.882080 29221865601.281544 32190981161.357857
1013925407558.814331 30099691924.620373 33103618314.177933
1047176819485.520264 30990561043.580048 34027019277.633644
1081518702552.289185 31893766970.264183 34958780642.079910
1116986818467.824951 32807257615.095680 35900193878.678116
1153618101736.476074 33728298149.343613 36850794859.757332
1191450698119.774658 34656674171.213837 37809351819.671967
1230524004359.261475 35593499016.884445 38786550786.930191
1270878709202.059570 36539858322.709862 39782257794.526337
1312556835771.845459 37504883070.116631 40788408936.922287
1355601785329.366211 38481575841.053192 41799201463.553993
1400058382468.096191 39470571957.737396 42809804937.006989
1445972921792.019531 40471202841.980644 43827940330.890869
1493393216124.253418 41484345772.903168 44843509186.801155
1542368646296.630615 42503872756.775719 45855598584.351082
1592950212572.119629 43520875780.588654 46888570577.026634
1645190587753.660645 44534385456.771568 47929896708.899971
1699144172034.625977 45554008245.389961 48974083883.540764
1754867149648.152100 46586388291.393066 50048499658.730957
1812417547374.239502 47620939688.972717 51139344904.269218
1871855294965.575439 48667622336.109283 52233511536.775826
1933242287555.043213 49743012857.254501 53349752829.018753
1996642450109.793457 50824495542.245361 54474779596.607437
2062121803999.144531 51922780938.176193 55597478976.797699
