M200(Msun), Mstar_low(Msun, Mstar_high(Msun)
2129748535745.523193 53042110704.966751 56762590073.106606
2199593068030.070312 54160303778.206551 57925140785.935326
2271728133026.902832 55292983959.396072 59090410128.286324
2346228848142.262695 56452269667.785538 60275087849.933075
2423172794237.600586 57609297937.759064 61448391713.951561
2502640096417.921875 58787604651.647842 62642463543.810028
2584713507469.558594 59968750967.100655 63840770870.559738
2669478494034.317871 61140958207.079750 65040760715.302788
2757023325609.582520 62344367639.363861 66260024030.769135
2847439166467.247559 63536543482.769005 67459659683.692673
2940820170587.066895 64749756879.511818 68697738178.181953
3037263579703.305176 65965375230.765099 69918405250.946426
3136869824566.873047 67176077229.906410 71168928242.031174
3239742629528.195312 68411399725.548241 72416121454.893250
3345989120549.975098 69626264832.673019 73679463841.245285
3455719936762.143066 70889515902.717056 74950445669.385666
3569049345675.222168 72130557673.197144 76225740110.610489
3686095362172.154297 73407459453.276031 77523138728.150024
3806979871402.284180 74673049133.757874 78820296419.357178
3931828755705.770020 75961910634.704056 80155297633.109406
4060772025700.369629 77252442808.171783 81486813068.258682
4193943955667.177734 78563269293.776764 82846866606.395859
4331483223376.394043 79889610930.275513 84190632150.177048
4473533054498.462891 81235013935.263763 85570118721.275085
4620241371751.313477 82591457462.315430 86932986690.164474
4771760948938.750977 83949084215.491516 88339205709.311798
4928249570040.502930 85324425382.075500 89733336857.057541
5089870193519.674805 86701184894.585052 91165085635.833984
5256791122018.418945 88101989399.766373 92588264482.466354
5429186177618.942383 89510148873.516541 94028114074.995071
5607234882852.038086 90937809257.524368 95459331473.410172
5791122647641.746094 92375110699.010559 96900253970.903839
5981040962380.931641 93815003121.809525 98349559314.949966
6177187597338.488281 95260210493.311661 99793446245.569748
6379766808606.282227 96700586180.510651 101273289020.039581
6588989550799.956055 98163828928.811264 102720167399.920441
6805073696735.220703 99606552465.515518 104222225622.528259
7028244264308.337891 101100376530.631134 105679518800.775482
7258733650817.246094 102549637188.762955 107189430104.110825
7496781874966.876953 104064195780.915710 108674468278.960663
7742636826811.277344 105534857227.232452 110181390771.187454
7996554525892.362305 107046697109.386871 111709446541.152939
8258799387844.254883 108545063643.909622 113211896722.517609
8529644499741.016602 110053874092.187836 114795963884.979889
8809371904473.990234 111595321228.071762 116332463375.753769
9098272894455.568359 113100293411.253647 117931794588.055145
9396648314954.708984 114697885624.057571 119517468864.726624
9704808877380.287109 116247322256.399780 121114283193.808167
10023075482838.644531 117851959080.992645 122771828832.931000
10351779556301.761719 119450590762.150055 124379275494.299377
10691263391734.771484 121053701278.548492 126127719506.352234
11041880508541.625000 122724352655.543091 127835694842.487396
11403996019700.306641 124344285623.624268 129591342420.735138
11777987011971.179688 126101611693.287888 131368792705.327377
12164242938573.679688 127822356122.121231 133122368092.831604
12563166024741.214844 129590002352.426941 134953584942.888184
12975171686575.894531 131380188432.004440 136728843425.729645
13400688963639.478516 133148084135.154770 138594927439.026184
13840160965731.300781 134991814875.626160 140446760393.601624
14294045334317.611328 136778896056.616348 142317351460.077240
14762814719093.910156 138662871608.570862 144271728591.932312
15246957270175.761719 140526361182.297638 146165820035.302979
15746977146430.833984 142419082743.426758 148147588435.794922
16263395040481.906250 144385001219.234924 150076786493.628418
16796748720926.531250 146291292121.412598 152029961559.389404
17347593592339.326172 148293088799.055054 154014551267.594299
17916503273639.031250 150232458708.296417 155937250813.092316
18504070195422.984375 152210880762.319214 157994690866.124146
19110906216891.359375 154205027483.330597 159996948314.955444
19737643263002.554688 156148805331.902344 162023903091.349976
20384933982524.640625 158224784205.731812 164109169055.878662
21053452427667.082031 160235196562.745422 166128575185.486877
21743894756000.753906 162296609206.313293 168265809576.361816
22456979955397.718750 164389249824.949860 170366738246.154449
23193450592744.273438 166415229635.841492 172466738969.840973
23954073587208.792969 168590326220.265961 174687189089.591187
24739641008868.167969 170696853766.082855 176836471651.961823
25550970903525.019531 172844411484.355103 179128702740.550842
26388908144575.078125 175069381741.817810 181447595469.206146
27254325312810.277344 177222330201.082794 183723633459.941162
28148123605075.812500 179576451323.908386 186094992361.253601
29071233772725.812500 181897693317.870728 188389044799.076935
30024617090855.429688 184216875755.829163 190733144141.268097
31009266359319.234375 186588886492.280243 193093566146.688141
32026206936576.500000 188882681390.659637 195376154446.501465
33076497807442.425781 191274827443.434113 197815251617.481476
34161232685855.320312 193633067050.029022 200194264240.586609
35281541153808.757812 195952534890.924500 202557295790.820648
36438589837635.406250 198408951694.670990 205053425035.494110
37633583622865.328125 200782625110.302216 207465473194.839233
38867766908926.679688 203211095743.875610 209943478490.641205
40142424904993.257812 205699245535.622498 212473035850.765015
41458884968329.023438 208102378451.096527 214916161491.293732
42818517986524.070312 210648112853.201385 217543600721.809113
44222739805058.968750 213165670544.652618 220154883522.443420
45673012701687.468750 215618176849.062531 222705242614.585571
47170846909170.218750 218306970085.675903 225571350260.151520
48717802187946.210938 220901422373.006439 228336895574.502258
50315489450380.460938 223563843047.127106 231158776557.106384
51965572438276.570312 226407959407.957031 234062420661.610382
53669769455404.757812 229150505308.942871 236862368422.680695
55429855156846.742188 232049814716.676849 239846714976.117645
57247662397021.664062 234925391839.026550 242782557061.552216
59125084138318.687500 237741740239.465637 245685777680.452362
61064075422320.367188 240753916783.369202 248827838300.342804
63066655405674.054688 243654947589.803864 251853960614.599548
65134909462728.093750 246650365611.240845 255030648803.168640
67270991357123.507812 249750204757.665771 258295500286.179993
69477125484602.257812 252733157409.261902 261437243108.399780
71755609189369.203125 256002836173.649536 264817739089.187103
74108815156415.703125 259215443237.876617 268072254487.667297
76539193882301.562500 262404194029.788757 271364631584.033875
79049276226964.359375 265727880573.556335 274795903082.491638
81641676049214.546875 268921147117.531189 278092532994.799622
84319092928662.515625 272262493321.215820 281661189652.683228
87084314976907.234375 275622221440.891235 285219224865.489624
89940221740920.531250 278846608053.287659 288724871586.385010
92889787201645.171875 282458553318.686951 292506108780.047424
95936082870931.265625 285930682729.684448 296132175308.414124
99082280990037.875000 289446315133.355408 299939440081.876526
102331657833024.484375 293127284995.161011 303791181921.329468
105687597118480.500000 296652692350.744507 307525129003.072510
109153593533139.328125 300424692633.100525 311737638139.428650
112733256371048.484375 304159480378.548584 315768399113.792480
116430313292087.562500 307824841079.414124 320154286456.912231
120248614203741.218750 311897773229.273865 324689767184.877869
124192135270178.468750 315789133348.838501 329194016242.378967
128264983052806.250000 320009642947.487183 333878790604.026184
132471398786611.484375 324376153124.392822 338349864900.933716
136815762796747.046875 328652205894.261841 343268548729.398193
141302599059953.375000 333166046103.690186 347976635429.314148
145936579915575.781250 337466391136.139709 353024828869.282227
150722530931075.875000 342068453183.871643 358128633480.401917
155665435927105.875000 346605628041.494080 363333777667.733643
160770442167382.187500 351194819687.689819 368780562685.916870
166042865718752.968750 356134028286.600769 374123720059.690857
171488196987054.093750 360823897772.318420 379805084430.537292
177112106434509.062500 366075508074.773499 385212003692.151306
182920450484629.000000 371093698042.965759 391305144033.946167
188919277620766.437500 376337056786.707458 397077496569.006348
195114834684661.625000 381579691193.670593 403730672127.635498
201513573381555.843750 386831376688.506104 410178448869.589539
208122156998634.125000 392479565433.281189 417080872881.222839
214947467343797.625000 397831535363.596436 423681991976.284180
221996611911995.250000 404216242055.612793 430890391071.964539
229276931286564.875000 410232916463.839539 437777171993.097290
236796006783307.875000 416704190848.818237 445592212000.161133
244561668345244.906250 422872057395.446899 453116544464.090576
252582002696277.937500 429495001495.538208 461452431243.477173
260865361762254.531250 435954236895.383240 469456366372.901917
269420371368188.218750 442933209578.991821 477489796454.279602
278255940220712.593750 449966792209.716919 485263825478.298340
287381269185106.937500 457411294611.395264 493067892905.635620
296805860866559.625000 464884556543.686340 500589128922.202881
306539529505652.375000 472322544940.154480 508255253071.274292
316592411198352.062500 479494252262.998108 515494710632.033081
326974974451176.812500 486583783182.822754 523407024889.809265
337698031082509.500000 493530373883.684875 530758095306.146240
348772747481417.062500 500179362416.356750 539064120023.190918
360210656235706.625000 506998329397.257812 546998774652.450378
372023668141306.562500 513305182581.907654 556180030291.835205
384224084605506.062500 520030810442.232605 565392708326.823608
396824610456948.562500 526541076266.585083 576668683436.746704
409838367175725.312500 532755180836.517517 588036339720.817627
423278906557354.437500 539870673403.615784 599732197340.478516
437160224824850.250000 546395864383.898682 611442705160.128418
451496777203610.187500 553736049088.703125 623043736274.610962
466303492974273.625000 561555986390.966431 635666011718.778442
481595791019234.125000 569481536738.644653 647952696671.704102
497389595879005.750000 579498322601.318726 660714022390.771851
513701354335133.875000 589098474539.564819 673242947470.342285
530548052536957.437500 598842959316.739624 685455755481.764648
547947233690029.250000 608258651808.972046 698140900812.152222
565917016324623.125000 618048863155.979248 710118092694.122559
584476113163362.500000 627480835498.148071 723330381833.929565
603643850607586.375000 637883336876.043945 735562313168.460327
623440188862786.375000 647643767306.745483 748215362921.231445
643885742724042.625000 658009932720.657959 759758664227.821533
665001803043113.250000 667396466696.089355 772012908367.602173
686810358899529.375000 677455277561.807251 782888958589.430908
709334120498799.000000 686356504065.240112 795226018859.704224
732596542821523.000000 696003685222.755737 806200217527.155151
756621850048106.250000 705041243672.424194 817620635953.010986
781435060784455.750000 713806672076.587036 828241628169.358276
807062014114949.125000 723656668128.769287 837934206291.139038
833529396509818.750000 732232441722.890259 847628086534.208008
860864769614924.500000 741313867241.671997 856037770652.697266
889096598952916.750000 749704538803.768921 863424891706.024292
918254283565630.000000 756929136008.523926 871311902194.665894
948368186628590.875000 765311552257.691162 878076095909.042969
979469667069538.625000 773036115255.215210 883853731795.559326
1011591112223829.750000 779606344691.435181 888767976573.615723
1044765971560805.250000 786916158467.775146 0.000000
1079028791516185.750000 795845241452.371216 0.000000
1114415251466785.875000 803338373812.005737 0.000000
1150962200885031.250000 810249403802.828857 0.000000
1188707697711903.250000 820502887331.969238 0.000000
1227691047988360.500000 828980689454.224365 0.000000
1267952846786436.500000 836191467515.489014 0.000000
1309535020482665.000000 844606975436.195679 0.000000
1352480870417874.000000 851452273838.628906 0.000000
1396835117988739.750000 856988080936.587036 0.000000
1442643951218158.750000 861438114290.900269 0.000000
1489955072852856.750000 867059690143.963867 0.000000
1538817750038343.250000 872604295895.693726 0.000000
1589282865622976.250000 876976597600.265015 0.000000
1641402971144466.500000 880400995757.065186 0.000000
1695232341554121.500000 883064146941.368164 0.000000
1750827031735727.000000 885120247670.425659 0.000000
1808244934877948.000000 886695776016.992432 0.000000
1867545842761074.000000 887893713606.703979 0.000000
1928791508020777.750000 888797274979.062012 0.000000
1992045708453871.250000 889473174811.469360 0.000000
2057374313432915.750000 889974466170.805420 0.000000
2124845352498878.500000 890342984764.376465 0.000000
2194529086203311.500000 890611435135.346924 0.000000
2266498079273693.000000 890805154935.185547 0.000000
2340827276178294.500000 890943592876.796875 0.000000
2417594079169133.500000 891041534813.692627 0.000000
2496878428884321.500000 891110110702.263062 0.000000
2578762887593798.500000 0.000000 0.000000
2663332725174981.000000 0.000000 0.000000
2750676007908067.500000 0.000000 0.000000
2840883690183307.000000 0.000000 0.000000
2934049709215781.000000 0.000000 0.000000
3030271082866393.000000 0.000000 0.000000
3129648010670750.500000 0.000000 0.000000
3232283978181380.500000 0.000000 0.000000
3338285864731764.500000 0.000000 0.000000
3447764054734457.000000 0.000000 0.000000
3560832552629274.500000 0.000000 0.000000
3677609101601030.500000 0.000000 0.000000
3798215306190736.000000 0.000000 0.000000
3922776758927723.500000 0.000000 0.000000
4051423171114639.000000 0.000000 0.000000
4184288507901576.000000 0.000000 0.000000
4321511127789762.000000 0.000000 0.000000
4463233926710397.500000 0.000000 0.000000
4609604486828439.000000 0.000000 0.000000
4760775230226358.000000 0.000000 0.000000
4916903577628021.000000 0.000000 0.000000
5078152112327671.000000 0.000000 0.000000
5244688749495119.000000 0.000000 0.000000
5416686911033158.000000 0.000000 0.000000
5594325706169366.000000 0.000000 0.000000
5777790117970495.000000 0.000000 0.000000
5967271195973310.000000 0.000000 0.000000
6162966255132942.000000 0.000000 0.000000
6365079081295578.000000 0.000000 0.000000
6573820143409572.000000 0.000000 0.000000
6789406812696099.000000 0.000000 0.000000
7012063589007177.000000 0.000000 0.000000
7242022334607315.000000 0.000000 0.000000
7479522515621829.000000 0.000000 0.000000
7724811451403416.000000 0.000000 0.000000
7978144572076613.000000 0.000000 0.000000
8239785684528511.000000 0.000000 0.000000
8510007247122246.000000 0.000000 0.000000
8789090653419963.000000 0.000000 0.000000
9077326525210242.000000 0.000000 0.000000
9375015015145270.000000 0.000000 0.000000
9682466119303114.000000 0.000000 0.000000
10000000000000000.000000 0.000000 0.000000
